,1Year,1month,3month,6month,PostEarningsReturn,Underlying,accountsPayable,capitalExpenditures,capitalSurplus,cash,changeInCash,changeToAccountReceivables,changeToInventory,changeToLiabilities,changeToNetincome,changeToOperatingActivities,close,commonStock,costOfRevenue,deferredLongTermAssetCharges,deferredLongTermLiab,depreciation,discontinuedOperations,dividendsPaid,ebit,effectOfAccountingCharges,effectOfExchangeRate,epsActual,epsDifference,epsEstimate,epsPos,epsNeg,extraordinaryItems,goodWill,grossProfit,incomeBeforeTax,incomeTaxExpense,intangibleAssets,interestExpense,inventory,investments,longTermDebt,longTermInvestments,maxAge,minorityInterest,minorityInterest_balance,netBorrowings,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,netReceivables,netTangibleAssets,nonRecurring,open,operatingIncome,otherAssets,otherCashflowsFromFinancingActivities,otherCashflowsFromInvestingActivities,otherCurrentAssets,otherCurrentLiab,otherItems,otherLiab,otherOperatingExpenses,otherStockholderEquity,propertyPlantEquipment,quarter,researchDevelopment,retainedEarnings,sellingGeneralAdministrative,shortLongTermDebt,shortTermInvestments,surprisePercent,timestamp,totalAssets,totalCashFromFinancingActivities,totalCashFromOperatingActivities,totalCashflowsFromInvestingActivities,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalOperatingExpenses,totalOtherIncomeExpenseNet,totalRevenue,totalStockholderEquity,treasuryStock
1758,0.365067276,0.044483294,0.110033031,0.331270116,-0.12482844,TPR,264300000,-80800000,3205500000,1243400000,211700000,-84200000,18400000,59400000,22000000,111200000,47.46,2900000,554600000,24300000,,71700000,,-97000000,144700000,,-23300000,0.6,0.03,0.57,1,0,,1484300000,929100000,172800000,-38900000,1732900000,-17700000,673800000,-300000,1593900000,,1,,,,211700000,211700000,211700000,339900000,27400000,,46.87,144700000,143100000,,,86300000,97200000,,895600000,,-82800000,885400000,6/30/2018,,119000000,784400000,1600600000,6600000,0.053000003,5/1/2018,6678300000,-91500000,410200000,-83700000,2432600000,938200000,3433700000,1339000000,28100000,1483700000,3244600000,-82800000
1759,0.254351488,0.001569155,0.077665219,0.068388331,-0.032759981,TRI,,,,,,,,,,,43.24,,,,,,,,,,,0.63,0.1,0.53,1,0,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,3/31/2017,,,,,,0.189,2/9/2017,,,,,,,,,,,,
1760,0.054900072,0.008749712,-0.030108479,0.110519645,0.036310578,TRI,,,,,,,,,,,45.43,,,,,,,,,,,0.6,0.08,0.52,1,0,,,,,,,,,,,,,,,,,,,,,,44.8,,,,,,,,,,,,6/30/2017,,,,,,0.154,4/28/2017,,,,,,,,,,,,
1761,0.089764901,-0.008641175,0.038940457,0.026162791,0.030263067,TRI,252000000,-256000000,249000000,898000000,126000000,34000000,,0,22000000,-18000000,47.3,9287000000,1996000000,56000000,,188000000,-1000000,-238000000,429000000,,4000000,0.68,0.1,0.58,1,0,,15019000000,796000000,327000000,-22000000,6840000000,-82000000,,,5636000000,261000000,1,494000000,494000000,5000000,330000000,329000000,349000000,1530000000,-9115000000,,47.58,429000000,484000000,-5000000,-1000000,,1813000000,,2699000000,,-3712000000,903000000,9/30/2017,,6920000000,8000000,7359000000,106000000,0.172,8/1/2017,26765000000,-468000000,808000000,-218000000,3258000000,5192000000,13527000000,2363000000,-102000000,2792000000,12744000000,-3712000000
1762,0.18853083,0.015831707,-0.014309764,0.057336343,-0.057334247,TRI,307000000,-240000000,243000000,874000000,-24000000,74000000,,-15000000,-129000000,-53000000,44.23,9196000000,2082000000,79000000,,188000000,-4000000,-236000000,485000000,,1000000,0.6,0.02,0.58,1,0,,15042000000,862000000,329000000,-266000000,6773000000,-72000000,31000000,,5628000000,250000000,1,498000000,498000000,-76000000,576000000,576000000,595000000,1510000000,-8848000000,,45.5,485000000,517000000,-41000000,7000000,73000000,1308000000,,2481000000,,-3673000000,921000000,12/31/2017,,7201000000,9000000,7272000000,98000000,0.034,11/1/2017,26480000000,-545000000,755000000,-234000000,2977000000,4796000000,12905000000,2459000000,-156000000,2944000000,12967000000,-3673000000
1763,0.094171614,0.099810144,0.116618477,0.104152485,0.033107978,TROW,193500000,-46500000,751900000,1869400000,360300000,-100800000,,0,33100000,163100000,83.83,48400000,454800000,,,35000000,,-140400000,548500000,,3100000,1.56,0.12,1.44,1,0,,665700000,766900000,615800000,211600000,,,,-15000000,,3180700000,1,953800000,953800000,,390900000,382100000,404200000,507900000,4862300000,,82.01,548500000,260200000,287600000,-600000,,16800000,,53800000,120400000,-500000,635000000,9/30/2017,,4728200000,63000000,,,0.083000004,7/25/2017,7379600000,205800000,213600000,-62200000,2638000000,844000000,897800000,673200000,67300000,1221700000,5528000000,-500000
1764,0.440793459,0.080145306,0.150961655,0.349262621,-0.000841131,TROW,215500000,-57000000,846100000,1902700000,29600000,-100800000,,323400000,-23100000,-424200000,95.07,49000000,484300000,70300000,,36700000,,-142300000,531000000,,-1600000,1.65,0.18,1.47,1,0,,665700000,801800000,633000000,246400000,,,,39800000,,3162500000,1,992800000,992800000,,347100000,339200000,386600000,599900000,5158700000,,97,531000000,188700000,276300000,-1000000,,68300000,,55900000,146600000,-3600000,652000000,12/31/2017,,4932900000,87500000,,,0.122,10/26/2017,7534700000,190900000,-123300000,-36400000,2865800000,661600000,717500000,755100000,102000000,1286100000,5824400000,-3600000
1765,0.694048134,0.115910385,0.236457347,0.427443837,-0.043821668,TROW,219100000,-36700000,654600000,1681400000,-239600000,,,0,31900000,187900000,112.51,48700000,553800000,,,36900000,,-174800000,583800000,,1300000,1.77,0.05,1.72,1,0,,665700000,774200000,599900000,144400000,,,,-413900000,,3605900000,1,546500000,546500000,,453700000,443100000,455500000,593600000,5236200000,,115,583800000,177500000,177800000,-47700000,,182000000,,53200000,,-6400000,650200000,3/31/2018,,5205000000,190400000,,,0.029000001,1/30/2018,7374300000,-242100000,521000000,-519800000,2275000000,872700000,925900000,744200000,16100000,1328000000,5901900000,-6400000
1766,0.478314746,-0.008953295,-0.09070122,0.108507124,0.033249388,TROW,220000000,-41900000,654600000,1484400000,-169900000,,,0,52300000,87000000,111,48600000,564700000,,,37800000,,-173900000,594700000,,-7900000,1.77,-0.03,1.8,0,1,,665700000,780300000,628800000,169200000,,,,-437000000,,4316500000,1,739200000,739200000,,448900000,438400000,459600000,564400000,5448900000,,108.37,594700000,196000000,140200000,54900000,,56400000,,114600000,,-23700000,655200000,6/30/2018,,5435100000,185600000,,,-0.017,4/25/2018,7882200000,-146100000,408300000,-424200000,2048800000,913800000,1028400000,750300000,34100000,1345000000,6114600000,-23700000
1767,1.709589041,0.180190931,0.145338738,0.523882897,-0.007612318,TROX,155000000,-28000000,1542000000,1058000000,58000000,-21000000,12000000,0,12000000,-12000000,19.63,1000000,329000000,,6000000,46000000,-216000000,-6000000,64000000,,11000000,0.08,0.08,0,1,0,,,106000000,-12000000,13000000,203000000,-47000000,459000000,,3129000000,,1,158000000,158000000,-6000000,-247000000,-247000000,-25000000,310000000,545000000,,20.77,64000000,36000000,-1000000,-1000000,653000000,2000000,,357000000,,-474000000,1928000000,9/30/2017,8000000,-321000000,35000000,3140000000,,,8/9/2017,4691000000,4000000,72000000,-29000000,2524000000,299000000,3785000000,371000000,-76000000,435000000,748000000,-474000000
1768,1.770984456,0.021390374,0.394887846,0.508178229,0.002241316,TROX,,-28000000,,,58000000,-21000000,12000000,28000000,12000000,-12000000,26.8,,0,,7000000,46000000,,-6000000,0,,11000000,0.12,0.06,0.06,1,0,,,0,-36000000,0,,-49000000,,,3112000000,,1,204000000,,-6000000,0,-44000000,-41000000,,,,26.74,59000000,,-1000000,-1000000,,,,,,,,12/31/2017,8000000,,34000000,,,1,11/9/2017,,4000000,72000000,-29000000,,,,0,-62000000,0,,
1769,0.432038835,-0.053186612,-0.204851752,0.113807983,0.007237667,TROX,146000000,-28000000,1563000000,1074000000,-40000000,1000000,-9000000,-46000000,44000000,-1000000,20.8,1000000,327000000,,,48000000,,-6000000,59000000,,7000000,0.01,-0.15,0.16,0,1,,,115000000,-36000000,5000000,192000000,-49000000,470000000,,3124000000,,1,204000000,204000000,-6000000,-44000000,-44000000,-41000000,338000000,637000000,,20.74,59000000,27000000,-1000000,,686000000,19000000,,381000000,,-358000000,2016000000,3/31/2018,,-377000000,49000000,3146000000,,-0.938,2/21/2018,4858000000,-15000000,-4000000,-28000000,2623000000,320000000,3825000000,383000000,-95000000,442000000,829000000,-358000000
1770,0.01447597,-0.077894737,-0.110659898,-0.321981424,0.002849817,TROX,131000000,-27000000,1567000000,1036000000,-37000000,-34000000,-5000000,9000000,,-30000000,17.57,1000000,348000000,43000000,,49000000,,-6000000,92000000,,-22000000,0.31,0.05,0.26,1,0,,,144000000,23000000,-27000000,188000000,-48000000,451000000,,3147000000,,1,172000000,172000000,26000000,36000000,36000000,50000000,349000000,537000000,,18.19,92000000,79000000,-31000000,,688000000,27000000,,354000000,,-496000000,1861000000,6/30/2018,,-347000000,45000000,3169000000,,0.192,5/10/2018,4733000000,-9000000,35000000,-41000000,2605000000,335000000,3836000000,400000000,-69000000,492000000,725000000,-496000000
1771,0.092198582,0.040540541,-0.058103976,0.149253731,-0.013072082,TRQ,,,,,,,,,,,3.04,,,,,,,,,,,0.05,0.06,-0.01,1,0,,,,,,,,,,,,,,,,,,,,,,3.09,,,,,,,,,,,,12/31/2016,,,,,,6,11/2/2016,,,,,,,,,,,,
1772,0.186046512,-0.046728972,-0.04375,0.003278689,0.019418086,TRQ,,,,,,,,,,,3.12,,,,,,,,,,,0.02,0.02,0,1,0,,,,,,,,,,,,,,,,,,,,,,3.15,,,,,,,,,,,,3/31/2017,,,,,,,3/28/2017,,,,,,,,,,,,
1773,-0.063829787,-0.080139373,-0.268698061,-0.209580838,0.062405566,TRQ,,,,,,,,,,,2.81,,,,,,,,,,,0.01,0.02,-0.01,1,0,,,,,,,,,,,,,,,,,,,,,,2.68,,,,,,,,,,,,6/30/2017,,,,,,2,5/16/2017,,,,,,,,,,,,
1774,-0.075842697,0.241509434,0.196363636,-0.070621469,-0.009160369,TRQ,284967000,-234029000,1557997000,1485491000,106982000,-1253000,16579000,4142000,-55245000,,3.26,11432122000,213674000,445719000,,79490000,,,-21592000,,235000,0.03,0.03,0,1,0,,,33270000,-23379000,-71061000,,-35734000,217560000,984000,4139492000,14285000,1,-876048000,-876048000,1118000,65345000,65345000,47682000,1402041000,8858904000,,3.22,-21592000,2578900000,-384000,230000000,,66702000,,145458000,1338000,1381000,7011543000,9/30/2017,,-4132596000,53524000,4152121000,,,8/1/2017,12737678000,734000,109058000,-3045000,3132950000,457243000,4754822000,268536000,-1787000,246944000,8858904000,1381000
1775,1.18549346,0.122442748,0.322777978,0.538075314,-0.029259609,TRTN,116849000,-473500000,887778000,146262000,-23397000,-1495000,,-10802000,5215000,8008000,35.7,807000,13833000,,,196173000,,-33202000,149322000,,,0.81,0.09,0.72,1,0,,236665000,299919000,70609000,11063000,177229000,-78517000,,,6790164000,,1,135656000,135656000,46321000,57156000,57156000,59546000,507696000,1486134000,,37,149322000,8174027000,11510000,12000,136496000,94052000,,336387000,-500000,22877000,,9/30/2017,,988566000,21233000,6799242000,,0.125,8/9/2017,9382214000,217561000,217337000,-458295000,794293000,219979000,7346530000,164430000,-78713000,313752000,1900028000,22877000
1776,2.387520525,0.148663697,0.228707564,0.442657343,0.051947467,TRTN,109999000,-323285000,889168000,132031000,-14231000,-4870000,,-6204000,-131463000,8797000,43.46,807000,11495000,,,154629000,,-35971000,161093000,,,0.85,0.05,0.8,1,0,,236665000,314205000,86701000,-122962000,156567000,-77128000,,,6911725000,,1,133542000,133542000,114698000,207160000,207160000,209663000,495767000,1683052000,,41.89,161093000,8411884000,-17122000,-12000,144711000,128133000,,215439000,-500000,26942000,,12/31/2017,,1159367000,21341000,6914228000,,0.062,11/9/2017,9577625000,61534000,232005000,-307770000,772509000,240635000,7367799000,164607000,-74392000,325700000,2076284000,26942000
1777,0.067880167,-0.264751958,-0.272539396,-0.201814059,0.076540077,TRTN,109657000,-219783000,890857000,118272000,20821000,-1071000,,844000,3382000,-4295000,30.4,808000,11048000,,,148599000,,-36008000,166344000,,,0.99,0.07,0.92,1,0,,236665000,316258000,93368000,10503000,136816000,-73664000,,,6952815000,,1,131264000,131264000,40369000,80892000,80892000,82865000,485655000,1760024000,,30.07,166344000,8509466000,-9225000,55000,171410000,125978000,,227727000,,34992000,,3/31/2018,,1206848000,19582000,6952815000,,0.076,2/23/2018,9680946000,-5686000,231464000,-204957000,797999000,235635000,7416177000,160962000,-72976000,327306000,2133505000,34992000
1778,0.111788618,0.057004831,-0.105722071,-0.177443609,0.042356466,TRTN,93008000,-580781000,894005000,48145000,-66414000,-29480000,,-17632000,-12492000,-8609000,34.24,809000,10195000,,,153450000,,-41630000,180031000,,,1.1,0.07,1.03,1,0,,236665000,334675000,122643000,15890000,121270000,-78927000,,,7282056000,,1,129655000,129655000,327620000,104870000,104870000,106753000,500443000,1844666000,,33.75,180031000,8991625000,-8085000,-119000,182501000,159454000,,243342000,,38358000,,6/30/2018,,1269429000,20775000,7282056000,,0.068,5/4/2018,10110116000,277905000,194124000,-538443000,760556000,252462000,7777860000,164839000,-57388000,344870000,2202601000,38358000
1779,-0.617737003,0.050420168,-0.262536873,-0.647887324,-0.074723546,TRVN,1783000,-1372000,389539000,18068000,4032000,,,747000,2015000,1350000,2.32,62000,10181000,,,187000,,,-15413000,,,-0.27,0.02,-0.29,1,0,,,-10181000,-15999000,0,12000,-732000,,11596000,17783000,,1,,,-2000,-15999000,-15999000,-15999000,,46798000,,2.5,-15413000,1413000,,,,58000,,3622000,,-21000,4132000,9/30/2017,,-342770000,5232000,28100000,58505000,0.069,8/3/2017,84241000,5508000,-11700000,10224000,78684000,15992000,37431000,15413000,-586000,0,46810000,-21000
1780,-0.631449631,-0.392712551,-0.387755102,-0.528301887,-0.01342302,TRVN,1424000,-104000,392103000,16557000,-1511000,,,408000,1424000,936000,1.48,62000,7198000,,,145000,,,-12341000,,,-0.24,0.03,-0.27,1,0,,,-7198000,-14720000,0,11000,-739000,,8882000,15725000,,1,,,-3000,-14720000,-14720000,-14720000,,34622000,,1.39,-12341000,1413000,,,,1138000,,4120000,,-42000,3805000,12/31/2017,,-357490000,5143000,28181000,49543000,0.111,11/7/2017,72722000,1518000,-11807000,8778000,67493000,18213000,38089000,12341000,-2379000,0,34633000,-42000
1781,-0.5,0.328947368,0.224242424,-0.158333333,-0.071825735,TRVN,1387000,-144000,402806000,18146000,1589000,,,-2832000,1730000,-454000,1.88,68000,4598000,,,171000,,,-9670000,,,-0.14,0.08,-0.22,1,0,,,-4598000,-9021000,0,11000,-678000,,6098000,12595000,,1,,,-3170000,-9021000,-9021000,-9021000,,36306000,,2.06,-9670000,1413000,,,,463000,,4272000,,-46000,3779000,3/31/2018,,-366511000,5072000,25083000,43445000,0.36400002,3/7/2018,68641000,6041000,-10406000,5954000,63438000,15429000,32324000,9670000,649000,0,36317000,-46000
1782,-0.398255814,0.29375,0.26993865,0.427586207,0.023867481,TRVN,592000,-3000,414457000,24036000,5891000,,,4272000,1472000,-1946000,2.12,74000,5128000,,,169000,,,-8554000,,,-0.13,0,-0.13,0,1,,,-2628000,-8559000,745000,10000,-597000,,4030000,10873000,,1,,,-3169000,-9304000,-9304000,-9304000,2250000,38686000,,2.13,-8554000,1414000,,,,3265000,,2932000,,-20000,3613000,6/30/2018,,-375815000,5926000,23392000,39462000,0,5/3/2018,72328000,7201000,-5337000,4027000,67291000,19802000,33632000,11054000,-5000,2500000,38696000,-20000
1783,0.653741354,0.003433804,0.164575646,0.06997559,-0.060878139,UAL,2231000000,-1120000000,6591000000,1870000000,-522000000,-183000000,,0,-616000000,-1876000000,74.24,3000000,6369000000,,,556000000,,,1142000000,,,2.22,0.06,2.16,1,0,,4523000000,3509000000,980000000,343000000,3558000000,-144000000,937000000,-178000000,11334000000,882000000,1,,,758000000,637000000,637000000,637000000,1603000000,889000000,,76.23,1142000000,1140000000,-2000000,19000000,13000000,7232000000,,8206000000,1459000000,-824000000,24585000000,9/30/2017,,4991000000,352000000,13943000000,2458000000,0.027999999,7/19/2017,42565000000,177000000,577000000,-1276000000,7877000000,13087000000,33595000000,8736000000,-162000000,9878000000,8970000000,-2615000000
1784,0.266579732,0.171029969,-0.056742508,-0.025931232,-0.128689479,UAL,2196000000,-1098000000,6098000000,1482000000,-388000000,-183000000,,70000000,1598000000,-1876000000,59.78,3000000,6353000000,,,422000000,,,760000000,,,1.4,0.06,1.34,1,0,,4523000000,3085000000,600000000,20000000,3539000000,-151000000,924000000,140000000,11703000000,852000000,1,,,427000000,580000000,580000000,580000000,1340000000,744000000,,66.39,760000000,1435000000,-16000000,-22000000,18000000,6621000000,,8145000000,1241000000,-1147000000,24864000000,12/31/2017,,4621000000,545000000,14392000000,2316000000,0.045,10/19/2017,42326000000,-140000000,728000000,-976000000,7113000000,12676000000,33520000000,8678000000,-160000000,9438000000,8806000000,-1916000000
1785,0.071752577,0.158888228,0.301669449,0.107056652,-0.121493257,UAL,2399000000,-979000000,6077000000,2404000000,919000000,,,0,1045000000,,69.05,3000000,6416000000,,,541000000,,,335000000,,,0.5,0.06,0.44,1,0,,4523000000,2616000000,184000000,37000000,3521000000,-157000000,924000000,244000000,12166000000,853000000,1,,,477000000,147000000,147000000,147000000,1760000000,292000000,,71.43,335000000,1120000000,-32000000,2000000,11000000,8368000000,,8314000000,1398000000,-1114000000,25714000000,3/31/2018,,4684000000,342000000,14964000000,2071000000,0.136,1/24/2018,44018000000,-84000000,1733000000,-730000000,8287000000,14183000000,35682000000,8697000000,-151000000,9032000000,8336000000,-2428000000
1786,-0.048466864,-0.03978326,-0.130984643,-0.003403877,0.046992405,UAL,2703000000,-755000000,6091000000,2884000000,481000000,,,0,1201000000,,70.58,3000000,7109000000,,,557000000,,,1290000000,,,3.23,0.16,3.07,1,0,,4523000000,3668000000,857000000,173000000,3399000000,-163000000,942000000,-254000000,12460000000,848000000,1,,,-525000000,684000000,684000000,684000000,1840000000,717000000,,69.5,1290000000,988000000,-9000000,5000000,13000000,8603000000,,8461000000,1428000000,-1102000000,26052000000,6/30/2018,,5367000000,393000000,14503000000,2187000000,0.051999997,4/18/2018,44691000000,-974000000,2442000000,-987000000,8881000000,14092000000,36052000000,9487000000,-433000000,10777000000,8639000000,-2822000000
1787,0.22345735,0.037115385,0.07515949,-0.13684379,0.153223122,UBNT,26319000,-2932000,,631810000,27612000,12017000,19421000,-21032000,1715000,1154000,62.86,78000,134612000,5133000,,1655000,,,87063000,,,0.92,0.06,0.86,1,0,,,111256000,85702000,10777000,416000,-1361000,122263000,,283135000,,1,,,41250000,74925000,74925000,74925000,128589000,560795000,,64.21,87063000,6723000,-5186000,,71957000,52313000,,32470000,,,13946000,9/30/2017,16928000,561133000,7265000,297878000,,0.07,8/3/2017,983743000,-66376000,96920000,-2932000,962658000,106927000,422532000,158805000,-1361000,245868000,561211000,
1788,0.235015175,0.160606061,0.011181861,0.392429427,-0.038833751,UBNT,11947000,-3263000,771000,823776000,191966000,-30630000,20112000,-14649000,21978000,13114000,62.63,78000,154311000,2880000,,1760000,,,66080000,,,0.76,-0.13,0.89,0,1,,,96500000,63588000,115047000,383000,-2492000,98893000,,452950000,,1,,,169750000,-51459000,-51459000,-51459000,159153000,475647000,,61.21,66080000,4648000,-5186000,,54523000,60518000,,134470000,,,15657000,12/31/2017,20468000,475181000,9952000,467693000,,-0.146,11/9/2017,1168328000,126483000,68746000,-3263000,1147640000,104878000,692298000,184731000,-2492000,250811000,476030000,
1789,0.251793972,0.066576087,0.182941531,0.181517158,-0.151563795,UBNT,71743000,-1123000,,690806000,-132970000,711000,6929000,60224000,-1325000,-28826000,67.46,75000,136428000,2833000,,1654000,,,84870000,,,0.98,0.05,0.93,1,0,,,113976000,80189000,-22550000,482000,-4681000,92772000,,466453000,,1,,,25500000,102739000,102739000,102739000,158439000,285427000,,70,84870000,6054000,-5186000,,60891000,40966000,,135982000,,,14791000,3/31/2018,17420000,285834000,11686000,490878000,,0.054,2/8/2018,1040820000,-251290000,119443000,-1123000,1019493000,152476000,754911000,165534000,-4681000,250404000,285909000,
1790,0.565969257,0.05813618,-0.065605096,0.105334539,0.104624048,UBNT,14098000,-1682000,393000,666681000,-24125000,-16071000,-10488000,-54198000,-755000,41618000,81.44,74000,149637000,3106000,,2241000,,,88115000,,,1.01,0,1.01,0,1,,,120141000,84664000,14578000,460000,-3451000,102220000,,460352000,,1,,,-6250000,70086000,70086000,70086000,174521000,315288000,,72,88115000,6437000,,,39029000,53061000,,133561000,,,14328000,6/30/2018,19508000,315281000,12518000,484777000,,0,5/10/2018,1022577000,-69266000,46938000,-1797000,1001352000,112916000,706829000,181663000,-3451000,269778000,315748000,
1791,0.31625183,0.054545455,0.074716079,0.063276168,-0.025916944,UBS,4.01711E+11,-418000000,25782000000,1.05787E+11,-3597000000,,,0,-452000000,-10692000000,17.52,385000000,0,12670000000,,270000000,,-2444000000,0,,1178000000,0.32,-0.03,0.35,0,1,,,7143000000,1220000000,272000000,6388000000,,,1152000000,1.4144E+11,67132000000,1,743000000,743000000,9415000000,946000000,946000000,948000000,15630000000,47105000000,,17.37,1521000000,3.39654E+11,-5052000000,-1000000,46971000000,66399000000,,17534000000,-2000000,-5626000000,8647000000,9/30/2017,,35107000000,5624000000,3.36148E+11,88585000000,-0.086,7/28/2017,9.13599E+11,4377000000,-9848000000,697000000,4.91778E+11,7.00389E+11,8.59363E+11,5622000000,-301000000,7143000000,53493000000,-7781000000
1792,0.386509636,0.115417743,0.226325758,0.245192308,-0.012432173,UEPS,,,,,,,,,,,12.79,,,,,,,,,,,0.43,0.03,0.4,1,0,,,,,,,,,,,,,,,,,,,,,,13.05,,,,,,,,,,,,3/31/2017,,,,,,0.075,2/10/2017,,,,,,,,,,,,
1793,-0.066726781,-0.063348416,-0.168674699,0.00877193,-0.014598799,UEPS,,,,,,,,,,,10.2,,,,,,,,,,,0.41,-0.03,0.44,0,1,,,,,,,,,,,,,,,,,,,,,,10.61,,,,,,,,,,,,6/30/2017,,,,,,-0.068,5/5/2017,,,,,,,,,,,,
1794,-0.06171649,-0.018163471,0.019916143,-0.260638298,-0.052754848,UEPS,14004000,-1473000,274353000,138359000,-120098000,-39141000,-1526000,2438000,16000,,9.23,80000,74652000,3969000,20413000,8966000,,,26506000,,-3846000,0.41,0.03,0.38,1,0,,186539000,77906000,30004000,10277000,35584000,-2121000,9278000,-72846000,34860000,272493000,1,2899000,2899000,110099000,19483000,19267000,19727000,225196000,381553000,,9.06,26506000,30444000,-213201000,61646000,411349000,463503000,,119252000,,-176565000,34060000,9/30/2017,,792759000,42434000,139968000,,0.079,8/25/2017,1343302000,-103102000,-793000,-12357000,784182000,582615000,736727000,126052000,3498000,152558000,603676000,-463516000
1795,-0.121097446,-0.016931217,-0.028242678,-0.071,0.061573959,UEPS,16971000,-2103000,274961000,64896000,-73463000,6005000,-2322000,938000,-114000,,9.88,80000,73994000,3342000,20512000,8723000,,,16307000,,6857000,0.38,0,0.38,0,1,,199495000,74422000,20041000,10062000,34604000,-2325000,12482000,-49892000,19867000,345867000,1,3567000,3567000,-41582000,9622000,9481000,9979000,237540000,433013000,,9.43,16307000,30330000,-24519000,24365000,412177000,456656000,,119987000,,-123359000,32852000,12/31/2017,,802381000,49392000,105950000,,0,11/10/2017,1370243000,-66101000,13312000,-27531000,727095000,559710000,699564000,132109000,3734000,148416000,667112000,-410310000
1796,-0.071552952,0.050698674,0.050134288,0.131147541,0.003913899,VFC,554107000,-46182000,3456661000,1546128000,873328000,-668845000,-182435000,46857000,124527000,182389000,58.88,98626000,1751748000,,,72682000,-624000,-165387000,597200000,,-5559000,1.23,0.11,1.12,1,0,,1642873000,1757070000,461080000,74316000,1936522000,-27108000,1909563000,,2144221000,,1,,,1063699000,386140000,386140000,386764000,1851430000,358025000,,59.51,597200000,746882000,,-3410000,320306000,101294000,,971885000,,-914896000,921217000,9/30/2017,,1297029000,1159870000,4383339000,,0.098000005,7/24/2017,10874921000,931691000,11229000,-64033000,5627427000,3821395000,6937501000,2911618000,-136120000,3508818000,3937420000,-914896000
1797,0.222467772,0.067202572,0.127377717,0.187052933,0.052384895,VFC,,,,,,,,,,,69.95,,,,,,,,,,,1.01,-0.01,1.02,0,1,,,,,,,,,,,,,,,,,,,,,,68.04,,,,,,,,,,,,12/31/2017,,,,,,-0.01,10/23/2017,,,,,,,,,,,,
1798,0.66152019,0.070253729,0.200514874,0.313615023,-0.117425701,VFC,,,,,,,,,,,74.64,,,,,,,,,,,0.67,0.01,0.66,1,0,,,,,,,,,,,,,,,,,,,,,,72.51,,,,,,,,,,,,3/31/2018,,,,,,0.015,2/16/2018,,,,,,,,,,,,
1799,0.467364878,0.012517744,-0.026792359,0.126489591,-0.028309265,VFC,675581000,-68919000,3688529000,467917000,-216041000,-25482000,-140751000,87126000,37640000,165811000,76.27,98877000,1382177000,,,71130000,405000,-181517000,247982000,,-19998000,0.43,0.1,0.33,1,0,,1816162000,1405969000,186332000,26379000,2184276000,-27277000,1993825000,,2156627000,,1,,,-215940000,160358000,160358000,159953000,1431466000,-269322000,,78.01,247982000,843005000,,-5643000,436939000,104105000,,1308455000,,-882078000,1018164000,6/30/2018,,825788000,1157987000,3479739000,,0.303,5/4/2018,10191754000,-343957000,277144000,-129230000,4330147000,2995556000,6460638000,2540164000,-61650000,2788146000,3731116000,-882078000
1800,-0.202773358,0.060477774,-0.038123971,-0.156565657,-0.148842107,VIAB,431000000,-56000000,10119000000,1389000000,964000000,372000000,,-68000000,-149000000,-1131000000,30.22,,1885000000,40000000,,56000000,2000000,-80000000,578000000,,22000000,0.77,-0.09,0.86,0,1,,11665000000,1434000000,571000000,-124000000,313000000,-149000000,919000000,-701000000,11100000000,,1,332000000,332000000,-52000000,674000000,674000000,695000000,2970000000,-5943000000,,32.15,578000000,4941000000,-17000000,2000000,,2434000000,,2478000000,,-618000000,978000000,9/30/2017,,17124000000,800000000,11119000000,,-0.105,8/4/2017,23698000000,-149000000,1018000000,73000000,5801000000,3753000000,17331000000,2741000000,-7000000,3319000000,6035000000,-21208000000
1801,-0.362600363,-0.046862897,-0.157480315,-0.275963519,-0.038099846,VIAB,351000000,-28000000,10129000000,394000000,-995000000,-93000000,,-232000000,-59000000,-1241000000,23.69,,1563000000,,,53000000,2000000,-80000000,717000000,,28000000,1.03,0.09,0.94,1,0,,11660000000,1510000000,593000000,42000000,305000000,-147000000,959000000,,10069000000,56000000,1,330000000,330000000,-900000000,537000000,537000000,551000000,3125000000,-5415000000,,22.22,717000000,4869000000,-22000000,2000000,,2413000000,,2344000000,,-576000000,936000000,12/31/2017,,17582000000,740000000,10189000000,,0.096,11/16/2017,22831000000,-1002000000,12000000,-5000000,5005000000,3538000000,15951000000,2356000000,-124000000,3073000000,6550000000,-21161000000
1802,-0.267818575,0.050619835,0.2617866,-0.008449789,0.069626343,VIAB,300000000,-36000000,10147000000,417000000,23000000,37000000,,-235000000,97000000,-1131000000,32.71,,1681000000,,,55000000,10000000,-81000000,641000000,,28000000,0.92,0.13,0.79,1,0,,11724000000,1467000000,287000000,23000000,325000000,-143000000,965000000,,10069000000,34000000,1,338000000,338000000,-100000000,266000000,266000000,264000000,3034000000,-5269000000,,32.79,641000000,4926000000,-31000000,2000000,,2306000000,,2479000000,,-549000000,908000000,3/31/2018,,17762000000,771000000,10084000000,,0.165,2/8/2018,22994000000,-210000000,287000000,-82000000,5077000000,3328000000,15876000000,2507000000,-354000000,3148000000,6780000000,-21129000000
