,1Year,1month,3month,6month,PostEarningsReturn,Underlying_stats,accountsPayable,capitalExpenditures,capitalSurplus,cash,changeInCash,changeToAccountReceivables,changeToInventory,changeToLiabilities,changeToNetincome,changeToOperatingActivities,close,commonStock,costOfRevenue,deferredLongTermAssetCharges,deferredLongTermLiab,depreciation,discontinuedOperations,dividendsPaid,earnBeatsBefore,earnMissBefore,ebit,effectOfAccountingCharges,effectOfExchangeRate,epsActual,epsDifference,epsEstimate,extraordinaryItems,goodWill,grossProfit,incomeBeforeTax,incomeTaxExpense,intangibleAssets,interestExpense,inventory,investments,longTermDebt,longTermInvestments,maxAge,minorityInterest,minorityInterest_balance,netBorrowings,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,netReceivables,netTangibleAssets,nonRecurring,open,operatingIncome,otherAssets,otherCashflowsFromFinancingActivities,otherCashflowsFromInvestingActivities,otherCurrentAssets,otherCurrentLiab,otherItems,otherLiab,otherOperatingExpenses,otherStockholderEquity,propertyPlantEquipment,quarter,researchDevelopment,retainedEarnings,sellingGeneralAdministrative,shortLongTermDebt,shortTermInvestments,surprisePercent,timestamp,totalAssets,totalCashFromFinancingActivities,totalCashFromOperatingActivities,totalCashflowsFromInvestingActivities,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalOperatingExpenses,totalOtherIncomeExpenseNet,totalRevenue,totalStockholderEquity,treasuryStock,industry,sector,Underlying
0,0.2258464079273328,-0.029897075641235116,0.044870666901284606,0.1784084143679301,0.045432434629287505,A,,,,,,,,,,,62.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.15,,,,,,,,,,,,2017-10-31,,,,,,,2017-08-16,,,,,,,,,,,,,Diagnostics & Research,Healthcare,A
1,0.553285968028419,0.043867502238137845,0.1111817026683608,0.1926355267644051,-0.0007149496265075134,A,305000000,-58000000,5300000000,2678000000,115000000,-52000000,-15000000,-9000000,38000000,97000000,69.91,3000000,542000000,240000000,,52000000,,-43000000,1.0,0.0,270000000,,-7000000,0.67,0.05,0.62,,2607000000,647000000,226000000,49000000,361000000,-20000000,575000000,-1000000,1801000000,138000000,1,4000000,4000000,-70000000,177000000,177000000,177000000,801000000,1863000000,,70.05,270000000,394000000,-14000000,-1000000,115000000,385000000,,527000000,,-346000000,757000000,2018-01-31,89000000,-126000000,288000000,2011000000,,0.081,2017-11-21,8426000000,-106000000,288000000,-60000000,4169000000,1263000000,3591000000,919000000,-44000000,1189000000,4831000000,-346000000,Diagnostics & Research,Healthcare,A
2,0.38321095455447507,-0.03275048570635586,0.038283926709369975,0.1737958908723476,0.0327435404542509,A,292000000,-60000000,5320000000,2887000000,209000000,-5000000,-34000000,-3000000,31000000,-38000000,72.02,3000000,538000000,,,51000000,,-48000000,2.0,0.0,239000000,,24000000,0.66,0.08,0.58,,2633000000,673000000,233000000,553000000,341000000,-20000000,608000000,-1000000,1800000000,140000000,1,4000000,4000000,135000000,-320000000,-320000000,-320000000,751000000,1548000000,,74.94,239000000,395000000,-28000000,-1000000,151000000,370000000,,1011000000,,-269000000,792000000,2018-04-30,93000000,-529000000,341000000,2145000000,,0.138,2018-02-15,8698000000,37000000,215000000,-67000000,4397000000,1361000000,4172000000,972000000,-6000000,1211000000,4522000000,-272000000,Diagnostics & Research,Healthcare,A
3,0.23237179487179493,0.015255977702801626,0.011398509425690317,0.025789239662072028,-0.10197880411141615,A,271000000,-48000000,5332000000,3011000000,124000000,-16000000,-32000000,-11000000,18000000,57000000,62.5,3000000,562000000,,,50000000,,-48000000,3.0,0.0,220000000,,-15000000,0.65,0.01,0.64,,2618000000,644000000,227000000,22000000,314000000,-19000000,594000000,-10000000,1800000000,139000000,1,4000000,4000000,-30000000,205000000,205000000,205000000,754000000,1681000000,,61.84,220000000,390000000,28000000,-1000000,166000000,374000000,,1002000000,,-310000000,798000000,2018-07-31,91000000,-412000000,333000000,2115000000,,0.016,2018-05-15,8784000000,-114000000,303000000,-50000000,4525000000,1365000000,4167000000,986000000,7000000,1206000000,4613000000,-310000000,Diagnostics & Research,Healthcare,A
4,,0.1986863711001643,0.16613418530351431,0.048549267451881484,0.006009305163843936,AA,,,,,,,,,,,36.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.95,,,,,,,,,,,,2017-09-30,,,,,,,2017-07-20,,,,,,,,,,,,,Aluminum,Basic Materials,AA
5,,0.0052631578947368585,0.3003812636165577,0.49032459425717856,-0.025666909052593626,AA,1618000000,-96000000,9584000000,1119000000,165000000,-37000000,-16000000,90000000,117000000,-137000000,46.54,2000000,2361000000,862000000,,195000000,,,0.0,1.0,319000000,,-4000000,0.72,-0.05,0.77,,,603000000,288000000,119000000,,-26000000,1323000000,-8000000,1384000000,1408000000,1,2256000000,2256000000,-46000000,113000000,113000000,169000000,1033000000,5862000000,,46.5,319000000,2760000000,-89000000,4000000,112000000,681000000,,4986000000,12000000,-4033000000,9282000000,2017-12-31,8000000,309000000,70000000,1401000000,,-0.065,2017-10-19,17254000000,-115000000,384000000,-100000000,3804000000,2766000000,9136000000,2645000000,-31000000,2964000000,5862000000,-4033000000,Aluminum,Basic Materials,AA
6,0.36263736263736246,-0.09451283121218446,0.12815180660254755,0.316747572815534,-0.027802281311951726,AA,1898000000,-150000000,9590000000,1358000000,239000000,-6000000,-136000000,268000000,588000000,-347000000,42.21,2000000,2358000000,814000000,,188000000,,,0.0,2.0,552000000,,7000000,1.04,-0.18,1.22,,154000000,816000000,216000000,272000000,62000000,-27000000,1453000000,-22000000,1388000000,1410000000,1,2275000000,2275000000,18000000,-196000000,-196000000,-56000000,1043000000,4307000000,,42.29,552000000,2306000000,-76000000,,113000000,879000000,,6009000000,-2000000,-5182000000,9277000000,2018-03-31,9000000,113000000,70000000,1404000000,,-0.148,2017-11-20,17447000000,-53000000,455000000,-170000000,4238000000,3252000000,10649000000,2622000000,-336000000,3174000000,4523000000,-5182000000,Aluminum,Basic Materials,AA
7,0.7460171568627452,0.33747946491433933,0.1813847429519071,0.5643700247049137,-0.07258390029478635,AA,1813000000,-74000000,9633000000,1196000000,-162000000,43000000,-169000000,-106000000,119000000,-260000000,53.0,2000000,2381000000,700000000,,194000000,,,1.0,2.0,419000000,,4000000,0.77,0.07,0.7,,,709000000,412000000,138000000,,-26000000,1630000000,-5000000,1445000000,1413000000,1,2149000000,2149000000,57000000,150000000,150000000,274000000,1001000000,5368000000,,53.67,419000000,2500000000,-219000000,,59000000,732000000,,5158000000,21000000,-4530000000,9034000000,2018-06-30,8000000,263000000,67000000,1460000000,,0.1,2018-01-18,17096000000,-147000000,55000000,-74000000,4149000000,2976000000,9579000000,2671000000,-7000000,3090000000,5368000000,-4530000000,Aluminum,Basic Materials,AA
8,0.8702770780856421,0.27824402840542284,0.04228812072293375,0.23134328358208944,0.01387634068703046,AA,,,,,,,,,,,60.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.54,,,,,,,,,,,,,,,,,,,2018-04-19,,,,,,,,,,,,,Aluminum,Basic Materials,AA
9,,,,,,AABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-30,,,,,,,,,,,,,,,,,,,,Asset Management,Financial Services,AABA
10,,,,,,AABA,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,0.09,-0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-30,,,,,,-0.1,,,,,,,,,,,,,,Asset Management,Financial Services,AABA
11,,,,,,AABA,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.2,0.06,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-31,,,,,,0.42900002,,,,,,,,,,,,,,Asset Management,Financial Services,AABA
12,,,,,,AABA,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,0.25,0.04,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-31,,,,,,0.19,,,,,,,,,,,,,,Asset Management,Financial Services,AABA
13,0.38121546961325947,0.015228426395939021,0.13688040018190084,0.008267795926597987,0.009752291442678302,AAL,,,,,,,,,,,50.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.02,,,,,,,,,,,,2017-09-30,,,,,,,2017-07-28,,,,,,,,,,,,,Airlines,Industrials,AAL
14,0.2854623330813808,0.089007470651014,0.020399999999999974,0.1600727603456118,-0.04838844165630128,AAL,1638000000,-1369000000,5918000000,340000000,-46000000,-190000000,,0,-923000000,-587000000,48.61,5000000,7481000000,538000000,,668000000,,-48000000,1.0,0.0,1344000000,,,1.42,0.02,1.4,,4091000000,3397000000,1004000000,380000000,2214000000,-266000000,1315000000,874000000,22217000000,,1,,,-177000000,624000000,624000000,624000000,1700000000,-2357000000,,52.0,1344000000,4063000000,-15000000,161000000,393000000,7546000000,,10929000000,1220000000,-5127000000,32031000000,2017-12-31,,3152000000,400000000,24684000000,5428000000,0.0139999995,2017-10-26,52401000000,-599000000,369000000,184000000,10002000000,15307000000,48453000000,9534000000,-340000000,10878000000,3948000000,-5127000000,Airlines,Industrials,AAL
15,0.15250315523769453,0.041833048108005144,0.07473519027069453,0.08259237304880451,-0.03227283049033226,AAL,1688000000,-1408000000,5714000000,295000000,-45000000,-190000000,,367000000,62000000,-587000000,53.05,5000000,7570000000,427000000,,527000000,,-48000000,2.0,0.0,970000000,,,0.95,0.03,0.92,,4091000000,3031000000,425000000,167000000,2203000000,-266000000,1359000000,661000000,22511000000,,1,,,379000000,258000000,258000000,258000000,1752000000,-2368000000,,54.0,970000000,3017000000,-13000000,74000000,318000000,6769000000,,9995000000,1231000000,-5154000000,32939000000,2018-03-31,,3361000000,383000000,25065000000,4771000000,0.033,2018-01-25,51396000000,75000000,437000000,-557000000,9146000000,14964000000,47470000000,9631000000,-545000000,10601000000,3926000000,-5154000000,Airlines,Industrials,AAL
16,-0.02917828792104693,-0.11100196463654222,-0.17411936484759993,-0.11239701843860328,-0.06576210550746728,AAL,1953000000,-779000000,5279000000,297000000,2000000,,,0,1168000000,,42.37,5000000,7713000000,1581000000,,445000000,,-48000000,3.0,0.0,626000000,,,0.75,0.03,0.72,,4091000000,2688000000,273000000,87000000,2193000000,-265000000,1455000000,-223000000,21946000000,,1,,,-333000000,186000000,186000000,186000000,1809000000,-7302000000,,43.49,626000000,4221000000,1000000,24000000,294000000,8725000000,,15344000000,1261000000,-5172000000,33102000000,2018-06-30,,-1130000000,356000000,24739000000,4994000000,0.042,2018-04-26,53280000000,-841000000,1799000000,-956000000,9673000000,17008000000,54298000000,9775000000,-353000000,10401000000,-1018000000,-5172000000,Airlines,Industrials,AAL
17,6.986145069274653,0.5941109484301286,1.093356120487075,2.129671031619291,-0.41665102185917097,AAOI,,,,,,,,,,,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,2017-09-30,,,,,,,2017-08-04,,,,,,,,,,,,,Semiconductors,Technology,AAOI
18,0.6123404255319149,-0.372162386081193,-0.4384170742552246,-0.41680775742650455,0.14128693593436065,AAOI,50993000,-16004000,285600000,70930000,-4555000,731000,-14756000,-2863000,-2404000,1638000,43.64,19000,49507000,15167000,,5403000,,,1.0,0.0,18051000,,33000,1.08,0.06,1.02,,,39372000,17510000,-1865000,4838000,-248000,74552000,6000,37371000,,1,,,13611000,19375000,19375000,19375000,73029000,319604000,,40.47,18051000,22318000,-742000,-2369000,1072000,6870000,,,,6400000,181481000,2017-12-31,9190000,32423000,12131000,41009000,36000,0.059,2017-11-08,438704000,6320000,7614000,-18522000,230067000,76891000,114262000,70828000,-541000,88879000,324442000,6400000,Semiconductors,Technology,AAOI
19,-0.08038328453553378,-0.015388999715018725,-0.2329040852575489,-0.4298679867986799,-0.22785797527719556,AAOI,43624000,-9659000,,83984000,-649000,6195000,-15761000,0,1632000,-7922000,27.51,333276000,47242000,12801000,,6964000,,,2.0,0.0,10779000,,1059000,0.89,0.06,0.83,,,32613000,9419000,3703000,4811000,-66000,75768000,36000,49000000,,1,,,15585000,5716000,5716000,5716000,65734000,328465000,,28.66,10779000,20533000,,3128000,1394000,7422000,,,,,197943000,2018-03-31,10670000,,11164000,49559000,,0.072,2018-02-22,452984000,14576000,-4064000,-12220000,229697000,70708000,119708000,69076000,-1360000,79855000,333276000,,Semiconductors,Technology,AAOI
20,-0.3878724516466283,0.38143924498623694,0.05116696588868952,-0.07112638815441563,-0.08522739358067297,AAOI,46223000,-9659000,286938000,82251000,-649000,6195000,-15761000,2599000,1632000,-7922000,32.26,20000,39403000,13935000,,6964000,,,2.0,1.0,2170000,,1059000,0.28,-0.05,0.33,,,25836000,1124000,-996000,10463000,-71000,92624000,36000,62464000,,1,,,15585000,2120000,2120000,2120000,53655000,332831000,,31.64,2170000,18685000,,3128000,2374000,9196000,,,,16078000,204644000,2018-06-30,11736000,40258000,11930000,65154000,,-0.152,2018-05-09,475617000,14576000,-4064000,-12220000,241825000,69859000,132323000,63069000,-1046000,65239000,343294000,16078000,Semiconductors,Technology,AAOI
21,-0.34144578313253016,0.07450363672105365,-0.2504628042509428,-0.32680583779789396,-0.22745212469352058,AAP,,,,,,,,,,,87.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.99,,,,,,,,,,,,2017-09-30,,,,,,,2017-08-15,,,,,,,,,,,,,Specialty Retail,Consumer Cyclical,AAP
22,-0.43262998207143843,-0.04336705034298338,-0.05512172714745056,-0.43352839931153186,0.1512991982554161,AAP,,,,,,,,,,,95.72,,,,,,,,1.0,0.0,,,,1.43,0.22,1.21,,,,,,,,,,,,,,,,,,,,,,94.88,,,,,,,,,,,,2017-12-31,,,,,,0.18200001,2017-11-14,,,,,,,,,,,,,Specialty Retail,Consumer Cyclical,AAP
23,-0.34800099022156217,-0.10743031432686612,0.16408839779005513,0.1296375723782972,0.0789103081442974,AAP,,,,,,,,,,,114.0,,,,,,,,2.0,0.0,,,,0.77,0.14,0.63,,,,,,,,,,,,,,,,,,,,,,116.96,,,,,,,,,,,,2018-03-31,,,,,,0.222,2018-02-21,,,,,,,,,,,,,Specialty Retail,Consumer Cyclical,AAP
24,-0.21337558592460548,0.12916982562547386,0.13099193165638368,0.31657458563535923,-0.032585619306903894,AAP,,,,,,,,,,,115.33,,,,,,,,3.0,0.0,,,,2.1,0.13,1.97,,,,,,,,,,,,,,,,,,,,,,123.55,,,,,,,,,,,,2018-06-30,,,,,,0.066,2018-05-22,,,,,,,,,,,,,Specialty Retail,Consumer Cyclical,AAP
25,0.41489863272041494,0.045644599303136024,0.017219171581587922,0.23650597445405874,0.04616855586129919,AAPL,,,,,,,,,,,157.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.28,,,,,,,,,,,,2017-09-30,,,,,,,2017-08-02,,,,,,,,,,,,,Consumer Electronics,Technology,AAPL
26,0.5064969979388836,0.08185854945620719,0.07494085299571607,0.12855800214822777,0.025778709426447093,AAPL,49049000000,-3865000000,,20289000000,1718000000,-5474000000,-1709000000,14622000000,2352000000,-7333000000,172.5,35867000000,32648000000,,,2484000000,,-3270000000,1.0,0.0,13120000000,,,2.07,0.2,1.87,,5717000000,19931000000,13917000000,3203000000,2298000000,-666000000,4855000000,-5768000000,97207000000,194714000000,1,,,6923000000,10714000000,10714000000,10714000000,35673000000,126032000000,,174.0,13120000000,10162000000,93000000,-93000000,13718000000,7583000000,,43251000000,,-150000000,33783000000,2017-12-31,2997000000,98330000000,3814000000,115680000000,53892000000,0.107,2017-11-03,375319000000,-3996000000,15656000000,-9942000000,128645000000,100814000000,241272000000,39459000000,797000000,52579000000,134047000000,-150000000,Consumer Electronics,Technology,AAPL
27,0.3031456310679612,-0.025837542820646764,-0.007453857075248371,0.0677103220058548,-0.04435965484807803,AAPL,,,,,,,,,,,160.5,,,,,,,,2.0,0.0,,,,3.89,0.03,3.86,,,,,,,,,,,,,,,,,,,,,,166.0,,,,,,,,,,,,2018-03-31,,,,,,0.008,2018-02-02,,,,,,,,,,,,,Consumer Electronics,Technology,AAPL
28,0.15363623959612482,0.004216402399192409,0.01275678265556679,0.037105182459368224,0.04322714241017229,AAPL,34311000000,-4195000000,,45059000000,17568000000,9093000000,-3241000000,-28121000000,710000000,20128000000,176.57,38044000000,37715000000,,,2739000000,,-3190000000,3.0,0.0,15894000000,,,2.73,0.06,2.67,,,23422000000,16168000000,2346000000,,-792000000,7662000000,32894000000,101362000000,179286000000,1,,,-501000000,13822000000,13822000000,13822000000,22408000000,126878000000,,175.225,15894000000,23086000000,,-11000000,12043000000,7775000000,,49942000000,,-3064000000,35077000000,2018-06-30,3378000000,91898000000,4150000000,121840000000,42881000000,0.022,2018-05-02,367502000000,-26272000000,15130000000,28710000000,130053000000,89320000000,240624000000,45243000000,274000000,61137000000,126878000000,-3064000000,Consumer Electronics,Technology,AAPL
29,-0.11934585942936671,-0.0003949447077409296,0.005162827640984968,-0.055949272659455485,-0.09483617126329603,AAXN,,,,,,,,,,,23.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3,,,,,,,,,,,,2017-09-30,,,,,,,2017-08-09,,,,,,,,,,,,,Aerospace & Defense,Industrials,AAXN
30,0.02558348294434465,-0.040722082283795036,-0.007384882710686269,-0.12952380952380949,-0.06415930785472809,AAXN,12354000,-3331000,197978000,43471000,15433000,-21527000,6694000,7491000,1031000,10223000,21.43,1000,40497000,22845000,,2277000,,,0.0,1.0,-799000,,1561000,0.01,-0.03,0.04,,14923000,49765000,631000,209000,20758000,-200000,52692000,15256000,,,1,,,-9000,422000,422000,422000,51204000,130399000,,22.62,-799000,71922000,-1750000,,,71107000,,61436000,,-1208000,31263000,2017-12-31,14166000,125256000,36398000,,18372000,-0.75,2017-11-08,327607000,-253000,6611000,7514000,188741000,100091000,161527000,91061000,1430000,90262000,166080000,-157155000,Aerospace & Defense,Industrials,AAXN
31,0.044861963190184095,-0.005837285662167124,0.13258520365752302,0.2627432808155701,0.24542556326865664,AAXN,8592000,-1347000,201672000,75105000,31634000,-9278000,7328000,11432000,12296000,2254000,34.83,1000,31635000,15755000,6803000,2364000,,,1.0,1.0,8648000,,32000,0.13,0.16,-0.03,,14927000,63016000,7066000,9137000,18823000,-200000,45465000,11447000,41000,,1,,,-9000,-2071000,-2071000,-2071000,56064000,133694000,,32.01,8648000,67998000,-1750000,,,79058000,,62677000,,-1467000,31172000,2018-03-31,14755000,123185000,39613000,41000,6862000,5.3329997,2018-02-28,338112000,-2254000,24325000,9531000,205192000,107950000,170668000,86003000,-1582000,94651000,167444000,-157414000,Aerospace & Defense,Industrials,AAXN
32,0.7831469648562301,0.0608220479923971,0.775347912524851,0.9073045706962837,0.2015458087230508,AAXN,11692000,-1063000,202344000,92330000,16360000,-17060000,2408000,13303000,5767000,-1702000,54.62,1000,36754000,14200000,12881000,2411000,,,2.0,1.0,13583000,,469000,0.24,0.19,0.05,,14947000,64461000,14846000,1920000,17496000,-37000,43104000,2365000,,,1,,,-9000,12926000,12926000,12926000,97127000,166886000,,50.4,13583000,70397000,-575000,,5526000,91653000,,64946000,,-2174000,31175000,2018-06-30,15119000,155105000,35759000,,4475000,3.8,2018-05-09,392985000,-3430000,18053000,1268000,258970000,128710000,193656000,87632000,1263000,101215000,199329000,-158121000,Aerospace & Defense,Industrials,AAXN
33,0.24763799104922923,0.001596806387225591,0.12662775033677587,0.11958946898705936,-0.028296148150502028,ABB,,,,,,,,,,,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.26,,,,,,,,,,,,2017-09-30,,,,,,,2017-07-20,,,,,,,,,,,,,Diversified Industrials,Industrials,ABB
34,0.13132911392405044,0.017690117934119565,0.07173447537473221,0.020179372197309364,0.01605425423274395,ABB,5081000000,-203000000,11000000,3649000000,-1369000000,-65000000,-73000000,-24000000,50000000,160000000,25.43,188000000,6087000000,1022000000,,287000000,-5000000,-1717000000,1.0,0.0,862000000,,59000000,0.34,0.03,0.31,,11180000000,2637000000,854000000,246000000,2649000000,-104000000,5306000000,-48000000,6928000000,224000000,1,509000000,509000000,-103000000,571000000,571000000,608000000,10738000000,415000000,,25.58,862000000,1579000000,-4000000,66000000,627000000,9893000000,,4788000000,5000000,-4418000000,5180000000,2017-12-31,359000000,19201000000,1411000000,7892000000,998000000,0.096999995,2017-10-26,42407000000,-107000000,954000000,-2275000000,21595000000,15805000000,27654000000,7862000000,-8000000,8724000000,14244000000,-5156000000,Diversified Industrials,Industrials,ABB
35,0.1147121535181237,-0.04876273653566232,-0.0053272450532724225,0.12140712140712151,-0.07340196518199488,ABB,5419000000,-329000000,29000000,4526000000,877000000,239000000,268000000,229000000,-110000000,402000000,24.29,188000000,6512000000,1250000000,,213000000,-5000000,-1717000000,2.0,0.0,933000000,,29000000,0.33,0.04,0.29,,11199000000,2768000000,581000000,158000000,2581000000,-32000000,5059000000,-214000000,6573000000,272000000,1,530000000,530000000,-486000000,393000000,393000000,423000000,10416000000,1039000000,,25.04,933000000,1908000000,2000000,-19000000,647000000,6886000000,,4927000000,-106000000,-4345000000,5363000000,2018-03-31,398000000,19594000000,1543000000,7453000000,1102000000,0.138,2018-02-08,43262000000,-407000000,1869000000,-614000000,21939000000,16273000000,27913000000,8347000000,-352000000,9280000000,14819000000,-4992000000,Diversified Industrials,Industrials,ABB
36,0.057232987832356974,-0.019230769230769273,-0.15913978494623648,-0.06047256708049653,0.033944176513180595,ABB,5301000000,-238000000,39000000,4162000000,-364000000,-304000000,-249000000,-214000000,88000000,-658000000,24.27,188000000,5919000000,1060000000,,285000000,-5000000,-1717000000,2.0,1.0,925000000,,63000000,0.31,0.0,0.31,,11266000000,2708000000,840000000,235000000,2575000000,-136000000,5609000000,384000000,5132000000,190000000,1,549000000,549000000,176000000,572000000,572000000,605000000,10872000000,-446000000,,24.48,925000000,1787000000,8000000,-3000000,607000000,11595000000,,4957000000,-10000000,-4178000000,5440000000,2018-06-30,353000000,18239000000,1440000000,7772000000,740000000,0.0,2018-04-19,43569000000,-64000000,-518000000,155000000,22311000000,19372000000,29625000000,7702000000,-85000000,8627000000,13395000000,-5071000000,Diversified Industrials,Industrials,ABB
37,0.10523882896764247,-0.01631925397696099,0.08566671711820817,0.1707197649747021,-0.018147786510337792,ABBV,,,,,,,,,,,70.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.64,,,,,,,,,,,,2017-09-30,,,,,,,2017-07-28,,,,,,,,,,,,,Drug Manufacturers - Major,Healthcare,ABBV
38,0.4677155031137332,0.006744604316546887,0.2714366837024418,0.3582044282681227,0.026118626145109236,ABBV,9015000000,-126000000,14154000000,8446000000,2358000000,4000000,-120000000,974000000,297000000,106000000,91.93,18000000,1616000000,,,379000000,,-1026000000,1.0,0.0,2705000000,,6000000,1.41,0.02,1.39,,15748000000,5379000000,2095000000,464000000,28167000000,-293000000,1785000000,97000000,34269000000,1971000000,1,,,395000000,1631000000,1623000000,1631000000,4891000000,-37228000000,,92.7,2705000000,1327000000,-239000000,,1353000000,197000000,,14851000000,500000000,-2613000000,2697000000,2017-12-31,1222000000,6547000000,1452000000,38090000000,1108000000,0.0139999995,2017-10-27,68840000000,-810000000,3271000000,-109000000,18930000000,13033000000,62153000000,4290000000,-610000000,6995000000,6687000000,-14032000000,Drug Manufacturers - Major,Healthcare,ABBV
39,0.7644183773216031,0.107928388746803,0.1811538881012107,0.49194103871056605,0.12898506262963197,ABBV,1474000000,-182000000,14270000000,9303000000,857000000,-228000000,212000000,-19000000,2294000000,-96000000,123.21,18000000,1926000000,,,369000000,,-1030000000,2.0,0.0,2733000000,,15000000,1.48,0.04,1.44,,15785000000,5813000000,1193000000,1141000000,27559000000,-299000000,1605000000,511000000,30953000000,2090000000,1,,,-408000000,52000000,52000000,52000000,7188000000,-38247000000,,114.5,2733000000,1326000000,-25000000,,1423000000,4406000000,,18095000000,500000000,-2727000000,2803000000,2018-03-31,1402000000,5459000000,1678000000,37368000000,486000000,0.027999999,2018-01-26,70786000000,-1928000000,2584000000,201000000,21223000000,16641000000,65689000000,5006000000,-1540000000,7739000000,5097000000,-14650000000,Drug Manufacturers - Major,Healthcare,ABBV
40,0.4112135176651308,-0.0015215737419845832,-0.12927684579660692,-0.027933552005078854,0.05886226967821165,ABBV,10542000000,-119000000,14519000000,9007000000,-296000000,-681000000,-71000000,191000000,245000000,-267000000,97.44,18000000,1927000000,,,445000000,,-1137000000,3.0,0.0,3090000000,,15000000,1.87,0.08,1.79,,15880000000,6007000000,2797000000,14000000,27230000000,-309000000,1738000000,44000000,31481000000,2057000000,1,,,-40000000,2783000000,2771000000,2783000000,5841000000,-39557000000,,94.0,3090000000,903000000,37000000,,17000000,125000000,,17250000000,500000000,-2630000000,2828000000,2018-06-30,1244000000,4977000000,1673000000,37872000000,467000000,0.045,2018-04-26,69342000000,-2509000000,2645000000,-447000000,20444000000,17058000000,65789000000,4844000000,-293000000,7934000000,3553000000,-15961000000,Drug Manufacturers - Major,Healthcare,ABBV
41,0.020574751202057318,-0.04148288174753201,0.10402806338454096,0.03001918519354474,-0.11064575313216986,ABC,,,,,,,,,,,81.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.11,,,,,,,,,,,,2017-09-30,,,,,,,2017-08-03,,,,,,,,,,,,,Medical Distribution,Healthcare,ABC
42,0.0978650236423555,-0.0739666424945612,-0.06229347693060816,-0.11452675372703103,-0.04525296619952458,ABC,25404042000,-94969000,4517635000,2435115000,1123648000,141203000,398449000,596412000,37666000,430947000,73.23,2806000,37947995000,,,113081000,,-80102000,1.0,0.0,506808000,,,1.33,0.01,1.32,,6044281000,1172020000,-171541000,173046000,2833281000,-36153000,11461428000,1723000,3781569000,57600000,1,176046000,,7699000,-344587000,-344587000,-344587000,10303324000,-6813101000,,77.02,506808000,280064000,-10864000,-10308000,,,,2652275000,23068000,-95850000,1797945000,2017-12-31,,2395218000,560877000,3793690000,,0.008,2017-11-02,35316470000,-165331000,1380454000,-91475000,24303299000,26818165000,33252009000,38613207000,-678349000,39120015000,2064461000,-4851198000,Medical Distribution,Healthcare,ABC
43,0.02934587813620082,-0.03587914393621472,0.2549501570394648,0.13695410120004947,-0.0039249941361452914,ABC,25346694000,-73641000,4579809000,3037747000,602632000,91624000,-460127000,-59223000,-787282000,-66916000,91.54,2814000,39353680000,,,109705000,,-83555000,2.0,0.0,425926000,,,1.55,0.2,1.35,,6076110000,1112652000,359019000,-502834000,2825035000,-37383000,12020660000,,4617259000,,1,176046000,,844193000,861853000,861853000,861853000,10127783000,-6026563000,,92.58,425926000,334816000,-25712000,1648000,,625000000,,2129378000,23068000,-96338000,1829117000,2018-03-31,,3173516000,558522000,4637320000,,0.148,2018-02-06,36361510000,734629000,10326000,-142323000,25296432000,26740291000,33486928000,40040406000,-66907000,40466332000,2874582000,-4881557000,Medical Distribution,Healthcare,ABC
44,0.08134319311431693,0.06279042058858564,-0.12941635760296688,0.16784498559832417,0.03286214770639854,ABC,26403594000,-95175000,4674295000,2091359000,-946388000,-682010000,-345037000,443601000,130044000,9047000,92.18,2831000,39778175000,,,119381000,,-83978000,3.0,0.0,518869000,,,1.94,0.12,1.82,,6697566000,1255683000,361332000,79172000,3062323000,-49984000,12867481000,,4640021000,,1,176046000,176046000,-23469000,287455000,287455000,282160000,11265014000,-6572339000,,88.56,518869000,298478000,-6092000,8831000,,625000000,,2297711000,31000,-43506000,1940154000,2018-06-30,,3376993000,617426000,4892915000,,0.066,2018-05-02,38395732000,-65721000,-87568000,-793099000,26397211000,28094404000,35032136000,40514989000,-157537000,41033858000,3187550000,-4866569000,Medical Distribution,Healthcare,ABC
