,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
PNC,0.16140234,0.18035269,,,1.0,1.010505,,4.0,92.295,,1.0,143.54,,1534291200,,0.293,0.238,,0.0,,7.413,121523748864,USD,,461428311,11.65,12.32103,,51382.0,,,0.0,15888000000,0.0021600001,0.82205003,Banks - Regional - US,,,1514678400,721872000,2/1,,1,86400,,,1530316800,5504999936,1577750400,22,8017999872,0.35167,1.0,1.16,2,1.5552305,,0.35192,0.35192,,buy,2.4,0.01544,0.12477,0.071,34.621,,Financial Services,4.0,464302016,0.0086,3984957,1531440000,4488637,0.0085,1.93,173.0,146.0,158.68,158.5,,,9927000064,21.38,60640002048,16392999936,11.495,,
PPG,0.06979895,0.18035269,,,1.0,1.576297,,6.0,20.18,,3.0,110.54,1.7,1534291200,101.786,-0.212,-0.252,2428999936,0.15803,12.807,2.024,31107741696,USD,,240943544,7.02,15.746439,1258625024,47200.0,,,0.42863,6541000000,0.0014,0.80112,Specialty Chemicals,,,1514678400,1434326400,2/1,,1,86400,,,1530316800,1240000000,1577750400,20,1252999936,0.12648,6.0,2.07,2,5.4777007,,0.09538,0.09538,1.118,buy,2.5,0.07196,0.2353,0.086,61.211,,Basic Materials,8.0,242018000,0.0317,7679706,1531440000,8694409,0.0309,5.48,144.0,102.0,120.2,119.5,,,1087000064,4.491,5072000000,15370000384,5.808,,
PPL,-0.24074543,0.18035269,,,2.0,0.424546,,4.0,16.077,,9.0,29.74,0.585,1534291200,199.084,0.71,0.764,4309000192,0.55636,9.796,5.45,42211303424,USD,,699360789,2.43,12.238683,-602374976,12000.0,,,0.58451,4368000000,0.00214,0.54761004,Utilities - Regulated Electric,,,1514678400,1433203200,10000/9314,,1,86400,,,1530316800,1398000000,1577750400,13,2996000000,0.40813,5.0,5.92,2,1.8498477,,0.18076,0.18076,0.46,buy,2.5,0.04772,0.12885,0.071,11.185,,Utilities,3.0,699571008,0.0758,52999968,1531440000,52967824,0.0764,11.71,36.0,25.5,31.12,30.0,,,852000000,1.218,22377000960,7744999936,2.016,,
PRGO,-0.026774228,0.18035269,,,10.0,0.860407,,1.0,42.857,,8.0,76.51,1.807,1534291200,55.669,,,1051500032,0.21382,12.5,2.673,13143771136,USD,,125813457,5.33,14.354597,643462528,10400.0,,,0.40147,,0.0025499999,0.85503,Drug Manufacturers - Specialty & Generic,,,1514678400,746323200,2/1,,1,86400,,,1530316800,234600000,1577750400,13,668300032,0.12398,8.0,2.94,2,1.7852395,,0.047709998,0.047709998,1.095,hold,2.8,0.03311,0.03917,-0.042,35.026,,Healthcare,3.0,136832992,0.053000003,7249294,1531440000,7761121,0.0621,4.37,114.0,67.0,82.31,78.0,,,534600000,3.907,3283000064,4917700096,1.671,,
PRTY,0.07067144,0.18035269,,,2.0,2.084228,,10.0,10.307,,8.0,15.35,1.274,1534291200,193.436,0.388,0.14,380603008,0.15737,8.824,1.389,3358623744,USD,,53142672,2.06,7.4514565,100049504,9400.0,,,0.26053,609644000,0.04953,1.07655,Specialty Retail,,,1514678400,,,,1,86400,,,1530316800,222395008,1577750400,9,192595008,0.12257,10.0,0.38,2,1.4892792,,0.09195,0.09195,0.246,buy,2.2,0.0529,0.21739,0.03,22.595,,Consumer Cyclical,6.0,96477400,0.0643,6202635,1531440000,7401662,0.1816,4.77,23.0,16.0,18.17,17.5,,,51461000,0.533,1924050048,2418526976,2.045,,
PSTG,0.8097166,0.18035269,,,2.0,1.117,,10.0,2.81,,9.0,26.84,4.03,1534291200,67.767,,,-117858000,-0.09983,-46.509,4.643,5481433600,USD,,168631618,0.47,57.106384,39313000,2450.0,,,0.65598,,0.020869998,0.93896,Data Storage,,,1517356800,,,,1,86400,,,1532995200,-186459008,1580428800,19,114328000,-0.15517999,10.0,8.71,2,9.551601,,-0.15794,-0.15794,3.749,buy,2.1,-0.09028,-0.34219003,0.376,5.338,,Technology,10.0,173432000,0.074200004,17141587,1531440000,17323356,0.106800005,8.57,32.0,18.0,26.47,28.0,,,1106662016,4.825,436687008,1180532992,-0.843,,
PSTG,0.8097166,0.18035269,,,2.0,1.117,,10.0,2.81,,9.0,26.84,4.03,1534291200,67.767,,,-117858000,-0.09983,-46.509,4.643,5481433600,USD,,168631618,0.47,57.106384,39313000,2450.0,,,0.65598,,0.020869998,0.93896,Data Storage,,,1517356800,,,,1,86400,,,1532995200,-186459008,1580428800,19,114328000,-0.15517999,10.0,8.71,2,9.551601,,-0.15794,-0.15794,3.749,buy,2.1,-0.09028,-0.34219003,0.376,5.338,,Technology,10.0,173432000,0.074200004,17141587,1531440000,17323356,0.106800005,8.57,32.0,18.0,26.47,28.0,,,1106662016,4.825,436687008,1180532992,-0.843,,
PSX,0.4362086,0.18035269,,,1.0,0.908429,,7.0,48.542,,8.0,118.51,1.243,1534291200,45.529,1.69,1.435,4166000128,0.041149996,16.18,0.666,67406569472,USD,,428899542,9.77,12.12999,1791750016,14600.0,,,0.12895,18286000000,0.00193,0.71661,Oil & Gas Refining & Marketing,,,1514678400,,,,1,86400,,,1530316800,5878000128,1577750400,14,5184000000,0.02776,8.0,0.46,2,2.441391,,0.058119997,0.058119997,0.772,hold,2.6,0.03293,0.24989,0.391,204.896,,Energy,8.0,464262016,0.0115,5329445,1531440000,5794843,0.0114,2.2,140.0,90.0,126.07,125.5,,,1884000000,4.058,11363999744,101231001600,11.823,,
PTCT,0.9435446,0.18035269,,,2.0,2.889447,,7.0,5.728,,9.0,41.74,4.344,1534291200,55.673,,,-19282000,-0.0788,-94.116,7.417,1814747264,USD,,41453435,-0.6,-69.566666,4814625,366.0,,,0.45798,72359000,0.03573,0.92706,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,-61250000,1577750400,6,-10356000,-0.19518,7.0,3.53,2,7.287011,,-0.25032,-0.25032,4.111,buy,2.4,-0.06671,-0.28023002,0.433,5.584,,Healthcare,7.0,50265300,0.0695,3246471,1531440000,3225529,0.0834,3.73,60.0,15.0,41.5,46.0,,,296105984,6.339,148870000,244687008,-1.401,,
RCL,0.03251016,0.18035269,,,1.0,1.416469,,7.0,51.185,,6.0,122.58,0.2,1534291200,79.555,0.281,0.262,2765917952,0.30941,12.424,3.844,34363842560,USD,,170603129,10.08,12.160714,-265223872,65900.0,,,0.44577998,3881266000,0.20524,0.73003995,Leisure,,,1514678400,902102400,2/1,,1,86400,,,1530316800,1725828992,1577750400,17,3146872064,0.20044,7.0,1.06,2,2.3948421,,0.19306,0.19306,0.068,buy,1.7,0.048600003,0.16872999,0.065,41.93,,Consumer Cyclical,8.0,208970000,0.0168,3506689,1531440000,3224065,0.0208,2.06,157.0,103.0,141.76,145.0,,,108998000,0.522,8571005952,8939371520,8.041,,
RCL,0.03251016,0.18035269,,,1.0,1.416469,,7.0,51.185,,6.0,122.58,0.2,1534291200,79.555,0.281,0.262,2765917952,0.30941,12.424,3.844,34363842560,USD,,170603129,10.08,12.160714,-265223872,65900.0,,,0.44577998,3881266000,0.20524,0.73003995,Leisure,,,1514678400,902102400,2/1,,1,86400,,,1530316800,1725828992,1577750400,17,3146872064,0.20044,7.0,1.06,2,2.3948421,,0.19306,0.19306,0.068,buy,1.7,0.048600003,0.16872999,0.065,41.93,,Consumer Cyclical,8.0,208970000,0.0168,3506689,1531440000,3224065,0.0208,2.06,157.0,103.0,141.76,145.0,,,108998000,0.522,8571005952,8939371520,8.041,,
RCL,0.03251016,0.18035269,,,1.0,1.416469,,7.0,51.185,,6.0,122.58,0.2,1534291200,79.555,0.281,0.262,2765917952,0.30941,12.424,3.844,34363842560,USD,,170603129,10.08,12.160714,-265223872,65900.0,,,0.44577998,3881266000,0.20524,0.73003995,Leisure,,,1514678400,902102400,2/1,,1,86400,,,1530316800,1725828992,1577750400,17,3146872064,0.20044,7.0,1.06,2,2.3948421,,0.19306,0.19306,0.068,buy,1.7,0.048600003,0.16872999,0.065,41.93,,Consumer Cyclical,8.0,208970000,0.0168,3506689,1531440000,3224065,0.0208,2.06,157.0,103.0,141.76,145.0,,,108998000,0.522,8571005952,8939371520,8.041,,
RCL,0.03251016,0.18035269,,,1.0,1.416469,,7.0,51.185,,6.0,122.58,0.2,1534291200,79.555,0.281,0.262,2765917952,0.30941,12.424,3.844,34363842560,USD,,170603129,10.08,12.160714,-265223872,65900.0,,,0.44577998,3881266000,0.20524,0.73003995,Leisure,,,1514678400,902102400,2/1,,1,86400,,,1530316800,1725828992,1577750400,17,3146872064,0.20044,7.0,1.06,2,2.3948421,,0.19306,0.19306,0.068,buy,1.7,0.048600003,0.16872999,0.065,41.93,,Consumer Cyclical,8.0,208970000,0.0168,3506689,1531440000,3224065,0.0208,2.06,157.0,103.0,141.76,145.0,,,108998000,0.522,8571005952,8939371520,8.041,,
RCL,0.03251016,0.18035269,,,1.0,1.416469,,7.0,51.185,,6.0,122.58,0.2,1534291200,79.555,0.281,0.262,2765917952,0.30941,12.424,3.844,34363842560,USD,,170603129,10.08,12.160714,-265223872,65900.0,,,0.44577998,3881266000,0.20524,0.73003995,Leisure,,,1514678400,902102400,2/1,,1,86400,,,1530316800,1725828992,1577750400,17,3146872064,0.20044,7.0,1.06,2,2.3948421,,0.19306,0.19306,0.068,buy,1.7,0.048600003,0.16872999,0.065,41.93,,Consumer Cyclical,8.0,208970000,0.0168,3506689,1531440000,3224065,0.0208,2.06,157.0,103.0,141.76,145.0,,,108998000,0.522,8571005952,8939371520,8.041,,
RDUS,-0.46271098,0.18035269,,,2.0,1.807091,,8.0,3.007,,6.0,20.57,5.385,1534291200,126.261,,,-231546000,0.0,-3.624,14.393,839208192,USD,,38388040,-4.3,-4.7837205,-116673624,430.0,,,0.93966,,0.00261,1.2084,Drug Manufacturers - Specialty & Generic,,,1514678400,,,,1,86400,,,1530316800,-259296992,1577750400,6,-215356000,-4.01562,7.0,-0.12,2,6.840705,,0.0,0.0,5.075,buy,2.3,-0.49049,-1.50719,22.091,1.303,,Healthcare,8.0,45476500,0.1858,8449112,1531440000,9661446,0.2524,9.16,59.0,25.0,40.67,42.5,,,231171008,5.083,172674000,58308000,-5.795,,
RE,-0.037934184,0.18035269,,,1.0,0.209841,,10.0,201.696,,7.0,223.02,2.175,1534291200,7.687,-0.714,-0.715,,0.0,,1.217,8807887872,USD,,30503899,23.9,9.331381,-582636032,1276.0,,,0.01864,491800000,0.2534,0.98620003,Insurance - Reinsurance,,,1514678400,,,,1,86400,,,1530316800,209840992,1577750400,10,660979008,0.01502,9.0,0.32,2,1.1057235,,0.029260002,0.029260002,1.27,hold,2.6,0.0029300002,0.025179999,0.235,178.55,,Financial Services,9.0,40855400,0.022,900501,1531440000,859196,0.0286,2.8,290.0,235.0,250.2,246.5,,,912684032,22.339,633504000,7240189952,5.137,,
REI,-0.018226981,0.18035269,,,2.0,0.879685,,6.0,7.467,,8.0,11.8,0.621,1534291200,,1.011,1.47,51455584,0.54143,13.646,7.388,702166976,USD,,56555201,1.06,11.132076,-135993712,37.0,,,0.76663,47568776,0.06073,0.97528,Oil & Gas E&P,,,1514678400,1212364800,1/18,,1,86400,,,1530316800,8949265,1577750400,11,57962368,0.22433001,5.0,0.64,2,1.5802866,,0.09417,0.09417,0.611,buy,1.7,0.03198,0.023929998,1.063,1.696,,Energy,3.0,60388000,0.1258,7595947,1531440000,6930052,0.1339,15.73,22.0,14.0,18.73,19.0,,,13431146,0.222,0,95035872,0.152,,
RFP,1.8367345,0.18035269,,,,1.414699,,,18.726,,,13.75,2.524,1534291200,39.894,,,508000000,0.13983,3.791,0.53,1925747072,USD,,89998218,1.79,7.6815643,196000000,7700.0,,,0.31434,976000000,0.00789,0.92644,Paper & Paper Products,,,1514678400,,,,1,86400,,,1530316800,119000000,1577750400,4,318000000,0.08203,,33.24,2,0.7342732,,0.03276,0.03276,1.189,hold,2.8,0.045450002,0.074499995,0.138,39.945,,Basic Materials,,90451000,0.0045,410291,1531440000,394136,0.0069,1.08,15.0,12.0,13.88,14.25,,,6000000,0.066,675000000,3632999936,1.292,,
RGLD,-0.18930387,0.18035269,,,1.0,0.722321,,4.0,32.163,,2.0,76.26,2.448,1534291200,16.393,0.36,0.331,328524992,0.71922994,16.151,11.616,5305969152,USD,,64998755,2.36,32.31356,384407872,23.0,,,0.81644994,372935000,0.00847,0.80487,Gold,,,1530316800,,,,1,86400,,,1530316800,-113134000,1593475200,13,328824000,-0.16318001,2.0,1.14,2,2.3710477,,-0.24768,-0.24768,2.241,buy,2.2,-0.01613,-0.0535,0.065,6.996,,Basic Materials,2.0,65505100,0.033299997,2179912,1531440000,1993661,0.0337,4.37,105.0,80.0,96.42,99.0,,,88750000,1.355,351027008,456774016,-1.733,,
RGR,0.33333337,0.18035269,,,1.0,-0.340609,,3.0,14.287,,6.0,65.45,3.343,1534291200,,0.509,0.489,96655000,0.20027,9.655,1.934,933228224,USD,,16832325,4.34,15.080644,91396128,1838.0,,,0.28024998,153531000,0.04303,0.94668996,Aerospace & Defense,,,1514678400,842918400,2/1,,1,86400,,,1530316800,49172000,1577750400,1,142280000,0.13406,4.0,,2,4.5810876,,0.10189,0.10189,2.916,buy,2.0,0.1355,0.20618,-0.026,27.617,,Industrials,4.0,17458000,0.1664,2905750,1531440000,3017760,0.21200001,16.13,67.0,67.0,67.0,67.0,,,131711000,7.544,0,482615008,2.79,,
RH,2.1568155,0.18035269,,,2.0,2.132383,,7.0,0.4,,9.0,159.0,1.309,1534291200,13569.463,,,286959008,0.117819995,15.997,1.885,4590431232,USD,,19084689,7.54,21.087534,366815616,4300.0,,,0.36868998,857604000,0.11817,1.24832,Specialty Retail,,,1517616000,,,,1,86400,,,1525478400,33609000,1580688000,16,438910016,0.088599995,8.0,0.81,2,397.5,,0.0138,0.0138,0.12,buy,2.5,0.07296,0.10646,-0.008,105.719,,Consumer Cyclical,8.0,21634300,0.35619998,7705746,1531440000,6955692,1.0952,10.75,176.0,77.0,150.06,156.5,,,20796000,0.961,1172673024,2435500032,1.278,,
ROKU,Infinity,0.18035269,,,,,,,2.016,,,59.49,2.356,1534291200,,,,230000,0.00037999998,27229.02,10.327,6262674432,USD,,67172070,-0.03,-1983.0001,-32671624,817.0,,,0.4357,199833000,0.00674,0.52452,Pay TV,,,1514678400,,,,1,86400,,,1530316800,-45402000,1577750400,10,-4389000,-0.0083,,-24.08,2,29.508928,,-0.07487,-0.07487,2.014,buy,2.3,-0.0111,-0.40131,0.574,7.936,,Communication Services,,68401000,0.0712,7548405,1531440000,8765201,0.1758,0.87,68.0,44.0,55.0,54.5,,,174167008,1.642,0,606428992,-0.594,,
RTN,0.08788502,0.18035269,,,1.0,0.547337,,7.0,37.191,,6.0,199.44,1.613,1534291200,45.436,0.473,0.447,3881999872,0.14954,15.272,2.284,59285233664,USD,,284729416,11.62,17.163511,2522874880,64000.0,,,0.24889,6272000000,0.00155,0.75294,Aerospace & Defense,,,1514678400,814492800,2/1,,1,86400,,,1530403200,2399000064,1577750400,18,3444000000,0.13067001,3.0,0.79,2,5.3625875,,0.09238,0.09238,1.446,buy,1.7,0.06955,0.21263,0.055,89.824,,Industrials,2.0,285260000,0.0164,4670618,1531440000,4537154,0.0163,2.7,259.0,219.0,237.17,237.5,,,3094000128,10.846,5052000256,25959000064,8.289,,
RTRX,0.21078432,0.18035269,,,2.0,1.382873,,4.0,7.134,,6.0,31.69,2.695,1534291200,15.765,,,-22436000,-0.13825,-44.035,6.088,987963264,USD,,26346099,-1.75,-18.108572,-24517000,173.0,,,0.96987,151332000,0.01112,1.02749,Drug Manufacturers - Major,,,1514678400,,,,1,86400,,,1530316800,-76119000,1577750400,4,-12150000,-0.24941999,3.0,-0.78,2,4.4421086,,-0.46904,-0.46904,2.59,strong_buy,1.4,-0.050679997,-0.26076,0.065,4.128,,Healthcare,2.0,40426700,0.089499995,3618366,1531440000,3366983,0.1104,10.96,43.0,35.0,38.0,37.0,,,255686000,6.325,45401000,162286000,-1.936,,
RUN,0.89306366,0.18035269,,,2.0,-0.791321,,9.0,8.674,,10.0,13.12,1.501,1534291200,128.863,-0.647,-0.596,-36725000,-0.06032,-93.294,5.627,3426234112,USD,,75134463,0.93,14.107527,-904307904,3260.0,,,0.19358,,0.2732,0.0,Solar,,,1514678400,,,,1,86400,,,1530316800,131738000,1577750400,9,-123021000,-0.30304,9.0,5.19,2,1.5125663,,0.21636999,0.21636999,1.051,buy,2.2,-0.02961,-0.23265,0.306,5.669,,Technology,8.0,110909000,0.0943,10453685,1531440000,10812162,0.136,4.67,23.0,12.0,16.67,16.0,,,215706000,1.945,1772193024,608868992,1.181,,
RY,0.1013366,0.18035269,,,1.0,0.951477,,1.0,37.282,,1.0,79.52,,1534291200,,0.134,0.114,,0.0,,-1.973,-61168660480,CAD,,1439243269,6.94,11.458213,,82236.0,,,0.0,39519000000,7e-05,0.47492,Banks - Global,,,1509408000,1144368000,2/1,,1,86400,,,1532995200,8792128512,1572480000,5,-18886989824,0.39804,1.0,2.4,2,2.1329327,,0.29053,0.29053,,buy,2.2,0.00964,0.15946001,0.093,21.406,,Financial Services,6.0,1440989952,0.0031,4504521,1531440000,5352041,,7.38,93.56,80.62,88.28,88.28,,,388033118208,269.477,205506232320,31002476544,6.05,,
SFM,0.28578675,0.18035269,,,1.0,0.710457,,2.0,4.728,,10.0,26.47,1.037,1534291200,98.808,0.103,0.018,336743008,0.06791,11.255,0.764,3789944320,USD,,122071976,1.38,19.181158,59093500,27000.0,,,0.29005,1350125000,0.03232,0.98107004,Grocery Stores,,,1514678400,,,,1,86400,,,1530403200,179518000,1577750400,18,300792000,0.04679,7.0,1.36,2,5.5985613,,0.036199998,0.036199998,0.159,buy,2.2,0.09024,0.28642,0.116,37.521,,Consumer Defensive,7.0,127087000,0.12,15249068,1531440000,15376501,0.115100004,8.93,35.0,22.0,26.83,25.5,,,23174000,0.182,594009024,4958880768,1.344,,
SHAK,0.9008719,0.18035269,,,1.0,1.320377,,9.0,7.259,,4.0,60.45,2.631,1534291200,7.152,0.375,0.559,63706000,0.15686,26.659,4.182,1698317696,USD,,23398723,0.73,82.80822,-15570250,4440.0,,,0.39328998,140536000,0.04486,1.18487,Restaurants,,,1514332800,,,,1,86400,,,1530057600,3646000,1577404800,9,78022000,0.0949,8.0,5.88,2,8.327594,,0.00898,0.00898,2.564,hold,3.0,0.04321,0.05189,0.273,15.159,,Consumer Cyclical,8.0,29214100,0.15619999,5785368,1531440000,7081047,0.26520002,5.47,66.0,31.0,54.22,59.0,,,92278000,3.159,18340000,406143008,0.136,,
SHAK,0.9008719,0.18035269,,,1.0,1.320377,,9.0,7.259,,4.0,60.45,2.631,1534291200,7.152,0.375,0.559,63706000,0.15686,26.659,4.182,1698317696,USD,,23398723,0.73,82.80822,-15570250,4440.0,,,0.39328998,140536000,0.04486,1.18487,Restaurants,,,1514332800,,,,1,86400,,,1530057600,3646000,1577404800,9,78022000,0.0949,8.0,5.88,2,8.327594,,0.00898,0.00898,2.564,hold,3.0,0.04321,0.05189,0.273,15.159,,Consumer Cyclical,8.0,29214100,0.15619999,5785368,1531440000,7081047,0.26520002,5.47,66.0,31.0,54.22,59.0,,,92278000,3.159,18340000,406143008,0.136,,
SHAK,0.9008719,0.18035269,,,1.0,1.320377,,9.0,7.259,,4.0,60.45,2.631,1534291200,7.152,0.375,0.559,63706000,0.15686,26.659,4.182,1698317696,USD,,23398723,0.73,82.80822,-15570250,4440.0,,,0.39328998,140536000,0.04486,1.18487,Restaurants,,,1514332800,,,,1,86400,,,1530057600,3646000,1577404800,9,78022000,0.0949,8.0,5.88,2,8.327594,,0.00898,0.00898,2.564,hold,3.0,0.04321,0.05189,0.273,15.159,,Consumer Cyclical,8.0,29214100,0.15619999,5785368,1531440000,7081047,0.26520002,5.47,66.0,31.0,54.22,59.0,,,92278000,3.159,18340000,406143008,0.136,,
SHAK,0.9008719,0.18035269,,,1.0,1.320377,,9.0,7.259,,4.0,60.45,2.631,1534291200,7.152,0.375,0.559,63706000,0.15686,26.659,4.182,1698317696,USD,,23398723,0.73,82.80822,-15570250,4440.0,,,0.39328998,140536000,0.04486,1.18487,Restaurants,,,1514332800,,,,1,86400,,,1530057600,3646000,1577404800,9,78022000,0.0949,8.0,5.88,2,8.327594,,0.00898,0.00898,2.564,hold,3.0,0.04321,0.05189,0.273,15.159,,Consumer Cyclical,8.0,29214100,0.15619999,5785368,1531440000,7081047,0.26520002,5.47,66.0,31.0,54.22,59.0,,,92278000,3.159,18340000,406143008,0.136,,
SLB,-0.011674404,0.18035269,,,1.0,1.019833,,5.0,26.359,,2.0,63.16,1.122,1534291200,47.703,,,6915999744,0.21468,15.04,3.229,104019214336,USD,,1382651745,2.75,22.967272,2844499968,100000.0,,,0.1391,4142000000,0.00077,0.80447,Oil & Gas Equipment & Services,,,1514678400,1144627200,2/1,,1,86400,,,1530316800,-755000000,1577750400,28,5704000000,0.10256,3.0,0.81,2,2.3961456,,-0.023440002,-0.023440002,0.774,buy,2.1,0.02848,-0.01939,0.113,23.252,,Energy,5.0,1384120064,0.013099999,18191500,1531440000,20800798,0.013099999,3.01,92.0,58.0,77.82,78.5,,,3048999936,2.203,17600999424,32214999040,-0.545,,
SLB,-0.011674404,0.18035269,,,1.0,1.019833,,5.0,26.359,,2.0,63.16,1.122,1534291200,47.703,,,6915999744,0.21468,15.04,3.229,104019214336,USD,,1382651745,2.75,22.967272,2844499968,100000.0,,,0.1391,4142000000,0.00077,0.80447,Oil & Gas Equipment & Services,,,1514678400,1144627200,2/1,,1,86400,,,1530316800,-755000000,1577750400,28,5704000000,0.10256,3.0,0.81,2,2.3961456,,-0.023440002,-0.023440002,0.774,buy,2.1,0.02848,-0.01939,0.113,23.252,,Energy,5.0,1384120064,0.013099999,18191500,1531440000,20800798,0.013099999,3.01,92.0,58.0,77.82,78.5,,,3048999936,2.203,17600999424,32214999040,-0.545,,
SLCA,-0.2522266,0.18035269,,,1.0,2.006137,,1.0,17.488,,1.0,21.19,2.884,1534291200,93.29,-0.389,-0.401,348864000,0.23221001,7.37,1.711,2571242496,USD,,73073404,2.67,7.9363294,-242179008,2202.0,,,0.30966,373336000,0.09883001,1.10815,Industrial Metals & Minerals,,,1514678400,,,,1,86400,,,1530316800,162163008,1577750400,20,333638016,0.15324001,1.0,0.09,2,1.211688,,0.107939996,0.107939996,2.207,buy,2.3,0.053060003,0.12189,0.472,18.814,,Basic Materials,4.0,77477200,0.145,11237567,1531440000,11625033,0.16129999,5.14,46.0,23.0,33.42,34.5,,,322356992,4.161,1267352960,1502334976,2.013,,
SM,1.2738097,0.18035269,,,1.0,3.818381,,1.0,24.468,,3.0,30.09,0.911,1534291200,106.544,,,486091008,0.35624,11.64,4.147,5658339328,USD,,94289764,1.86,16.17742,-589845504,635.0,,,0.70337,767498000,0.00945,1.2075,Oil & Gas E&P,,,1514678400,1112313600,2/1,,1,86400,,,1530316800,219228000,1577750400,17,584780032,-0.07008,1.0,-1.75,2,1.2297695,,0.16066,0.16066,0.758,buy,2.3,-0.00923,0.0837,0.399,12.222,,Energy,1.0,112138000,0.1195,13399636,1531440000,14725414,0.12109999,5.83,44.0,20.0,32.76,32.0,,,615905984,5.492,2915725056,1364515968,1.951,,
SMRT,0.8016529,0.18035269,,,,-2.46392,,,1.177,,,2.33,1.075,1534291200,309.225,,,27989000,0.021389998,9.611,0.206,269013376,USD,,30972604,0.15,,1755000,5400.0,,,0.26503,330941000,0.35332,0.15055001,Apparel Stores,,,1517616000,896140800,2/1,,1,86400,,,1533340800,-8843000,1580688000,1,5885000,-0.00331,,,2,1.979609,,-0.00676,-0.00676,0.038,hold,3.0,-0.0058399998,-0.15062,0.011,28.106,,Consumer Cyclical,,47937800,0.104899995,5029975,1531440000,5263184,0.1618,14.93,2.0,2.0,2.0,2.0,,,10030000,0.209,174539008,1308465024,-0.19,,
SN,-0.38620687,0.18035269,,,2.0,2.60201,,10.0,-6.338,,10.0,2.63,1.116,1534291200,,,,235106000,0.24976,11.154,2.786,2622262016,USD,,73489654,0.64,4.1093755,-203671248,,,,0.62641996,459255000,0.11461,0.0,Oil & Gas E&P,,,1514678400,,,,1,86400,,,1530316800,-141727008,1577750400,11,387622016,0.00468,10.0,-0.1,2,,,-0.069409996,-0.069409996,1.088,hold,3.1,0.00107,,0.476,11.801,,Energy,9.0,82030704,0.2911,25560637,1531440000,20975542,0.3482,7.12,4.6,1.0,3.15,3.0,,,437688992,5.336,2388744960,941324992,-1.777,,
SNA,0.23356616,0.18035269,,,1.0,1.009929,,6.0,54.843,,7.0,176.78,2.325,1534291200,34.484,0.2,0.166,1032800000,0.25237,10.724,2.707,11076218880,USD,,55746788,12.76,13.854232,330124992,12600.0,,,0.51246,2042300000,0.011729999,1.01589,Tools & Accessories,,,1514592000,842400000,3/2,,1,86400,,,1530316800,604600000,1577664000,7,707800000,0.23268,7.0,1.51,2,3.2233832,,0.14774,0.14774,1.49,buy,2.0,0.11512,0.20713,0.038,72.129,,Industrials,8.0,56402200,0.125,7052027,1531440000,6496090,0.1399,8.65,212.0,160.0,191.71,197.0,,,112300000,1.991,1073000000,4092400128,10.46,,
SNAP,-0.2353347,0.18035269,,,,,,,2.03,,,10.9,6.69,1534291200,0.635,,,-1449047040,-1.4687899,-8.695,12.771,12599467008,USD,,728870314,-0.42,-25.952381,-335264864,2879.0,,,0.23978001,147801000,0.20781,0.36578998,Internet Content & Information,,,1514678400,,,,1,86400,,,1530316800,-1532231040,1577750400,29,-801422976,-1.5502,,-0.72,2,5.369458,,-1.55311,-1.55311,6.497,hold,3.2,-0.28006,-0.50032,0.444,0.781,,Technology,,962982976,0.088,112427195,1531440000,112993832,,7.51,17.0,7.0,11.8,12.0,,,1570002944,1.229,16400000,986558976,-1.214,,
SO,-0.10109848,0.18035269,,,1.0,-0.01236,,4.0,23.307,,10.0,43.78,0.809,1534291200,183.969,,,8072000000,0.33876,12.016,4.071,96995672064,USD,,1013253785,3.01,14.54485,-4227249920,31344.0,,,0.43105,10205500000,0.00064000004,0.60792,Utilities - Regulated Electric,,,1514678400,986256000,10000/6109,,1,86400,,,1530316800,2348999936,1577750400,17,6912000000,0.19087,8.0,7.04,2,1.8784057,,0.098579995,0.098579995,0.394,hold,3.4,0.02567,0.09137,0.036,23.631,,Utilities,3.0,1014140032,0.0356,36054108,1531440000,35411270,0.0358,7.5,52.0,41.0,45.97,46.0,,,1980000000,1.952,49700999168,23828000768,2.31,,
