,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
SHOP,0.30848467,0.18035269,,,2.0,1.392235,,7.0,15.57,,10.0,145.67,12.892,1534291200,,,,-48182000,-0.05645,-287.905,16.252,13871852544,USD,,89791233,0.59,246.89832,-8685875,3000.0,,,0.56465,380253000,0.04106,0.72745,Software - Application,,,1514678400,,,,1,86400,,,1530316800,-52222000,1577750400,25,9963000,-0.081870005,8.0,7.72,2,9.355812,,-0.06118,-0.06118,12.137,buy,2.2,-0.03026,-0.03966,0.615,8.393,,Technology,6.0,93725800,0.1113,11845454,1531440000,9538458,,6.93,185.0,79.07,158.64,165.0,,,1574168064,14.793,0,853572992,-0.513,,
SLB,-0.011674404,0.18035269,,,1.0,1.019833,,5.0,26.359,,2.0,63.16,1.122,1534291200,47.703,,,6915999744,0.21468,15.04,3.229,104019214336,USD,,1382651745,2.75,22.967272,2844499968,100000.0,,,0.1391,4142000000,0.00077,0.80447,Oil & Gas Equipment & Services,,,1514678400,1144627200,2/1,,1,86400,,,1530316800,-755000000,1577750400,28,5704000000,0.10256,3.0,0.81,2,2.3961456,,-0.023440002,-0.023440002,0.774,buy,2.1,0.02848,-0.01939,0.113,23.252,,Energy,5.0,1384120064,0.013099999,18191500,1531440000,20800798,0.013099999,3.01,92.0,58.0,77.82,78.5,,,3048999936,2.203,17600999424,32214999040,-0.545,,
SLB,-0.011674404,0.18035269,,,1.0,1.019833,,5.0,26.359,,2.0,63.16,1.122,1534291200,47.703,,,6915999744,0.21468,15.04,3.229,104019214336,USD,,1382651745,2.75,22.967272,2844499968,100000.0,,,0.1391,4142000000,0.00077,0.80447,Oil & Gas Equipment & Services,,,1514678400,1144627200,2/1,,1,86400,,,1530316800,-755000000,1577750400,28,5704000000,0.10256,3.0,0.81,2,2.3961456,,-0.023440002,-0.023440002,0.774,buy,2.1,0.02848,-0.01939,0.113,23.252,,Energy,5.0,1384120064,0.013099999,18191500,1531440000,20800798,0.013099999,3.01,92.0,58.0,77.82,78.5,,,3048999936,2.203,17600999424,32214999040,-0.545,,
SLB,-0.011674404,0.18035269,,,1.0,1.019833,,5.0,26.359,,2.0,63.16,1.122,1534291200,47.703,,,6915999744,0.21468,15.04,3.229,104019214336,USD,,1382651745,2.75,22.967272,2844499968,100000.0,,,0.1391,4142000000,0.00077,0.80447,Oil & Gas Equipment & Services,,,1514678400,1144627200,2/1,,1,86400,,,1530316800,-755000000,1577750400,28,5704000000,0.10256,3.0,0.81,2,2.3961456,,-0.023440002,-0.023440002,0.774,buy,2.1,0.02848,-0.01939,0.113,23.252,,Energy,5.0,1384120064,0.013099999,18191500,1531440000,20800798,0.013099999,3.01,92.0,58.0,77.82,78.5,,,3048999936,2.203,17600999424,32214999040,-0.545,,
SLB,-0.011674404,0.18035269,,,1.0,1.019833,,5.0,26.359,,2.0,63.16,1.122,1534291200,47.703,,,6915999744,0.21468,15.04,3.229,104019214336,USD,,1382651745,2.75,22.967272,2844499968,100000.0,,,0.1391,4142000000,0.00077,0.80447,Oil & Gas Equipment & Services,,,1514678400,1144627200,2/1,,1,86400,,,1530316800,-755000000,1577750400,28,5704000000,0.10256,3.0,0.81,2,2.3961456,,-0.023440002,-0.023440002,0.774,buy,2.1,0.02848,-0.01939,0.113,23.252,,Energy,5.0,1384120064,0.013099999,18191500,1531440000,20800798,0.013099999,3.01,92.0,58.0,77.82,78.5,,,3048999936,2.203,17600999424,32214999040,-0.545,,
SLB,-0.011674404,0.18035269,,,1.0,1.019833,,5.0,26.359,,2.0,63.16,1.122,1534291200,47.703,,,6915999744,0.21468,15.04,3.229,104019214336,USD,,1382651745,2.75,22.967272,2844499968,100000.0,,,0.1391,4142000000,0.00077,0.80447,Oil & Gas Equipment & Services,,,1514678400,1144627200,2/1,,1,86400,,,1530316800,-755000000,1577750400,28,5704000000,0.10256,3.0,0.81,2,2.3961456,,-0.023440002,-0.023440002,0.774,buy,2.1,0.02848,-0.01939,0.113,23.252,,Energy,5.0,1384120064,0.013099999,18191500,1531440000,20800798,0.013099999,3.01,92.0,58.0,77.82,78.5,,,3048999936,2.203,17600999424,32214999040,-0.545,,
SM,1.2738097,0.18035269,,,1.0,3.818381,,1.0,24.468,,3.0,30.09,0.911,1534291200,106.544,,,486091008,0.35624,11.64,4.147,5658339328,USD,,94289764,1.86,16.17742,-589845504,635.0,,,0.70337,767498000,0.00945,1.2075,Oil & Gas E&P,,,1514678400,1112313600,2/1,,1,86400,,,1530316800,219228000,1577750400,17,584780032,-0.07008,1.0,-1.75,2,1.2297695,,0.16066,0.16066,0.758,buy,2.3,-0.00923,0.0837,0.399,12.222,,Energy,1.0,112138000,0.1195,13399636,1531440000,14725414,0.12109999,5.83,44.0,20.0,32.76,32.0,,,615905984,5.492,2915725056,1364515968,1.951,,
SM,1.2738097,0.18035269,,,1.0,3.818381,,1.0,24.468,,3.0,30.09,0.911,1534291200,106.544,,,486091008,0.35624,11.64,4.147,5658339328,USD,,94289764,1.86,16.17742,-589845504,635.0,,,0.70337,767498000,0.00945,1.2075,Oil & Gas E&P,,,1514678400,1112313600,2/1,,1,86400,,,1530316800,219228000,1577750400,17,584780032,-0.07008,1.0,-1.75,2,1.2297695,,0.16066,0.16066,0.758,buy,2.3,-0.00923,0.0837,0.399,12.222,,Energy,1.0,112138000,0.1195,13399636,1531440000,14725414,0.12109999,5.83,44.0,20.0,32.76,32.0,,,615905984,5.492,2915725056,1364515968,1.951,,
SM,1.2738097,0.18035269,,,1.0,3.818381,,1.0,24.468,,3.0,30.09,0.911,1534291200,106.544,,,486091008,0.35624,11.64,4.147,5658339328,USD,,94289764,1.86,16.17742,-589845504,635.0,,,0.70337,767498000,0.00945,1.2075,Oil & Gas E&P,,,1514678400,1112313600,2/1,,1,86400,,,1530316800,219228000,1577750400,17,584780032,-0.07008,1.0,-1.75,2,1.2297695,,0.16066,0.16066,0.758,buy,2.3,-0.00923,0.0837,0.399,12.222,,Energy,1.0,112138000,0.1195,13399636,1531440000,14725414,0.12109999,5.83,44.0,20.0,32.76,32.0,,,615905984,5.492,2915725056,1364515968,1.951,,
SM,1.2738097,0.18035269,,,1.0,3.818381,,1.0,24.468,,3.0,30.09,0.911,1534291200,106.544,,,486091008,0.35624,11.64,4.147,5658339328,USD,,94289764,1.86,16.17742,-589845504,635.0,,,0.70337,767498000,0.00945,1.2075,Oil & Gas E&P,,,1514678400,1112313600,2/1,,1,86400,,,1530316800,219228000,1577750400,17,584780032,-0.07008,1.0,-1.75,2,1.2297695,,0.16066,0.16066,0.758,buy,2.3,-0.00923,0.0837,0.399,12.222,,Energy,1.0,112138000,0.1195,13399636,1531440000,14725414,0.12109999,5.83,44.0,20.0,32.76,32.0,,,615905984,5.492,2915725056,1364515968,1.951,,
SM,1.2738097,0.18035269,,,1.0,3.818381,,1.0,24.468,,3.0,30.09,0.911,1534291200,106.544,,,486091008,0.35624,11.64,4.147,5658339328,USD,,94289764,1.86,16.17742,-589845504,635.0,,,0.70337,767498000,0.00945,1.2075,Oil & Gas E&P,,,1514678400,1112313600,2/1,,1,86400,,,1530316800,219228000,1577750400,17,584780032,-0.07008,1.0,-1.75,2,1.2297695,,0.16066,0.16066,0.758,buy,2.3,-0.00923,0.0837,0.399,12.222,,Energy,1.0,112138000,0.1195,13399636,1531440000,14725414,0.12109999,5.83,44.0,20.0,32.76,32.0,,,615905984,5.492,2915725056,1364515968,1.951,,
SMTC,0.56611574,0.18035269,,,1.0,1.230979,,1.0,10.667,,3.0,59.75,4.126,1534291200,31.181,0.947,1.003,116480000,0.19926001,31.508,6.278,3670078976,USD,,65390328,2.65,22.547169,109479504,1282.0,,,0.59261,351971000,0.01867,1.01197,Semiconductors,,,1517097600,969926400,2/1,,1,86400,,,1532822400,49592000,1580169600,10,149856000,0.112959996,1.0,2.05,2,5.6013875,,0.08484,0.08484,3.385,buy,1.7,0.038039997,0.07384,0.066,8.827,,Technology,2.0,66184800,0.0167,1107439,1531440000,1055316,0.024,3.9,70.0,54.0,61.4,60.0,,,313939008,4.741,219292992,584558016,0.732,,
SMTC,0.56611574,0.18035269,,,1.0,1.230979,,1.0,10.667,,3.0,59.75,4.126,1534291200,31.181,0.947,1.003,116480000,0.19926001,31.508,6.278,3670078976,USD,,65390328,2.65,22.547169,109479504,1282.0,,,0.59261,351971000,0.01867,1.01197,Semiconductors,,,1517097600,969926400,2/1,,1,86400,,,1532822400,49592000,1580169600,10,149856000,0.112959996,1.0,2.05,2,5.6013875,,0.08484,0.08484,3.385,buy,1.7,0.038039997,0.07384,0.066,8.827,,Technology,2.0,66184800,0.0167,1107439,1531440000,1055316,0.024,3.9,70.0,54.0,61.4,60.0,,,313939008,4.741,219292992,584558016,0.732,,
SMTC,0.56611574,0.18035269,,,1.0,1.230979,,1.0,10.667,,3.0,59.75,4.126,1534291200,31.181,0.947,1.003,116480000,0.19926001,31.508,6.278,3670078976,USD,,65390328,2.65,22.547169,109479504,1282.0,,,0.59261,351971000,0.01867,1.01197,Semiconductors,,,1517097600,969926400,2/1,,1,86400,,,1532822400,49592000,1580169600,10,149856000,0.112959996,1.0,2.05,2,5.6013875,,0.08484,0.08484,3.385,buy,1.7,0.038039997,0.07384,0.066,8.827,,Technology,2.0,66184800,0.0167,1107439,1531440000,1055316,0.024,3.9,70.0,54.0,61.4,60.0,,,313939008,4.741,219292992,584558016,0.732,,
SMTC,0.56611574,0.18035269,,,1.0,1.230979,,1.0,10.667,,3.0,59.75,4.126,1534291200,31.181,0.947,1.003,116480000,0.19926001,31.508,6.278,3670078976,USD,,65390328,2.65,22.547169,109479504,1282.0,,,0.59261,351971000,0.01867,1.01197,Semiconductors,,,1517097600,969926400,2/1,,1,86400,,,1532822400,49592000,1580169600,10,149856000,0.112959996,1.0,2.05,2,5.6013875,,0.08484,0.08484,3.385,buy,1.7,0.038039997,0.07384,0.066,8.827,,Technology,2.0,66184800,0.0167,1107439,1531440000,1055316,0.024,3.9,70.0,54.0,61.4,60.0,,,313939008,4.741,219292992,584558016,0.732,,
SNAP,-0.2353347,0.18035269,,,,,,,2.03,,,10.9,6.69,1534291200,0.635,,,-1449047040,-1.4687899,-8.695,12.771,12599467008,USD,,728870314,-0.42,-25.952381,-335264864,2879.0,,,0.23978001,147801000,0.20781,0.36578998,Internet Content & Information,,,1514678400,,,,1,86400,,,1530316800,-1532231040,1577750400,29,-801422976,-1.5502,,-0.72,2,5.369458,,-1.55311,-1.55311,6.497,hold,3.2,-0.28006,-0.50032,0.444,0.781,,Technology,,962982976,0.088,112427195,1531440000,112993832,,7.51,17.0,7.0,11.8,12.0,,,1570002944,1.229,16400000,986558976,-1.214,,
SNAP,-0.2353347,0.18035269,,,,,,,2.03,,,10.9,6.69,1534291200,0.635,,,-1449047040,-1.4687899,-8.695,12.771,12599467008,USD,,728870314,-0.42,-25.952381,-335264864,2879.0,,,0.23978001,147801000,0.20781,0.36578998,Internet Content & Information,,,1514678400,,,,1,86400,,,1530316800,-1532231040,1577750400,29,-801422976,-1.5502,,-0.72,2,5.369458,,-1.55311,-1.55311,6.497,hold,3.2,-0.28006,-0.50032,0.444,0.781,,Technology,,962982976,0.088,112427195,1531440000,112993832,,7.51,17.0,7.0,11.8,12.0,,,1570002944,1.229,16400000,986558976,-1.214,,
SNAP,-0.2353347,0.18035269,,,,,,,2.03,,,10.9,6.69,1534291200,0.635,,,-1449047040,-1.4687899,-8.695,12.771,12599467008,USD,,728870314,-0.42,-25.952381,-335264864,2879.0,,,0.23978001,147801000,0.20781,0.36578998,Internet Content & Information,,,1514678400,,,,1,86400,,,1530316800,-1532231040,1577750400,29,-801422976,-1.5502,,-0.72,2,5.369458,,-1.55311,-1.55311,6.497,hold,3.2,-0.28006,-0.50032,0.444,0.781,,Technology,,962982976,0.088,112427195,1531440000,112993832,,7.51,17.0,7.0,11.8,12.0,,,1570002944,1.229,16400000,986558976,-1.214,,
SNAP,-0.2353347,0.18035269,,,,,,,2.03,,,10.9,6.69,1534291200,0.635,,,-1449047040,-1.4687899,-8.695,12.771,12599467008,USD,,728870314,-0.42,-25.952381,-335264864,2879.0,,,0.23978001,147801000,0.20781,0.36578998,Internet Content & Information,,,1514678400,,,,1,86400,,,1530316800,-1532231040,1577750400,29,-801422976,-1.5502,,-0.72,2,5.369458,,-1.55311,-1.55311,6.497,hold,3.2,-0.28006,-0.50032,0.444,0.781,,Technology,,962982976,0.088,112427195,1531440000,112993832,,7.51,17.0,7.0,11.8,12.0,,,1570002944,1.229,16400000,986558976,-1.214,,
SPGI,0.34266877,0.18035269,,,1.0,1.093468,,1.0,2.319,,4.0,207.05,1.273,1534291200,177.068,0.123,0.095,3072000000,0.48941,17.899,8.76,54985003008,USD,,251140355,9.47,21.863781,2000875008,20000.0,,,0.72056997,4350000000,0.00299,0.86375,Capital Markets,,,1514678400,1116374400,2/1,,1,86400,,,1530316800,1627000064,1577750400,13,2244999936,0.4593,1.0,1.59,2,89.28417,,0.2592,0.2592,1.166,buy,2.3,0.20011999,0.84106004,0.066,24.781,,Financial Services,3.0,251500000,0.0106,2659866,1531440000,3885268,0.0105,2.54,242.0,200.0,222.46,222.0,,,1884999936,7.495,3660000000,6277000192,6.369,,
SPGI,0.34266877,0.18035269,,,1.0,1.093468,,1.0,2.319,,4.0,207.05,1.273,1534291200,177.068,0.123,0.095,3072000000,0.48941,17.899,8.76,54985003008,USD,,251140355,9.47,21.863781,2000875008,20000.0,,,0.72056997,4350000000,0.00299,0.86375,Capital Markets,,,1514678400,1116374400,2/1,,1,86400,,,1530316800,1627000064,1577750400,13,2244999936,0.4593,1.0,1.59,2,89.28417,,0.2592,0.2592,1.166,buy,2.3,0.20011999,0.84106004,0.066,24.781,,Financial Services,3.0,251500000,0.0106,2659866,1531440000,3885268,0.0105,2.54,242.0,200.0,222.46,222.0,,,1884999936,7.495,3660000000,6277000192,6.369,,
SPHS,0.63959384,0.18035269,,,,0.321599,,,-0.045,,,3.21,3.573,1534291200,,,,-15845000,0.0,-5.405,,85641024,USD,,28483645,-0.55,-5.836364,-6583875,6.0,,,0.0,,0.00154,0.1292,Biotechnology,,,1514678400,1376524800,1/52,,1,86400,,,1530316800,-16044000,1577750400,5,-12448000,0.0,,,2,,,0.0,0.0,3.38,buy,2.0,-0.4438,-2.70329,,,,Healthcare,,16149900,0.0701,2109775,1531440000,2089898,0.070199996,11.11,10.0,3.0,7.6,8.0,,,18528000,0.615,6910000,,-0.533,,
SPLK,0.86781526,0.18035269,,,1.0,1.491231,,3.0,7.908,,7.0,128.15,1.703,1534291200,,,,-249123008,-0.1702,-69.634,11.851,17347389440,USD,,144181574,1.55,82.67742,194163120,3200.0,,,0.79499,,0.0039399997,0.91706,Software - Application,,,1517356800,,,,1,86400,,,1532995200,-287384000,1580428800,37,308368992,-0.20107001,4.0,3.31,2,16.205109,,-0.19634001,-0.19634001,1.537,buy,1.9,-0.095419995,-0.30017,0.387,10.25,,Technology,3.0,145003008,0.0221,3197431,1531440000,3807759,0.0223,2.3,170.0,98.0,131.05,132.0,,,891582976,6.148,0,1463737984,-2.012,,
SRPT,2.4048195,0.18035269,,,2.0,1.595806,,3.0,10.536,,4.0,138.04,10.882,1534291200,62.862,,,-168875008,-0.69967,-52.012,36.391,8783593472,USD,,62528945,-1.86,-74.21505,-169652000,255.0,,,-0.10159001,-18688000,0.05925,0.90903,Biotechnology,,,1514678400,1342051200,1/6,,1,86400,,,1530316800,-216362000,1577750400,18,-241883008,-0.74030995,2.0,189.55,2,13.101746,,-0.89641,-0.89641,9.577,buy,1.7,-0.13159001,-0.40185001,1.1,3.778,,Healthcare,3.0,66442400,0.132,8767112,1531440000,9597811,0.1626,8.27,270.0,76.0,189.17,188.5,,,949144000,14.285,439439008,241364000,-3.386,,
SSTK,0.6570475,0.18035269,,,2.0,1.057262,,5.0,10.269,,9.0,55.04,1.675,1534291200,,,,47471000,0.07879,34.072,2.685,1617438592,USD,,15884090,1.65,33.35758,33037376,1130.0,,,0.57546,324009000,0.4691,0.56663,Internet Content & Information,,,1514678400,,,,1,86400,,,1530316800,39385000,1577750400,3,105655000,0.04145,7.0,1.8,2,5.359821,,0.06537,0.06537,1.549,hold,3.4,0.028269999,0.12109999,0.169,17.334,,Technology,8.0,34963900,0.096,3355224,1531440000,3315817,0.17969999,11.48,50.0,44.0,47.33,48.0,,,289840992,8.29,0,602494976,1.112,,
SSW,0.33190286,0.18035269,,,,0.273395,,,15.241,,,9.22,0.412,1534291200,210.848,2.181,1.405,546456000,0.58643,10.18,5.97,5562745856,USD,,67775576,1.02,9.039216,-79100624,4100.0,,,0.64852995,530564000,0.39276,0.122930005,Shipping & Ports,,,1514678400,,,,1,86400,,,1530316800,173823008,1577750400,9,366753984,0.37199003,,0.49,2,0.6049472,,0.26041,0.26041,0.365,buy,2.5,0.033299997,0.12291,0.377,7.158,,Industrials,,137198000,0.0428,5868935,1531440000,5760715,0.085200004,6.54,13.0,5.5,9.17,9.0,,,271470016,1.979,4509322240,931832000,1.311,,
STAA,2.9790795,0.18035269,,,1.0,1.894579,,2.0,1.22,,7.0,47.7,2.684,1534291200,13.672,,,6490000,0.059359998,304.808,18.095,1978205312,USD,,27752073,0.25,190.8,2299250,353.0,,,0.72159,64280000,0.00992,0.8044,Medical Instruments & Supplies,,,1514505600,706147200,1/2,,1,86400,,,1530230400,3448000,1577577600,4,6522000,0.033010002,4.0,95.1,2,39.098362,,0.03154,0.03154,1.967,strong_buy,1.2,0.03083,0.07716,0.546,2.643,,Healthcare,6.0,43945300,0.0195,857551,1531440000,922701,0.0356,1.4,49.0,43.0,46.25,46.5,,,21246000,0.507,6984000,109323000,0.083,,
TSCO,0.45655096,0.18035269,,,1.0,1.258344,,2.0,11.543,,5.0,88.28,1.923,1534291200,40.949,0.352,0.29,871758976,0.115150005,12.662,1.458,11038162944,USD,,121184691,4.59,19.233114,312540256,28000.0,,,0.34370998,2491965000,0.0053600003,0.83884,Specialty Retail,,,1514592000,1380240000,2/1,,1,86400,,,1530316800,480360992,1577664000,23,677955968,0.0925,3.0,1.51,2,7.647925,,0.06345,0.06345,0.082,buy,2.4,0.1488,0.34452,0.097,60.752,,Consumer Cyclical,5.0,121805000,0.045900002,5586328,1531440000,5379489,0.0499,3.64,95.0,67.0,83.7,82.0,,,72487000,0.595,575763008,7570692096,3.842,,
TSCO,0.45655096,0.18035269,,,1.0,1.258344,,2.0,11.543,,5.0,88.28,1.923,1534291200,40.949,0.352,0.29,871758976,0.115150005,12.662,1.458,11038162944,USD,,121184691,4.59,19.233114,312540256,28000.0,,,0.34370998,2491965000,0.0053600003,0.83884,Specialty Retail,,,1514592000,1380240000,2/1,,1,86400,,,1530316800,480360992,1577664000,23,677955968,0.0925,3.0,1.51,2,7.647925,,0.06345,0.06345,0.082,buy,2.4,0.1488,0.34452,0.097,60.752,,Consumer Cyclical,5.0,121805000,0.045900002,5586328,1531440000,5379489,0.0499,3.64,95.0,67.0,83.7,82.0,,,72487000,0.595,575763008,7570692096,3.842,,
TSLA,-0.13284135,0.18035269,,,2.0,0.827374,,9.0,22.909,,5.0,301.66,0.733,1534291200,254.641,,,-464335008,-0.03393,-138.374,4.695,64251826176,USD,,127518375,2.9,104.02069,-2762253824,37543.0,,,0.14348,2222487000,0.25186002,0.59529996,Auto Manufacturers,,,1514678400,,,,1,86400,,,1530316800,-2721816064,1577750400,21,-318711008,-0.16244,8.0,-1.58,2,13.16775,,-0.19891001,-0.19891001,0.307,hold,2.8,-0.0515,-0.50118,0.435,81.111,,Consumer Cyclical,6.0,170592992,0.1918,32720582,1531440000,34721889,0.27879998,3.04,500.0,195.0,322.38,316.0,,,2236423936,13.11,13412246528,13683905536,-16.138,,
TSM,0.17937589,0.18035269,,,,0.973297,,,9.44,,,43.6,2.071,1534291200,8.73,0.091,0.091,22076184576,0.66470003,9.27,6.162,204656918528,TWD,,4805832908,2.56,17.03125,9014343680,,,,0.49558,494725700000,0.00025,0.19652,Semiconductors,,,1514678400,1247616000,1005/1000,,1,86400,,,1530316800,11601751040,1577750400,5,20084787200,0.38544998,,1.26,2,4.618644,,0.34932,0.34932,1.843,buy,2.2,0.120579995,0.24937001,0.091,6.405,,Technology,,25930399744,0.0039,20053825,1531440000,18295842,,2.51,51.88,42.0,47.56,48.0,,,25025742848,4.826,4274985472,33212436480,2.235,,
TSN,-0.029781342,0.18035269,,,1.0,-0.066579,,8.0,33.957,,7.0,62.81,1.478,1534291200,81.692,0.215,0.21,4120999936,0.10252,7.98,0.818,32885938176,USD,,289428896,5.96,10.53859,1715624960,122000.0,,,0.13185,5198000000,0.020680001,0.89996004,Farm Products,,,1506729600,856224000,3/2,,1,86400,,,1530316800,2880999936,1569801600,15,3073999872,0.08095,10.0,1.42,2,1.8496922,,0.071669996,0.071669996,0.452,buy,2.1,0.071729995,0.2556,0.02,109.831,,Consumer Defensive,10.0,295920000,0.0159,5813960,1531440000,7078572,0.0223,1.79,82.0,40.0,71.13,73.0,,,174000000,0.476,10160000000,40198000640,7.796,,
TTGT,1.320116,0.18035269,,,2.0,0.736723,,7.0,4.667,,6.0,23.99,3.091,1534291200,21.18,2.028,2.248,21712000,0.18544,30.151,5.591,654645312,USD,,19574061,0.77,31.155844,11483750,622.0,,,0.75946,80220000,0.35153,0.58945,Internet Content & Information,,,1514678400,,,,1,86400,,,1530316800,11985000,1577750400,3,22832000,0.146,6.0,2.18,2,5.1403475,,0.10236,0.10236,2.919,hold,2.7,0.06221,0.09641,0.18,4.248,,Technology,7.0,27580800,0.0313,864114,1531440000,806802,0.043,1.41,32.0,27.0,30.33,32.0,,,34275000,1.243,27258000,117086000,0.42,,
TTGT,1.320116,0.18035269,,,2.0,0.736723,,7.0,4.667,,6.0,23.99,3.091,1534291200,21.18,2.028,2.248,21712000,0.18544,30.151,5.591,654645312,USD,,19574061,0.77,31.155844,11483750,622.0,,,0.75946,80220000,0.35153,0.58945,Internet Content & Information,,,1514678400,,,,1,86400,,,1530316800,11985000,1577750400,3,22832000,0.146,6.0,2.18,2,5.1403475,,0.10236,0.10236,2.919,hold,2.7,0.06221,0.09641,0.18,4.248,,Technology,7.0,27580800,0.0313,864114,1531440000,806802,0.043,1.41,32.0,27.0,30.33,32.0,,,34275000,1.243,27258000,117086000,0.42,,
TTGT,1.320116,0.18035269,,,2.0,0.736723,,7.0,4.667,,6.0,23.99,3.091,1534291200,21.18,2.028,2.248,21712000,0.18544,30.151,5.591,654645312,USD,,19574061,0.77,31.155844,11483750,622.0,,,0.75946,80220000,0.35153,0.58945,Internet Content & Information,,,1514678400,,,,1,86400,,,1530316800,11985000,1577750400,3,22832000,0.146,6.0,2.18,2,5.1403475,,0.10236,0.10236,2.919,hold,2.7,0.06221,0.09641,0.18,4.248,,Technology,7.0,27580800,0.0313,864114,1531440000,806802,0.043,1.41,32.0,27.0,30.33,32.0,,,34275000,1.243,27258000,117086000,0.42,,
TTGT,1.320116,0.18035269,,,2.0,0.736723,,7.0,4.667,,6.0,23.99,3.091,1534291200,21.18,2.028,2.248,21712000,0.18544,30.151,5.591,654645312,USD,,19574061,0.77,31.155844,11483750,622.0,,,0.75946,80220000,0.35153,0.58945,Internet Content & Information,,,1514678400,,,,1,86400,,,1530316800,11985000,1577750400,3,22832000,0.146,6.0,2.18,2,5.1403475,,0.10236,0.10236,2.919,hold,2.7,0.06221,0.09641,0.18,4.248,,Technology,7.0,27580800,0.0313,864114,1531440000,806802,0.043,1.41,32.0,27.0,30.33,32.0,,,34275000,1.243,27258000,117086000,0.42,,
TTGT,1.320116,0.18035269,,,2.0,0.736723,,7.0,4.667,,6.0,23.99,3.091,1534291200,21.18,2.028,2.248,21712000,0.18544,30.151,5.591,654645312,USD,,19574061,0.77,31.155844,11483750,622.0,,,0.75946,80220000,0.35153,0.58945,Internet Content & Information,,,1514678400,,,,1,86400,,,1530316800,11985000,1577750400,3,22832000,0.146,6.0,2.18,2,5.1403475,,0.10236,0.10236,2.919,hold,2.7,0.06221,0.09641,0.18,4.248,,Technology,7.0,27580800,0.0313,864114,1531440000,806802,0.043,1.41,32.0,27.0,30.33,32.0,,,34275000,1.243,27258000,117086000,0.42,,
TWLO,1.7253833,0.18035269,,,2.0,-0.278,,9.0,4.414,,9.0,80.66,7.197,1534291200,98.47,,,-77713000,-0.15774,-95.52,15.068,7423178240,USD,,73525142,0.15,537.73334,32002376,1119.0,,,0.53151,216125000,0.02854,0.73682,Software - Application,,,1514678400,,,,1,86400,,,1530316800,-90107000,1577750400,14,20014000,-0.18062,10.0,133.32,2,18.273676,,-0.18290001,-0.18290001,7.019,buy,1.6,-0.07812,-0.22875999,0.541,5.234,,Technology,10.0,76857104,0.0521,5077144,1531440000,5369935,0.0712,1.87,90.0,33.36,76.88,82.0,,,794646016,8.155,423099008,492648000,-0.957,,
TWLO,1.7253833,0.18035269,,,2.0,-0.278,,9.0,4.414,,9.0,80.66,7.197,1534291200,98.47,,,-77713000,-0.15774,-95.52,15.068,7423178240,USD,,73525142,0.15,537.73334,32002376,1119.0,,,0.53151,216125000,0.02854,0.73682,Software - Application,,,1514678400,,,,1,86400,,,1530316800,-90107000,1577750400,14,20014000,-0.18062,10.0,133.32,2,18.273676,,-0.18290001,-0.18290001,7.019,buy,1.6,-0.07812,-0.22875999,0.541,5.234,,Technology,10.0,76857104,0.0521,5077144,1531440000,5369935,0.0712,1.87,90.0,33.36,76.88,82.0,,,794646016,8.155,423099008,492648000,-0.957,,
TWLO,1.7253833,0.18035269,,,2.0,-0.278,,9.0,4.414,,9.0,80.66,7.197,1534291200,98.47,,,-77713000,-0.15774,-95.52,15.068,7423178240,USD,,73525142,0.15,537.73334,32002376,1119.0,,,0.53151,216125000,0.02854,0.73682,Software - Application,,,1514678400,,,,1,86400,,,1530316800,-90107000,1577750400,14,20014000,-0.18062,10.0,133.32,2,18.273676,,-0.18290001,-0.18290001,7.019,buy,1.6,-0.07812,-0.22875999,0.541,5.234,,Technology,10.0,76857104,0.0521,5077144,1531440000,5369935,0.0712,1.87,90.0,33.36,76.88,82.0,,,794646016,8.155,423099008,492648000,-0.957,,
