,1Year,1month,3month,6month,PostEarningsReturn,Underlying,accountsPayable,capitalExpenditures,capitalSurplus,cash,changeInCash,changeToAccountReceivables,changeToInventory,changeToLiabilities,changeToNetincome,changeToOperatingActivities,close,commonStock,costOfRevenue,deferredLongTermAssetCharges,deferredLongTermLiab,depreciation,discontinuedOperations,dividendsPaid,ebit,effectOfAccountingCharges,effectOfExchangeRate,epsActual,epsDifference,epsEstimate,extraordinaryItems,goodWill,grossProfit,incomeBeforeTax,incomeTaxExpense,intangibleAssets,interestExpense,inventory,investments,longTermDebt,longTermInvestments,maxAge,minorityInterest,minorityInterest_balance,netBorrowings,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,netReceivables,netTangibleAssets,nonRecurring,open,operatingIncome,otherAssets,otherCashflowsFromFinancingActivities,otherCashflowsFromInvestingActivities,otherCurrentAssets,otherCurrentLiab,otherItems,otherLiab,otherOperatingExpenses,otherStockholderEquity,propertyPlantEquipment,quarter,researchDevelopment,retainedEarnings,sellingGeneralAdministrative,shortLongTermDebt,shortTermInvestments,surprisePercent,timestamp,totalAssets,totalCashFromFinancingActivities,totalCashFromOperatingActivities,totalCashflowsFromInvestingActivities,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalOperatingExpenses,totalOtherIncomeExpenseNet,totalRevenue,totalStockholderEquity,treasuryStock
2,1.8085106382978724,0.14782608695652177,0.24026845637583882,-0.27699530516431925,-0.2733551798310192,FTR,537000000,-297000000,4847000000,201000000,-175000000,9000000,,-261000000,-26000000,-5000000,7.03,20000000,855000000,,121000000,505000000,,-53000000,370000000,,,-0.44,0.49,-0.93,,7024000000,1344000000,33000000,13000000,1903000000,-374000000,,,16470000000,,1,,,-37000000,20000000,-33000000,20000000,778000000,-6531000000,,7.0,370000000,228000000,-47000000,-2000000,145000000,866000000,,3153000000,,-367000000,14321000000,2018-03-31,,-2089000000,469000000,17530000000,,0.527,2018-02-28,24678000000,-137000000,251000000,-289000000,1202000000,2659000000,22282000000,1829000000,-337000000,2199000000,2396000000,-382000000
3,3.4054054054054053,0.12413793103448278,0.00991325898389106,-0.3057921635434412,0.24186295048497122,FTR,513000000,-321000000,4788000000,384000000,233000000,28000000,,189000000,-2000000,-19000000,10.38,27000000,847000000,,126000000,486000000,,,369000000,,,-0.92,-0.2,-0.72,,7024000000,1315000000,-38000000,-20000000,1760000000,-385000000,,,16209000000,,1,,,-94000000,-18000000,-72000000,-18000000,795000000,-6383000000,,8.75,369000000,236000000,-17000000,-8000000,159000000,899000000,,3064000000,,-296000000,14282000000,2018-06-30,,-2107000000,460000000,17437000000,,-0.278,2018-05-02,24730000000,-111000000,672000000,-328000000,1428000000,3056000000,22329000000,1793000000,-407000000,2162000000,2401000000,-307000000
0,0.27923139820114473,-0.028411737307871388,0.004172015404364515,0.12372059615729936,0.029754261081792716,FTV,,,,,,,,,,,64.47,,,,,,,,,,,0.77,0.04,0.73,,,,,,,,,,,,,,,,,,,,,,63.5,,,,,,,,,,,,2017-09-30,,,,,,0.055,2017-07-28,,,,,,,,,,,,
1,0.5379945572535063,0.05077231121281467,0.13959981386691478,0.16139740752450216,0.008538372669855044,FTV,727500000,-48400000,2444100000,962100000,51200000,-34600000,6100000,-2100000,5700000,91000000,74.1,3500000,896700000,,,60400000,,-24400000,355800000,,10300000,0.82,0.04,0.78,,5098500000,910000000,338000000,1100000,1276000000,-17800000,580600000,,4056200000,,1,17900000,17900000,380800000,336900000,336900000,336900000,1143600000,-2584200000,,72.2,355800000,476800000,2500000,100000,,,,1033900000,,-7600000,712500000,2017-12-31,108700000,1350300000,445500000,4056200000,,0.051,2017-10-27,10500600000,358900000,463400000,-781400000,2936800000,1602300000,6692400000,1450900000,-17800000,1806700000,3790300000,-7600000
2,0.2306870772516909,-0.05313612708846882,-0.05893561998094454,0.03472014366956011,0.046763234273212835,FTV,,,,,,,,,,,72.45,,,,,,,,,,,0.78,0.03,0.75,,,,,,,,,,,,,,,,,,,,,,75.81,,,,,,,,,,,,2018-03-31,,,,,,0.04,2018-02-09,,,,,,,,,,,,
3,0.16096385542168679,-0.05714285714285727,-0.03395268012297825,-0.014186332014732073,-0.013372535254677307,FTV,,,,,,,,,,,71.31,,,,,,,,,,,0.91,0.02,0.89,,,,,,,,,,,,,,,,,,,,,,71.65,,,,,,,,,,,,2018-06-30,,,,,,0.022,2018-04-27,,,,,,,,,,,,
0,-0.18578401464307503,-0.0392368610511159,-0.11826891311529564,-0.14482537648189686,-0.029659968842414227,GE,14907000000,-1601000000,,12836000000,-4220000000,-648000000,-856000000,-26000000,-1308000000,-398000000,25.91,702000000,24986000000,1129000000,,2026000000,-106000000,-2085000000,2209000000,,715000000,0.29,-0.2,0.49,,84698000000,6340000000,1466000000,-334000000,21435000000,-718000000,25848000000,,107557000000,38696000000,1,21388000000,21388000000,-4493000000,1836000000,1794000000,1800000000,47571000000,-32404000000,,25.38,2209000000,34772000000,324000000,654000000,3567000000,20474000000,,81209000000,,23900000000,54101000000,2017-09-30,,136696000000,4131000000,136392000000,,-0.408,2017-07-21,378038000000,-6142000000,1024000000,182000000,141966000000,64696000000,280545000000,29117000000,-743000000,31326000000,76099000000,-61299000000
1,-0.18857536132140407,-0.047272727272727355,-0.08992666923967585,-0.20203045685279197,0.010546396001425897,GE,15153000000,-2300000000,,18211000000,3701000000,-186000000,2201000000,1774000000,10591000000,-398000000,23.83,702000000,36393000000,6207000000,,2170000000,175000000,-2233000000,-8745000000,,-362000000,0.27,-0.02,0.29,,83968000000,-3221000000,-12603000000,-2740000000,20273000000,-835000000,21923000000,,108575000000,38696000000,1,21122000000,21122000000,-402000000,-9642000000,-9834000000,-9863000000,46549000000,-39984000000,,22.14,-8745000000,41024000000,-258000000,240000000,5790000000,21400000000,,82597000000,,22775000000,53874000000,2017-12-31,,125682000000,5524000000,134591000000,,-0.069,2017-10-20,377945000000,-2823000000,6908000000,-21000000,140110000000,61893000000,292560000000,41917000000,-3858000000,33172000000,64257000000,-62127000000
2,-0.43226890756302516,-0.033199771036061754,-0.29122954259336964,-0.3358238301219032,-0.027004341191674757,GE,15060000000,-1818000000,,12679000000,-11945000000,1732000000,-1069000000,-78000000,437000000,-398000000,16.44,702000000,23022000000,11479000000,,1913000000,-1552000000,-1043000000,2103000000,,208000000,0.16,0.05,0.11,,84484000000,5638000000,412000000,-27000000,20661000000,-643000000,20574000000,,105134000000,37156000000,1,20777000000,20777000000,-10348000000,-1147000000,-1188000000,439000000,36957000000,-50170000000,,17.0,2103000000,42752000000,-500000000,-395000000,6593000000,18556000000,,82941000000,,24477000000,53650000000,2018-03-31,,115477000000,3535000000,125840000000,,0.455,2018-01-24,358109000000,-11899000000,1390000000,-1644000000,118422000000,55431000000,281367000000,26557000000,-1691000000,28660000000,55959000000,-60220000000
3,-0.5336666666666667,0.007925072046109483,-0.1657722122838402,-0.39672272531263475,0.03856068342798343,GE,15026000000,-1502000000,,13411000000,-4491000000,1194000000,-519000000,-613000000,-1800000000,-458000000,14.54,702000000,23980000000,10891000000,,1953000000,-121000000,-1193000000,2330000000,,-493000000,0.19,0.01,0.18,,81480000000,6124000000,1331000000,542000000,19728000000,-690000000,20473000000,,99832000000,36611000000,1,20061000000,20061000000,-7572000000,800000000,615000000,789000000,34874000000,-47129000000,,14.94,2330000000,43573000000,-251000000,2548000000,6958000000,18011000000,,80924000000,,23919000000,50866000000,2018-06-30,,114913000000,3794000000,115573000000,,0.055999998,2018-04-20,342769000000,-9014000000,557000000,4460000000,109527000000,50048000000,267639000000,27774000000,-999000000,30104000000,55063000000,-60552000000
0,0.3333333333333335,0.052631578947368585,0.11340206185567037,0.05882352941176494,0.0969922659873097,GFN,21810000,-4260000,120370000,7792000,-430000,-2423000,1166000,6981000,-1239000,1405000,5.95,3000,41131000,,2605000,10261000,,-892000,4740000,,-207000,-0.07,0.0,-0.07,,105129000,32208000,-130000,272000,26164000,-4557000,29648000,,351627000,,1,88102000,88102000,-8832000,-873000,-1765000,-402000,44390000,-36247000,,5.4,4740000,429880000,-1450000,,,3915000,,53654000,,-12355000,23388000,2017-06-30,,-12972000,17405000,355734000,,0.0,2017-11-07,675314000,-11174000,15207000,-4256000,90753000,46785000,452066000,68599000,-4870000,73339000,95046000,-12355000
1,0.25,0.014492753623188248,0.2844036697247705,0.4736842105263157,0.021202207650603124,GFN,45444000,-5399000,138259000,10227000,2435000,-4644000,-4925000,4855000,-1674000,303000,7.15,3000,41641000,,2425000,10324000,,-922000,5647000,,918000,-0.04,0.02,-0.06,,106286000,35276000,-1362000,-518000,24729000,-5822000,34561000,,430332000,,1,504000,504000,80071000,-43000,-965000,-844000,49263000,-20764000,,7.25,5647000,431924000,-2254000,,,306000,,56396000,,-14996000,22997000,2017-09-30,,-13015000,19503000,435689000,,0.333,2018-02-06,688690000,76895000,4663000,-80041000,102754000,51107000,537835000,71270000,-7009000,76917000,110251000,-14996000
2,,,,,,GFN,46710000,-9673000,138333000,5507000,-4720000,-5780000,2194000,-1817000,818000,259000,,3000,49815000,,1834000,9668000,,-922000,15112000,,-1901000,0.08,0.11,-0.03,,109989000,42315000,3783000,809000,24960000,-9447000,32801000,,429913000,,1,504000,504000,10392000,2974000,2052000,2974000,54676000,-21940000,,,15112000,438419000,-2603000,,13000,3883000,,53967000,,-15286000,23316000,2017-12-31,,-10041000,17672000,440071000,,3.667,,698244000,6901000,9952000,-19672000,101560000,60751000,544631000,77018000,-11329000,92130000,113009000,-15286000
3,,,,,,GFN,46450000,-6470000,138778000,10827000,5320000,1295000,3582000,3630000,1365000,-1757000,,3000,44539000,,1726000,10131000,,-922000,10892000,,-776000,-0.06,0.0,-0.06,,110699000,39882000,-335000,228000,24362000,-9398000,29208000,,429081000,,1,504000,504000,-2140000,-563000,-1485000,-563000,53149000,-22492000,,,10892000,438438000,321000,,20000,4381000,,56165000,,-15608000,22731000,2018-03-31,,-10604000,18976000,439678000,,0.0,,699847000,-2614000,18241000,-9531000,103617000,61428000,546674000,73529000,-11227000,84421000,112569000,-15608000
0,-0.2464480874316941,0.03141361256544495,-0.05092911218169305,-0.13920099875156056,-0.07371757589656744,GG,641000000,-277000000,,155000000,75000000,3000000,-5000000,81000000,-118000000,-47000000,12.81,17926000000,459000000,50000000,,265000000,,-15000000,98000000,,,0.09,-0.02,0.11,,,407000000,92000000,-19000000,59000000,-31000000,398000000,9000000,2083000000,2289000000,1,,,14000000,111000000,111000000,111000000,667000000,13900000000,,13.92,98000000,227000000,,-1000000,43000000,166000000,,4346000000,25000000,357000000,18060000000,2017-09-30,,-4324000000,40000000,2826000000,40000000,-0.18200001,2017-07-27,21938000000,-1000000,315000000,-239000000,1303000000,1306000000,7979000000,768000000,-6000000,866000000,13959000000,357000000
1,-0.17254650416933925,0.014150943396226356,0.007025761124121788,-0.0652173913043479,0.0015491869868293187,GG,568000000,-417000000,,186000000,31000000,-14000000,-23000000,-34000000,-963000000,278000000,12.92,17930000000,454000000,112000000,,1044000000,,-16000000,-739000000,,,0.1,-0.01,0.11,,,399000000,-99000000,-341000000,59000000,-30000000,441000000,5000000,1984000000,2914000000,1,,,-101000000,242000000,242000000,242000000,437000000,14125000000,,12.89,-739000000,258000000,,-1000000,2000000,179000000,,4020000000,25000000,354000000,17311000000,2017-12-31,,-4100000000,46000000,2731000000,48000000,-0.091000006,2017-10-26,21685000000,-117000000,511000000,-363000000,1143000000,1255000000,7501000000,1592000000,640000000,853000000,14184000000,354000000
2,-0.2057761732851986,-0.10204081632653061,-0.004524886877828038,0.0369206598586016,0.043726862212885256,GG,560000000,-281000000,,123000000,-63000000,10000000,3000000,-40000000,-39000000,-6000000,13.79,17958000000,464000000,86000000,,251000000,,-14000000,79000000,,,0.08,-0.03,0.11,,,382000000,71000000,4000000,,-30000000,445000000,17000000,2035000000,2893000000,1,,,-52000000,67000000,67000000,67000000,427000000,14219000000,,13.62,79000000,288000000,,-4000000,36000000,205000000,,3957000000,-5000000,265000000,17363000000,2018-03-31,,-4004000000,41000000,2674000000,40000000,-0.273,2018-02-15,21615000000,-66000000,271000000,-268000000,1071000000,1165000000,7396000000,767000000,-8000000,846000000,14219000000,265000000
3,-0.028551532033426197,0.013071895424836555,-0.06501340482573725,0.07060629316960854,-0.02100765412473056,GG,487000000,-320000000,,118000000,-5000000,38000000,12000000,-58000000,146000000,30000000,13.66,17960000000,442000000,84000000,,255000000,,-15000000,29000000,,,0.05,-0.02,0.07,,,351000000,25000000,156000000,,-26000000,427000000,52000000,2175000000,2843000000,1,,,138000000,-131000000,-131000000,-131000000,364000000,14046000000,,13.7,29000000,288000000,,-18000000,29000000,85000000,,4070000000,4000000,238000000,17390000000,2018-06-30,,-4152000000,39000000,2812000000,41000000,-0.286,2018-04-26,21500000000,123000000,158000000,-286000000,979000000,972000000,7454000000,764000000,-4000000,793000000,14046000000,238000000
0,0.1322314049586779,0.10483870967741948,0.12757201646090532,0.19130434782608718,0.05329858172436192,GLUU,21305000,-2900000,581385000,62939000,-5174000,-1915000,,8020000,1728000,-743000,2.89,13000,29362000,,,3190000,,,-10549000,,-17000,0.0,0.03,-0.03,,117447000,51786000,-12728000,-1057000,19799000,-407000,,,,,1,,,,-11671000,-11671000,-11671000,34192000,47599000,,2.75,-10549000,37145000,,150000,28584000,75532000,,7094000,,-10000,6425000,2017-09-30,22004000,-396543000,37968000,,3000000,1.0,2017-08-02,318580000,177000,-925000,-4409000,137764000,126641000,133735000,91697000,-2179000,81148000,184845000,-10000
1,1.0366492146596862,0.05135135135135127,0.2880794701986755,0.6208333333333333,-0.01033600933066206,GLUU,21203000,-7693000,589962000,63764000,825000,-480000,,2144000,11478000,3174000,3.85,14000,55047000,,,1252000,,,-32047000,,-26000,-0.23,-0.2,-0.03,,116227000,25165000,-39147000,420000,18264000,-407000,,,,,1,,,,-39567000,-39567000,-39567000,34673000,19369000,,3.82,-32047000,12601000,,-600000,30681000,78162000,,12534000,,-6000,14630000,2017-12-31,21126000,-436110000,34551000,,5464000,-6.6670003,2017-11-02,299298000,4045000,5099000,-8293000,137576000,132904000,145438000,112259000,-7100000,80212000,153860000,-6000
2,0.3734939759036142,-0.07065217391304357,-0.05785123966942152,0.10322580645161294,-0.05098555473286764,GLUU,14600000,-1010000,596866000,48306000,-15458000,252000,,-1134000,7154000,-18073000,3.25,14000,29266000,,,2443000,,,-6700000,,-57000,0.04,0.02,0.02,,116227000,52177000,-7031000,175000,16797000,-91000,,,,,1,,,,-7206000,-7206000,-7206000,34421000,29386000,,3.48,-6700000,12234000,,,29741000,73164000,,12148000,,20000,14073000,2018-03-31,22710000,-434490000,34700000,,3576000,1.0,2018-02-09,278832000,348000,-16465000,716000,119501000,104274000,116422000,88143000,-331000,81443000,162410000,20000
3,0.8445378151260503,0.19293478260869557,0.2027397260273971,0.1285347043701799,0.07670790861990517,GLUU,16744000,-605000,603248000,61518000,12720000,-3821000,,11494000,6512000,30000,4.74,14000,32386000,,,2429000,,,-3842000,,-145000,0.07,0.02,0.05,,116227000,57807000,-4208000,207000,15329000,-366000,,,,,1,,,,-4415000,-4415000,-4415000,38012000,32816000,,4.49,-3842000,9841000,,,33115000,82252000,,9983000,,15000,13461000,2018-06-30,22832000,-438905000,37349000,,3478000,0.4,2018-05-02,295117000,241000,12229000,395000,140259000,120762000,130745000,94035000,-366000,90193000,164372000,15000
0,0.48406466512702107,0.06285147204763497,0.1257883672039244,0.2272727272727273,-0.05468988629662033,GLW,1179000000,-486000000,14013000000,3865000000,-324000000,-92000000,-56000000,194000000,-76000000,-9000000,30.42,853000000,1551000000,2641000000,,294000000,,-160000000,456000000,,72000000,0.43,0.02,0.41,,1684000000,1056000000,479000000,89000000,891000000,-37000000,1693000000,,3999000000,352000000,1,66000000,66000000,702000000,390000000,366000000,390000000,1748000000,12442000000,,31.54,456000000,3569000000,-3000000,35000000,948000000,232000000,,3647000000,,-1146000000,13344000000,2017-09-30,213000000,17533000000,369000000,4630000000,,0.049000002,2017-07-26,28094000000,-457000000,645000000,-584000000,8254000000,3065000000,10711000000,2151000000,23000000,2607000000,15017000000,-17382000000
1,0.2598656591099917,0.0,-0.06598194833488957,0.05150665732305537,0.06232848333459066,GLW,1439000000,-557000000,14089000000,4317000000,452000000,-35000000,-4000000,292000000,1804000000,-63000000,31.94,854000000,1603000000,813000000,,306000000,,-158000000,365000000,,85000000,0.49,0.02,0.47,,1694000000,1034000000,566000000,1978000000,869000000,-43000000,1712000000,,4757000000,340000000,1,72000000,72000000,485000000,-1412000000,-1437000000,-1412000000,1807000000,10835000000,,30.6,365000000,1747000000,-2000000,51000000,991000000,231000000,,3758000000,,-842000000,14017000000,2017-12-31,240000000,15930000000,407000000,5136000000,,0.043,2017-10-24,27494000000,-29000000,888000000,-492000000,8827000000,3209000000,11724000000,2272000000,201000000,2637000000,13398000000,-17475000000
