,1Year,1month,3month,6month,PostEarningsReturn,Underlying,accountsPayable,capitalExpenditures,capitalSurplus,cash,changeInCash,changeToAccountReceivables,changeToInventory,changeToLiabilities,changeToNetincome,changeToOperatingActivities,close,commonStock,costOfRevenue,deferredLongTermAssetCharges,deferredLongTermLiab,depreciation,discontinuedOperations,dividendsPaid,ebit,effectOfAccountingCharges,effectOfExchangeRate,epsActual,epsDifference,epsEstimate,extraordinaryItems,goodWill,grossProfit,incomeBeforeTax,incomeTaxExpense,intangibleAssets,interestExpense,inventory,investments,longTermDebt,longTermInvestments,maxAge,minorityInterest,minorityInterest_balance,netBorrowings,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,netReceivables,netTangibleAssets,nonRecurring,open,operatingIncome,otherAssets,otherCashflowsFromFinancingActivities,otherCashflowsFromInvestingActivities,otherCurrentAssets,otherCurrentLiab,otherItems,otherLiab,otherOperatingExpenses,otherStockholderEquity,propertyPlantEquipment,quarter,researchDevelopment,retainedEarnings,sellingGeneralAdministrative,shortLongTermDebt,shortTermInvestments,surprisePercent,timestamp,totalAssets,totalCashFromFinancingActivities,totalCashFromOperatingActivities,totalCashflowsFromInvestingActivities,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalOperatingExpenses,totalOtherIncomeExpenseNet,totalRevenue,totalStockholderEquity,treasuryStock
0,,-0.16256386437529025,-0.14142857142857135,0.07899461400359065,0.07426642564795288,ICHR,,,,,,,,,,,19.42,,,,,,,,,,,0.62,0.0,0.62,,,,,,,,,,,,,,,,,,,,,,18.51,,,,,,,,,,,,2017-09-30,,,,,,0.0,2017-08-11,,,,,,,,,,,,
1,,-0.04850031908104657,0.5355303810504632,0.47404844290657433,-0.06368934009925728,ICHR,,,,,,,,,,,27.98,,,,,,,,,,,0.7,0.02,0.68,,,,,,,,,,,,,,,,,,,,,,29.59,,,,,,,,,,,,2017-12-31,,,,,,0.029000001,2017-11-10,,,,,,,,,,,,
2,0.5856885147324116,0.008798775822494331,-0.1499032882011605,0.36068111455108376,-0.18073010482682497,ICHR,,,,,,,,,,,22.01,,,,,,,,,,,1.03,0.09,0.94,,,,,,,,,,,,,,,,,,,,,,27.02,,,,,,,,,,,,2018-03-31,,,,,,0.096,2018-02-08,,,,,,,,,,,,
3,0.20190858864892003,-0.03856970670952198,-0.14321518080916573,-0.1961706415854887,0.09253308711735088,ICHR,,,,,,,,,,,26.25,,,,,,,,,,,1.02,0.08,0.94,,,,,,,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,2018-06-30,,,,,,0.085,2018-05-09,,,,,,,,,,,,
0,-0.19095266626722596,0.1002199951112197,0.20186915887850465,0.22721076070162693,-0.14221254689116775,ICPT,10053000,-1864000,1470545000,120244000,58213000,-1257000,-1215000,3311000,14088000,-3463000,117.13,25000,172000,,,1382000,,,-66171000,,488000,-2.89,0.45,-3.34,,,41162000,-72601000,0,,-7354000,,115326000,351984000,,1,,,,-72601000,-72601000,-72601000,14487000,111667000,,128.0,-66171000,20770000,,-29000,,10835000,,9186000,,-632000,18141000,2017-09-30,45977000,-1358271000,61356000,351984000,372506000,0.135,2017-07-31,560426000,430000,-56138000,113433000,521515000,87589000,448759000,107505000,-6430000,41334000,111667000,-632000
1,-0.5019395506707612,-0.06280413625304138,-0.413047619047619,-0.4532469836763662,0.051082335905020156,ICPT,,-89000,,,-21142000,-443000,-4458000,0,13708000,350000,64.86,,823000,,,1290000,,,-104969000,,525000,-4.43,-0.88,-3.55,,,36864000,-111272000,0,,-7431000,,66807000,,,1,,,,-111272000,-111272000,-111272000,,111667000,,64.5,-104969000,,,,,,,,,,,2017-12-31,57498000,,84335000,351984000,,-0.248,2017-11-01,,481000,-88866000,66718000,,,,142656000,-6303000,37687000,111667000,
2,-0.5644266840645898,0.008116270290675631,-0.11367407899103887,-0.49021666507588046,0.04771077548028368,ICPT,13545000,-89000,1499476000,48871000,-21142000,-443000,-4458000,-21495000,13708000,350000,56.02,25000,280000,,,1290000,,,-75456000,,525000,-3.22,0.16,-3.38,,,35683000,-81590000,0,,-7509000,,66807000,359449000,,1,,,,-81590000,-81590000,-81590000,16944000,-52275000,,52.3,-75456000,15899000,,,,12580000,,7198000,,-643000,14074000,2018-03-31,48672000,-1551133000,62467000,359449000,277221000,0.047,2018-02-14,393818000,481000,-88866000,66718000,363845000,79446000,446093000,111419000,-6134000,35963000,-52275000,-643000
3,-0.40769749031497393,0.015742345465049157,0.19731018045624782,0.12582039378901877,-0.0025626437714568904,ICPT,9351000,44000,1774955000,77720000,28849000,-2565000,2125000,5114000,14826000,3249000,70.15,29000,713000,,,1138000,,,-69777000,,-1799000,-2.58,0.26,-2.84,,,42862000,-75193000,0,,-7589000,,-183303000,363300000,,1,,,,-75193000,-75193000,-75193000,19509000,146576000,,68.84,-69777000,14721000,,,,13160000,,6335000,,-2082000,12453000,2018-06-30,47415000,-1626326000,65224000,363300000,460618000,0.092,2018-05-08,604914000,261362000,-47455000,-183259000,577740000,88703000,458338000,113352000,-5416000,43575000,146576000,-2082000
0,0.3290278721957851,-0.020050125313283096,-0.11837655016910931,-0.15596330275229364,-0.027878628845963593,IDCC,11400000,-117000,675872000,283557000,102605000,-1082000,,39000,59439000,453000,76.05,707000,28673000,157385000,,14554000,,-10413000,40875000,,,1.0,0.34,0.66,,,68652000,38688000,3963000,310262000,-4480000,,18187000,281774000,,1,11915000,11915000,,35536000,35536000,34725000,400126000,509839000,,80.0,40875000,194459000,-22236000,,,402461000,,381893000,,-695000,11097000,2017-09-30,15924000,1209012000,11853000,281774000,683655000,0.515,2017-07-27,1936122000,-10459000,104749000,8315000,1420304000,440439000,1104106000,56450000,-2187000,97325000,820101000,-1065490000
1,-0.06765983860955926,0.009408602150537515,-0.012491781722550943,-0.17833698030634582,0.00993714702445222,IDCC,10260000,-1129000,680040000,433014000,149457000,183833000,,-591000,-50817000,31322000,75.85,707000,27598000,84582000,48000,13744000,,-12148000,145704000,,,2.68,1.69,0.99,,16000000,177706000,143930000,92263000,327971000,-4537000,,-44944000,285126000,,1,17881000,17881000,,52502000,52502000,51667000,216293000,511296000,,77.0,145704000,104482000,29037000,,59000,334179000,,319705000,,-2083000,10173000,2017-12-31,18480000,1249091000,13522000,285126000,724981000,1.707,2017-10-26,1854420000,-13302000,217459000,-54700000,1395794000,376441000,981272000,59600000,-1774000,205304000,855267000,-1074571000
2,-0.24717444717444725,-0.03037974683544309,0.032345013477088846,0.12234432234432235,-0.08582527792992642,IDCC,13629000,-399000,672692000,417481000,-15533000,24396000,,1083000,-51227000,-16881000,70.3,709000,26916000,37934000,,14699000,,-12155000,30150000,,,0.84,0.6,0.24,,,60528000,23814000,-4915000,321977000,-9243000,,19952000,288506000,,1,16685000,16685000,,29925000,29925000,28729000,66789000,697070000,,74.85,30150000,85598000,,,,88072000,,175730000,,-4279000,10185000,2018-03-31,16174000,1428437000,14204000,288506000,699136000,2.5,2018-02-22,1626158000,-26456000,-595000,11518000,1208398000,126190000,590426000,57294000,-6336000,87444000,1019047000,-1082791000
3,-0.13266998341625202,0.07539410555174775,-0.003809523809523818,0.04739652870493982,-0.03634403894467669,IDCC,9393000,-1143000,678434000,523779000,106298000,-40869000,,-3941000,15233000,7183000,75.65,710000,26487000,41750000,,14639000,,-12164000,15680000,,,0.3,0.11,0.19,,,43068000,10833000,1057000,316587000,-8961000,,120829000,291947000,,1,15755000,15755000,,10706000,10706000,9776000,77988000,703882000,,78.0,15680000,91969000,,,,89661000,,163182000,,-3903000,10575000,2018-06-30,15829000,1426888000,11559000,291947000,576782000,0.579,2018-04-26,1619650000,-11493000,6827000,110964000,1200519000,128297000,583426000,53875000,-4847000,69555000,1020469000,-1085563000
0,0.11946902654867264,0.025329280648429542,0.10359869138495092,0.11208791208791213,0.003944778291016546,IRT,23236000,-4372000,691550000,10128000,3857000,-1414000,,5259000,3354000,-226000,10.16,835000,17524000,,,8671000,,-12392000,11549000,,,0.02,-0.06,0.08,,,22542000,1156000,0,1418000,-6963000,,,731625000,,1,22546000,22546000,-33178000,1097000,1097000,1156000,9416000,618014000,,10.12,11549000,,-3318000,-975000,28696000,5176000,,3063000,,3466000,1351973000,2017-09-30,,-76419000,2322000,731625000,,-0.75,2017-08-01,1405212000,77012000,17023000,-90178000,51821000,28546000,763234000,28517000,-10393000,40066000,619432000,3466000
1,0.21811680572109649,-0.01256038647342983,0.0059055118110236116,0.0849256900212314,-0.006872879287762064,IRT,17216000,-4270000,703849000,9985000,-143000,664000,,-6520000,-1463000,78000,10.15,846000,18306000,,,9912000,,-15025000,11831000,,,0.08,0.0,0.08,,,24141000,6519000,0,1099000,-7129000,,,778442000,,1,22019000,22019000,43630000,6293000,6293000,6519000,7556000,623001000,,10.07,11831000,,-4717000,2089000,4634000,5245000,,3353000,,4626000,1420059000,2017-12-31,,-85221000,2398000,778442000,,0.0,2017-10-31,1450624000,35530000,9268000,-44941000,29466000,22710000,804505000,30616000,-5312000,42447000,624100000,4626000
2,-0.06096256684491985,-0.06096256684491985,-0.13326752221125382,-0.11758793969849246,-0.02071420438756322,IRT,17896000,-4954000,718260000,10399000,1425000,829000,,-633000,505000,57000,8.6,868000,20101000,,,11224000,,-5245000,11696000,,,0.04,-0.01,0.05,,,25654000,3500000,0,1449000,-8340000,,,903286000,,1,7553000,7553000,85264000,3412000,3412000,3500000,5318000,627988000,,9.0,11696000,,-181000,,5645000,15754000,,3580000,,7890000,1544543000,2018-03-31,,-97581000,2734000,903286000,,-0.2,2018-02-20,1577879000,79838000,15838000,-94251000,31887000,34023000,940889000,34059000,-8196000,45755000,629437000,7890000
3,-0.007391763463569179,0.052631578947368585,-0.022869022869022704,-0.10390848427073407,-0.011771136450211165,IRT,24173000,-10302000,719656000,10896000,1903000,-1339000,,4825000,966000,-10000,9.29,870000,20295000,,,11583000,,-15593000,12139000,,,0.04,-0.01,0.05,,,26594000,3545000,0,406000,-8594000,,,911772000,,1,7440000,7440000,8170000,3509000,3509000,3545000,6712000,619461000,,9.15,12139000,,-100000,,148183000,15922000,,3520000,,9103000,1405165000,2018-06-30,,-109762000,2872000,911772000,,-0.2,2018-04-25,1583117000,-7404000,19859000,-10552000,177546000,40518000,955810000,34750000,-8594000,46889000,619867000,9103000
0,-0.253623188405797,0.04040404040404044,0.11351351351351346,0.061855670103092786,0.0474022388945839,KGC,77900000,-204700000,237100000,992100000,-69200000,-76500000,-60700000,46100000,13200000,,4.32,14902500000,427500000,90900000,9100000,215500000,,,72200000,,1700000,0.07,0.05,0.02,,162700000,400500000,49800000,-10300000,,-24400000,1042000000,-32900000,1732000000,228200000,1,36600000,36600000,-5300000,60100000,60100000,60100000,141400000,4217000000,,4.27,72200000,572800000,-29500000,2300000,53700000,125200000,,1356400000,63000000,38400000,4809600000,2017-09-30,,-10798300000,31600000,1732000000,57600000,2.5,2017-08-03,8089100000,-34800000,197700000,-233800000,2315800000,584400000,3672800000,755800000,-22400000,828000000,4379700000,38400000
1,0.06905370843989767,-0.04783599088838264,-0.016470588235294237,0.019512195121951237,0.04445176257083401,KGC,77400000,-313300000,240700000,1025800000,33700000,142000000,-20900000,-76800000,-375900000,,4.37,14902500000,414500000,33300000,8900000,480400000,,,-142100000,,500000,0.01,-0.02,0.03,,162700000,395800000,142800000,-73800000,,-20800000,1094300000,-23700000,1732600000,211700000,1,35600000,35600000,,217600000,217600000,216600000,84600000,4420900000,,4.35,-142100000,611200000,-30000000,1600000,48800000,102700000,,1220100000,-2600000,21100000,4887200000,2017-12-31,,-10580700000,33800000,1732600000,11100000,-0.667,2017-11-09,8157200000,-29600000,366400000,-333200000,2284400000,585300000,3538000000,952400000,284900000,810300000,4583600000,21100000
2,0.08651399491094125,-0.022883295194508158,-0.011574074074074292,0.023980815347721673,-0.07033200794418681,KGC,74000000,-246900000,230600000,997900000,-27900000,-2400000,-23000000,-23200000,35700000,,3.98,14912500000,444600000,31100000,8600000,200300000,,,170700000,,-400000,0.1,0.05,0.05,,162700000,452600000,160200000,54000000,,-19700000,1093900000,-14300000,1733200000,189200000,1,35700000,35700000,,106100000,106100000,106200000,89200000,4504500000,,4.2,170700000,637000000,-30000000,1900000,43200000,142100000,,1249700000,32600000,-57600000,4986800000,2018-03-31,,-10418300000,35700000,1733200000,11600000,1.0,2018-02-15,8231500000,-29600000,293500000,-291400000,2255800000,545700000,3528600000,726500000,-10500000,897200000,4667200000,-57600000
3,0.08136482939632539,0.12261580381471404,0.032581453634085156,0.037783375314861534,-0.11566150129495618,KGC,72200000,-247100000,232800000,918700000,-79200000,-41700000,21200000,7200000,-2200000,,3.67,14913400000,454900000,30800000,8300000,197600000,,,39000000,,-4700000,0.03,0.0,0.03,,162700000,320100000,26500000,24400000,,-17400000,1074300000,-15900000,1733800000,172800000,1,35400000,35400000,,2400000,2400000,2100000,62400000,4451100000,,3.85,39000000,640400000,-100000,3000000,49400000,153200000,,1254300000,36700000,-116500000,5071700000,2018-06-30,,-10415900000,30300000,1733800000,50700000,0.0,2018-05-09,8223800000,,184500000,-259000000,2176200000,586500000,3574600000,736000000,-12500000,775000000,4613800000,-116500000
0,0.018963486454652623,0.044554455445544594,-0.03556298773690081,-0.023699356731745835,0.0017324021194802485,KHC,3947000000,-266000000,58695000000,1441000000,31000000,-463000000,-149000000,39000000,-52000000,-398000000,86.66,12000000,3920000000,,,273000000,,-727000000,1756000000,,14000000,0.83,0.01,0.82,,44858000000,2394000000,1359000000,416000000,59500000000,-306000000,3188000000,,28299000000,,1,212000000,212000000,242000000,944000000,944000000,943000000,1365000000,-45599000000,,87.58,1756000000,1531000000,7000000,567000000,1234000000,1284000000,,23394000000,,-1085000000,6934000000,2017-09-30,,1360000000,638000000,31509000000,,0.012,2017-08-04,120051000000,-478000000,194000000,301000000,7228000000,9387000000,61080000000,4558000000,-397000000,6314000000,58759000000,-1308000000
1,-0.12074233337105356,-0.0009000900090008201,-0.10183793781065775,-0.13377926421404684,0.004238110755068035,KHC,,,,,,,,,,,78.03,,,,,,,,,,,0.9,-0.05,0.95,,,,,,,,,,,,,,,,,,,,,,76.84,,,,,,,,,,,,2017-12-31,,,,,,-0.053000003,2017-11-02,,,,,,,,,,,,
2,-0.20182227345079318,-0.08275514065850897,-0.08402620307382214,-0.1594219653179192,-0.026619925962291315,KHC,4241000000,-223000000,58733000000,1794000000,31000000,-712000000,-312000000,-69000000,-116000000,395000000,70.8,12000000,3983000000,,,234000000,,-897000000,1571000000,,-10000000,0.89,0.07,0.82,,44843000000,2321000000,1254000000,261000000,59600000000,-317000000,3144000000,,28561000000,,1,215000000,215000000,518000000,993000000,993000000,993000000,1724000000,-38195000000,,69.94,1571000000,1640000000,3000000,442000000,775000000,1433000000,,15434000000,,-975000000,7267000000,2018-03-31,,8718000000,750000000,32304000000,,0.085,2018-02-16,120787000000,-376000000,413000000,4000000,7437000000,10329000000,54324000000,4733000000,-317000000,6304000000,66248000000,-1215000000
3,-0.39101123595505616,-0.11697621375040734,-0.30858527873453245,-0.27992560116912446,0.013742772404029933,KHC,4326000000,-215000000,58766000000,3369000000,1575000000,-1289000000,-128000000,212000000,348000000,-325000000,54.95,12000000,4242000000,,,242000000,,-762000000,1687000000,,-70000000,1.0,0.08,0.92,,44270000000,2444000000,1046000000,291000000,59101000000,-318000000,3161000000,,31380000000,,1,195000000,195000000,2022000000,756000000,756000000,755000000,2164000000,-37694000000,,56.27,1687000000,1766000000,-6000000,790000000,807000000,1099000000,,15553000000,,-1557000000,7258000000,2018-06-30,,8710000000,757000000,34168000000,,0.087,2018-05-03,121896000000,1254000000,-184000000,575000000,9501000000,9091000000,56024000000,4999000000,-641000000,6686000000,65677000000,-1811000000
0,-0.3683200000000001,0.05617977528089879,-0.06622516556291402,-0.21417197452229308,0.06282733144346969,KIM,,,5926392000,156588000,13489000,-5105000,,48390000,-46485000,-12491000,21.02,4256000,74324000,,,88443000,,-128389000,102789000,,,0.24,0.11,0.13,,,220521000,121519000,-697000,,-47258000,,-1086000,5551271000,737351000,1,210951000,210951000,176266000,121030000,101431000,122216000,182012000,5213300000,,20.1,102789000,478472000,-90118000,6500000,14900000,123270000,,603417000,,-717348000,10132918000,2017-09-30,,,28588000,5551271000,,0.84599996,2017-07-27,11702241000,-49464000,193782000,-130829000,353500000,123270000,6277958000,192056000,18730000,294845000,5213300000,-717348000
1,-0.3321286591976871,-0.04791344667697062,-0.1208372978116079,-0.10595065312046448,-0.008150004361924527,KIM,185702000,,6152764000,238513000,81925000,-7745000,,-33467000,25907000,-2750000,18.33,4256000,84575000,15175000,155472000,48924000,,-124990000,133637000,,,0.17,0.02,0.15,,,230650000,85910000,1344000,278343000,-52126000,,30706000,5478927000,714710000,1,144046000,144046000,-117969000,84896000,72929000,84566000,201757000,5115860000,,18.5,133637000,408017000,-1669000,6500000,22400000,128892000,,431915000,,-762817000,9899986000,2017-12-31,,,26560000,5478927000,,0.133,2017-10-26,11763726000,-22432000,120365000,-16008000,462670000,314594000,6225436000,181588000,-47727000,315225000,5394203000,-762817000
2,-0.4222042139384117,-0.14096385542168688,-0.24749340369393136,-0.27503812913065584,0.028346177168740484,KIM,,,6164185000,218313000,-20200000,5224000,,10371000,-36479000,-12309000,14.67,4249000,86583000,,,81382000,,-130241000,111584000,,,0.3,0.15,0.15,,,217495000,144034000,52000,,-49943000,,-2295000,5097322000,775600000,1,93982000,93982000,-165032000,144090000,128902000,143982000,190033000,5424523000,,14.65,111584000,359975000,-5500000,6500000,,132209000,,624423000,,-743911000,9828581000,2018-03-31,,,22398000,5097322000,,1.0,2018-02-15,11372502000,-291905000,192279000,79426000,408346000,132209000,5853954000,192494000,32450000,304078000,5424523000,-743911000
3,-0.3901427913403962,-0.06298655343241333,-0.18922229026331894,-0.29835718071012196,0.06080232061743554,KIM,,,6117862000,305577000,87264000,4082000,,-15510000,-63016000,-10995000,14.07,4214000,81341000,,,79760000,,-134470000,107714000,,,0.36,0.2,0.16,,,212062000,165089000,-720000,,-46434000,,2440000,5068716000,909814000,1,93919000,93919000,-31140000,165386000,149989000,165809000,185951000,5411167000,,13.54,107714000,223537000,-4708000,6500000,10200000,130262000,,587676000,,-710909000,9656704000,2018-06-30,,,23537000,5068716000,,1.25,2018-04-26,11291783000,-221168000,159707000,148725000,501728000,130262000,5786654000,185689000,57375000,293403000,5411167000,-710909000
0,-0.37643678160919547,-0.09583333333333333,-0.026905829596412634,-0.01363636363636378,0.09656619839105111,PDLI,10448000,-455000,,510085000,160657000,3507000,-462000,402000,-39375000,9531000,2.39,1543000,5565000,6186000,,7161000,,-201000,-8083000,,,0.14,0.01,0.13,,,15780000,25487000,4755000,574043000,-5096000,12216000,80497000,115716000,6600000,1,,,-126447000,20732000,20732000,20732000,75010000,248939000,,2.48,-8083000,21835000,-87007000,136687000,,28439000,,91008000,,-101943000,8130000,2017-09-30,605000,923382000,16983000,240638000,6409000,0.077,2017-08-04,1223838000,-87007000,-3549000,251213000,613230000,194132000,400856000,29428000,33570000,21345000,822982000,-101943000
1,-0.05128205128205132,-0.13196480938416422,0.23849372384937229,0.303964757709251,0.03974032864951412,PDLI,19785000,-137000,,527266000,17181000,-13633000,1165000,9445000,-26035000,-14921000,3.08,1538000,17905000,2432000,1300000,7139000,,-201000,-4005000,,,0.15,0.12,0.03,,,19252000,30982000,8646000,565046000,-5139000,9147000,2061000,117415000,6600000,1,,,-126447000,22336000,22336000,22336000,84796000,280844000,,2.93,-4005000,23812000,,,,18941000,,86709000,,-101262000,7222000,2017-12-31,729000,945614000,16277000,243481000,4848000,4.0,2017-11-03,1243123000,-201000,-17439000,34821000,640443000,193109000,397233000,41162000,34987000,37157000,845890000,-101262000
2,0.23831775700934577,0.0,-0.0955631399317407,-0.1368078175895765,0.13729787541999947,PDLI,9954000,-1398000,,405078000,-122188000,8566000,-4919000,-9940000,-10673000,-7081000,3.04,1528000,10566000,2588000,400000,7297000,,,-8148000,,,0.01,-0.08,0.09,,,16112000,2621000,1019000,554877000,-3585000,14012000,4115000,119166000,6600000,1,,,-126447000,1602000,1602000,1602000,78482000,288232000,,3.07,-8148000,20423000,,,,13126000,,87163000,,-101486000,7557000,2018-03-31,793000,944255000,17174000,119166000,,-0.889,2018-03-09,1100401000,-130007000,-13521000,21340000,510944000,50963000,257292000,34826000,10769000,26678000,843109000,-102674000
3,0.36563876651982374,0.04026845637583887,0.16981132075471694,0.006493506493506551,-0.08408311721054144,PDLI,11212000,-2517000,,395653000,-9425000,3143000,-424000,-4709000,106057000,-6539000,2.85,1460000,14524000,,200000,7408000,,,-8524000,,,-0.76,-0.82,0.06,,,18458000,-126561000,-14265000,389635000,-2811000,14801000,1000,120945000,6600000,1,,,,-112296000,-112296000,-112296000,80824000,322993000,,2.9,-8524000,31866000,,,,11635000,,66699000,,-100229000,9223000,2018-06-30,684000,811397000,19914000,120945000,,-13.667,2018-05-10,945995000,-20044000,-6235000,16854000,508671000,45723000,233367000,41506000,-118037000,32982000,712628000,-100229000
0,-0.10111141230685838,-0.012801428996725428,-0.018354055654233425,0.05908655381667183,-0.002415460111603662,PFE,,,,,,,,,,,33.08,,,,,,,,,,,0.67,0.02,0.65,,,,,,,,,,,,,,,,,,,,,,33.04,,,,,,,,,,,,2017-09-30,,,,,,0.031,2017-08-01,,,,,,,,,,,,
1,0.10084559974945195,-0.025505960632104308,0.06257557436517525,0.04581969651889306,-0.002563738763585404,PFE,4656000000,-700000000,84278000000,1342000000,-1437000000,259000000,-357000000,46000000,-12029000000,4992000000,35.06,464000000,2816000000,700000000,,1557000000,1000000,-1909000000,3082000000,,-14000000,0.62,0.06,0.56,,55952000000,10887000000,952000000,-11336000000,48741000000,-330000000,7578000000,-4137000000,33715000000,7492000000,1,348000000,348000000,-1671000000,12274000000,12274000000,12288000000,11271000000,-33406000000,,35.05,3082000000,4605000000,-11000000,131000000,2197000000,10435000000,,35999000000,,-9321000000,13865000000,2017-12-31,2299000000,85291000000,4319000000,43669000000,18650000000,0.107,2017-10-31,171797000000,-3385000000,6742000000,-4779000000,41142000000,30427000000,100141000000,10621000000,-2130000000,13703000000,71287000000,-98746000000
2,0.24188415022278797,0.0728622491064066,0.09177392277560159,0.17707390648567123,-0.03176523256942329,PFE,,,,,,,,,,,37.8,,,,,,,,,,,0.77,0.02,0.75,,,,,,,,,,,,,,,,,,,,,,38.21,,,,,,,,,,,,2018-03-31,,,,,,0.027,2018-01-30,,,,,,,,,,,,
3,0.07930424528301883,0.04450784593437951,-0.061763198359815585,0.0243424734191382,-0.03360960699241613,PFE,,,,,,,,,,,35.4,,,,,,,,,,,0.81,0.07,0.74,,,,,,,,,,,,,,,,,,,,,,35.58,,,,,,,,,,,,2018-06-30,,,,,,0.095,2018-05-01,,,,,,,,,,,,
0,-0.10111141230685838,-0.012801428996725428,-0.018354055654233425,0.05908655381667183,-0.002415460111603662,PFE,,,,,,,,,,,33.08,,,,,,,,,,,0.67,0.02,0.65,,,,,,,,,,,,,,,,,,,,,,33.04,,,,,,,,,,,,2017-09-30,,,,,,0.031,2017-08-01,,,,,,,,,,,,
1,0.10084559974945195,-0.025505960632104308,0.06257557436517525,0.04581969651889306,-0.002563738763585404,PFE,4656000000,-700000000,84278000000,1342000000,-1437000000,259000000,-357000000,46000000,-12029000000,4992000000,35.06,464000000,2816000000,700000000,,1557000000,1000000,-1909000000,3082000000,,-14000000,0.62,0.06,0.56,,55952000000,10887000000,952000000,-11336000000,48741000000,-330000000,7578000000,-4137000000,33715000000,7492000000,1,348000000,348000000,-1671000000,12274000000,12274000000,12288000000,11271000000,-33406000000,,35.05,3082000000,4605000000,-11000000,131000000,2197000000,10435000000,,35999000000,,-9321000000,13865000000,2017-12-31,2299000000,85291000000,4319000000,43669000000,18650000000,0.107,2017-10-31,171797000000,-3385000000,6742000000,-4779000000,41142000000,30427000000,100141000000,10621000000,-2130000000,13703000000,71287000000,-98746000000
2,0.24188415022278797,0.0728622491064066,0.09177392277560159,0.17707390648567123,-0.03176523256942329,PFE,,,,,,,,,,,37.8,,,,,,,,,,,0.77,0.02,0.75,,,,,,,,,,,,,,,,,,,,,,38.21,,,,,,,,,,,,2018-03-31,,,,,,0.027,2018-01-30,,,,,,,,,,,,
3,0.07930424528301883,0.04450784593437951,-0.061763198359815585,0.0243424734191382,-0.03360960699241613,PFE,,,,,,,,,,,35.4,,,,,,,,,,,0.81,0.07,0.74,,,,,,,,,,,,,,,,,,,,,,35.58,,,,,,,,,,,,2018-06-30,,,,,,0.095,2018-05-01,,,,,,,,,,,,
0,-0.10111141230685838,-0.012801428996725428,-0.018354055654233425,0.05908655381667183,-0.002415460111603662,PFE,,,,,,,,,,,33.08,,,,,,,,,,,0.67,0.02,0.65,,,,,,,,,,,,,,,,,,,,,,33.04,,,,,,,,,,,,2017-09-30,,,,,,0.031,2017-08-01,,,,,,,,,,,,
1,0.10084559974945195,-0.025505960632104308,0.06257557436517525,0.04581969651889306,-0.002563738763585404,PFE,4656000000,-700000000,84278000000,1342000000,-1437000000,259000000,-357000000,46000000,-12029000000,4992000000,35.06,464000000,2816000000,700000000,,1557000000,1000000,-1909000000,3082000000,,-14000000,0.62,0.06,0.56,,55952000000,10887000000,952000000,-11336000000,48741000000,-330000000,7578000000,-4137000000,33715000000,7492000000,1,348000000,348000000,-1671000000,12274000000,12274000000,12288000000,11271000000,-33406000000,,35.05,3082000000,4605000000,-11000000,131000000,2197000000,10435000000,,35999000000,,-9321000000,13865000000,2017-12-31,2299000000,85291000000,4319000000,43669000000,18650000000,0.107,2017-10-31,171797000000,-3385000000,6742000000,-4779000000,41142000000,30427000000,100141000000,10621000000,-2130000000,13703000000,71287000000,-98746000000
2,0.24188415022278797,0.0728622491064066,0.09177392277560159,0.17707390648567123,-0.03176523256942329,PFE,,,,,,,,,,,37.8,,,,,,,,,,,0.77,0.02,0.75,,,,,,,,,,,,,,,,,,,,,,38.21,,,,,,,,,,,,2018-03-31,,,,,,0.027,2018-01-30,,,,,,,,,,,,
3,0.07930424528301883,0.04450784593437951,-0.061763198359815585,0.0243424734191382,-0.03360960699241613,PFE,,,,,,,,,,,35.4,,,,,,,,,,,0.81,0.07,0.74,,,,,,,,,,,,,,,,,,,,,,35.58,,,,,,,,,,,,2018-06-30,,,,,,0.095,2018-05-01,,,,,,,,,,,,
0,-0.10111141230685838,-0.012801428996725428,-0.018354055654233425,0.05908655381667183,-0.002415460111603662,PFE,,,,,,,,,,,33.08,,,,,,,,,,,0.67,0.02,0.65,,,,,,,,,,,,,,,,,,,,,,33.04,,,,,,,,,,,,2017-09-30,,,,,,0.031,2017-08-01,,,,,,,,,,,,
1,0.10084559974945195,-0.025505960632104308,0.06257557436517525,0.04581969651889306,-0.002563738763585404,PFE,4656000000,-700000000,84278000000,1342000000,-1437000000,259000000,-357000000,46000000,-12029000000,4992000000,35.06,464000000,2816000000,700000000,,1557000000,1000000,-1909000000,3082000000,,-14000000,0.62,0.06,0.56,,55952000000,10887000000,952000000,-11336000000,48741000000,-330000000,7578000000,-4137000000,33715000000,7492000000,1,348000000,348000000,-1671000000,12274000000,12274000000,12288000000,11271000000,-33406000000,,35.05,3082000000,4605000000,-11000000,131000000,2197000000,10435000000,,35999000000,,-9321000000,13865000000,2017-12-31,2299000000,85291000000,4319000000,43669000000,18650000000,0.107,2017-10-31,171797000000,-3385000000,6742000000,-4779000000,41142000000,30427000000,100141000000,10621000000,-2130000000,13703000000,71287000000,-98746000000
2,0.24188415022278797,0.0728622491064066,0.09177392277560159,0.17707390648567123,-0.03176523256942329,PFE,,,,,,,,,,,37.8,,,,,,,,,,,0.77,0.02,0.75,,,,,,,,,,,,,,,,,,,,,,38.21,,,,,,,,,,,,2018-03-31,,,,,,0.027,2018-01-30,,,,,,,,,,,,
