,1Year,1month,3month,6month,PostEarningsReturn,Underlying,accountsPayable,capitalExpenditures,capitalSurplus,cash,changeInCash,changeToAccountReceivables,changeToInventory,changeToLiabilities,changeToNetincome,changeToOperatingActivities,close,commonStock,costOfRevenue,deferredLongTermAssetCharges,deferredLongTermLiab,depreciation,discontinuedOperations,dividendsPaid,ebit,effectOfAccountingCharges,effectOfExchangeRate,epsActual,epsDifference,epsEstimate,extraordinaryItems,goodWill,grossProfit,incomeBeforeTax,incomeTaxExpense,intangibleAssets,interestExpense,inventory,investments,longTermDebt,longTermInvestments,maxAge,minorityInterest,minorityInterest_balance,netBorrowings,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,netReceivables,netTangibleAssets,nonRecurring,open,operatingIncome,otherAssets,otherCashflowsFromFinancingActivities,otherCashflowsFromInvestingActivities,otherCurrentAssets,otherCurrentLiab,otherItems,otherLiab,otherOperatingExpenses,otherStockholderEquity,propertyPlantEquipment,quarter,researchDevelopment,retainedEarnings,sellingGeneralAdministrative,shortLongTermDebt,shortTermInvestments,surprisePercent,timestamp,totalAssets,totalCashFromFinancingActivities,totalCashFromOperatingActivities,totalCashflowsFromInvestingActivities,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalOperatingExpenses,totalOtherIncomeExpenseNet,totalRevenue,totalStockholderEquity,treasuryStock
0,-0.011575772397489192,0.050329175329175246,0.13328348443779792,0.11555800901646895,-0.12334486575088828,CASY,281645000,-91548000,,159101000,82384000,-1300000,-24244000,-20010000,25511000,9156000,107.18,,1378484000,,,52369000,,-9312000,103081000,,,1.46,0.02,1.44,,132806000,476697000,91706000,34948000,,-11375000,225973000,,1057238000,,1,,,148997000,56758000,56758000,56758000,45974000,1033706000,,114.5,103081000,23632000,-3494000,,,,,491868000,,,2561744000,2017-07-31,,1166512000,321247000,1072667000,,0.0139999995,2017-12-12,3157481000,58508000,117139000,-93263000,439299000,441863000,1990969000,1752100000,-11375000,1855181000,1166512000,
1,-0.026619964973730315,-0.01576058083938381,-0.07766345834716226,0.05374917053749173,0.012693475161577589,CASY,307110000,-157249000,,285185000,126084000,2046000,-14791000,20079000,10823000,1487000,112.58,,1447018000,,,54157000,,-9923000,90551000,,,1.28,-0.13,1.41,,137319000,467657000,77575000,28657000,,-12976000,241681000,,1299626000,,1,,,242395000,48918000,48918000,48918000,42595000,1017013000,,108.68,90551000,24466000,-162000,,,,,498595000,,,2682169000,2017-10-31,,1154332000,322949000,1315060000,,-0.092,2018-03-07,3420182000,177678000,124424000,-176018000,576228000,467629000,2265850000,1824124000,-12976000,1914675000,1154332000,
2,,,,,,CASY,294262000,-177601000,,138711000,-146474000,991000,-13835000,-13410000,-133498000,-3371000,,2286000,1403257000,,,57042000,,-9788000,39841000,,,0.48,-0.15,0.63,,137759000,419924000,26371000,-166594000,,-13470000,255584000,,1299311000,,1,,,-389000,192965000,192965000,192965000,74743000,1192044000,,,39841000,34543000,-270000,,,,,362848000,,,2804644000,2018-01-31,,1327517000,323041000,1314680000,,-0.23799999,,3453181000,-21435000,54413000,-179452000,476235000,461219000,2123378000,1783340000,-13470000,1823181000,1329803000,
3,,,,,,CASY,321419000,-151023000,,53679000,-85032000,-3538000,14464000,28092000,20067000,6258000,,,1473972000,,,57402000,,-9757000,32411000,,,0.51,-0.15,0.66,,140258000,405115000,18785000,-477000,,-14702000,241668000,,1284000000,,1,,,32009000,19262000,19262000,19262000,95727000,1130883000,,,32411000,29909000,-500000,,,,,399211000,,,2902920000,2018-04-30,,1271141000,315302000,1346699000,,-0.22700001,,3469927000,-48251000,123821000,-160602000,396840000,507850000,2198786000,1846676000,-13626000,1879087000,1271141000,
0,0.36281179138322006,0.039093266737105115,0.11744654477843208,0.14524666525513452,0.057127600522430294,CAT,6113000000,-513000000,,8736000000,-641000000,-13000000,-801000000,258000000,107000000,-93000000,114.54,5460000000,8239000000,2845000000,,723000000,,-461000000,1655000000,,27000000,1.95,0.68,1.27,,6179000000,3174000000,1531000000,470000000,2175000000,-118000000,10212000000,-76000000,8820000000,,1,70000000,70000000,-1427000000,1059000000,1059000000,1061000000,6612000000,7256000000,,113.24,1655000000,4427000000,-1000000,33000000,239000000,2760000000,,12125000000,-12000000,-1233000000,9851000000,2017-09-30,455000000,28530000000,1064000000,35925000000,,0.535,2017-07-25,78560000000,-1619000000,1240000000,-289000000,37185000000,25903000000,62863000000,9758000000,-124000000,11413000000,15627000000,-18363000000
1,0.5253098575234567,0.05920205920205923,0.14964204644665613,0.2610610994062441,0.04861656812698586,CAT,6487000000,-699000000,,7381000000,-1330000000,-696000000,194000000,107000000,1668000000,-157000000,138.24,5593000000,9472000000,1569000000,,724000000,,-464000000,1417000000,,-2000000,2.16,0.37,1.79,,6183000000,3424000000,1119000000,2418000000,2111000000,-169000000,10018000000,-46000000,7492000000,,1,69000000,69000000,-1090000000,-1299000000,-1299000000,-1299000000,7376000000,5386000000,,140.06,1417000000,3495000000,-2000000,23000000,48000000,3242000000,,12418000000,-12000000,-1192000000,14155000000,2017-12-31,579000000,26301000000,1440000000,34880000000,,0.207,2017-10-24,76962000000,-1343000000,541000000,-526000000,36244000000,26931000000,63196000000,11479000000,-298000000,12896000000,13697000000,-18197000000
2,0.7491687448046551,0.08083467094703045,0.2784021871202915,0.46970490658285313,0.006099927119599851,CAT,6938000000,-757000000,,7034000000,-393000000,-326000000,-803000000,486000000,150000000,-918000000,169.37,5640000000,9233000000,1579000000,,681000000,,-467000000,2139000000,,10000000,2.82,0.69,2.13,,6359000000,3626000000,2139000000,472000000,2163000000,-101000000,10947000000,-124000000,7980000000,,1,66000000,66000000,283000000,1665000000,1665000000,1667000000,7828000000,6667000000,,173.1,2139000000,3541000000,-3000000,16000000,226000000,2883000000,,12175000000,-43000000,-1016000000,9486000000,2018-03-31,443000000,27929000000,1087000000,35318000000,,0.324,2018-01-25,78014000000,-538000000,935000000,-800000000,37357000000,27402000000,62742000000,10720000000,0,12859000000,15206000000,-18363000000
3,0.6326335877862597,0.0672257259685356,-0.09889402539645376,0.170581527936146,-0.0640234688310646,CAT,6831000000,-771000000,,7786000000,767000000,-377000000,-405000000,59000000,296000000,182000000,144.44,5746000000,10126000000,1521000000,,686000000,,-466000000,2249000000,,-78000000,2.97,0.24,2.73,,6249000000,3885000000,2195000000,490000000,2039000000,-102000000,11255000000,-374000000,7982000000,,1,63000000,63000000,1075000000,1707000000,1707000000,1705000000,7922000000,6591000000,,159.75,2249000000,3520000000,-1000000,5000000,198000000,3442000000,,12046000000,-43000000,-1496000000,9244000000,2018-06-30,462000000,28657000000,1217000000,36172000000,,0.088,2018-04-24,78987000000,-35000000,2148000000,-1268000000,38641000000,28300000000,64045000000,11762000000,-54000000,14011000000,14879000000,-19524000000
0,0.38086931240005795,0.030483835973095896,0.14473367076403942,0.21875801898896574,-0.015810186607449685,CBOE,38900000,-6900000,2610000000,124800000,-23800000,31800000,,-13000000,22700000,-125100000,93.5,1200000,341700000,,,50700000,,-30700000,125200000,,3800000,0.89,0.01,0.88,,2696300000,269700000,105900000,45600000,1978200000,-11000000,,104700000,1312400000,83200000,1,9400000,9400000,-100000000,60500000,59700000,60300000,231000000,-1796600000,,95.77,125200000,14000000,-700000,-1000000,16100000,72200000,,790400000,2300000,50000000,82100000,2017-09-30,,766900000,86800000,1312400000,2400000,0.011,2017-08-04,5228100000,-132200000,6800000,97800000,374300000,238000000,2340800000,486200000,-19300000,611400000,2877900000,-500200000
1,0.8050473186119873,0.047793444424098164,0.19882673371045478,0.34651135427697377,-0.008952925596027566,CBOE,43200000,-11400000,2623700000,143500000,18700000,-18500000,,15300000,-227200000,81000000,113.42,1200000,355100000,,,51200000,,-30700000,144700000,,4700000,0.87,-0.01,0.88,,2707400000,265600000,104100000,-153000000,1943200000,-10000000,,-46800000,1237900000,82700000,1,9400000,9400000,-75300000,257400000,254600000,257100000,234500000,-1540000000,,113.29,144700000,18900000,-700000,-1000000,9400000,74600000,,573800000,2700000,50700000,78800000,2017-12-31,,993300000,65000000,1237900000,47300000,-0.011,2017-11-07,5265700000,-114600000,195500000,-66900000,434700000,334000000,2145700000,476000000,-40600000,620700000,3110600000,-507600000
2,0.44406911783811887,-0.16005440943096805,-0.020014106859460368,0.14824380165289264,-0.0370242966336674,CBOE,48700000,-7300000,2635300000,166300000,22800000,-50300000,,-4700000,-17900000,-2300000,107.11,1200000,449200000,,,49000000,,-30600000,176500000,,-1300000,1.38,0.1,1.28,,2718200000,328500000,159400000,41300000,1912600000,-10000000,,-17100000,1213400000,85000000,1,9400000,9400000,-25000000,118400000,117300000,118100000,268400000,-1455600000,,104.35,176500000,21000000,-100000,-1000000,13600000,130400000,,545900000,2700000,75500000,79100000,2018-03-31,,1080800000,95100000,1213400000,64000000,0.078,2018-02-09,5328200000,-114200000,163500000,-25200000,512300000,384300000,2143600000,601200000,-17100000,777700000,3175200000,-542100000
3,0.2700228832951945,-0.05510752688172038,-0.22781195079086114,-0.06730939324252605,-0.028471674081312116,CBOE,11100000,-5300000,2646100000,140000000,-26300000,15300000,,25500000,25800000,81300000,102.49,1200000,384000000,,,45900000,,-30400000,137700000,,-4300000,1.05,0.02,1.03,,2701300000,283500000,119800000,36800000,1850500000,-10200000,,-66700000,914600000,88700000,1,9400000,9400000,,83300000,82400000,83000000,299100000,-1402200000,,108.5,137700000,22100000,-56600000,,13100000,19600000,,563400000,2500000,34200000,70300000,2018-06-30,,1134000000,92900000,1214100000,131800000,0.019,2018-05-04,5316900000,-135600000,185800000,-72200000,584000000,679900000,2157900000,529800000,-17900000,667500000,3149600000,-631700000
0,-0.014361773522437393,-0.03377192982456134,-0.0694432710990961,-0.03740277899152322,-0.009578180409327104,CBPO,,,,,,,,,,,109.1,,,,,,,,,,,1.32,0.08,1.24,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,,,,,2017-03-31,,,,,,0.065,2017-02-24,,,,,,,,,,,,
1,0.012935069355799467,0.1972440152886743,0.04789153974821736,0.007789348912031091,-0.01771457943226398,CBPO,,,,,,,,,,,116.94,,,,,,,,,,,1.35,-0.03,1.38,,,,,,,,,,,,,,,,,,,,,,118.56,,,,,,,,,,,,2017-06-30,,,,,,-0.022,2017-05-04,,,,,,,,,,,,
2,-0.20086753420086756,-0.08735829284557495,-0.195160883810804,-0.1566158992869091,0.011829545440414976,CBPO,6346315,-11780210,131011998,216445054,-6798435,-11715958,-11261559,-247021,9410466,12365127,96.94,2986,32424522,,,3376343,,,38047086,,2519202,1.38,0.19,1.19,,,67136729,40813659,5650621,24608121,-129787,198608231,-22669000,,14165043,1,62603308,62603308,-14697060,31565115,31565115,35163038,74158838,577854946,,99.1,38047086,52796082,-18789152,,17942218,72292618,,10153463,,-3197672,155135184,2017-09-30,1409226,531070849,27680417,,,0.16,2017-08-03,753858771,-33155554,35662982,-11825065,507154341,78638933,88792396,61514165,2766573,99561251,602463067,-59622766
3,-0.35231765794565495,-0.20653406163042365,-0.20579740045388906,-0.34162818539421924,-0.03368211151590817,CBPO,7548909,-9748587,140230395,219336848,2891794,-2134910,-8047450,939630,12830066,7451721,74.44,2987,30766754,,,2805217,,,19594582,,5688816,0.9,0.01,0.89,,,59347826,22601145,44703215,24853163,-104777,209570835,-22669000,,14903908,1,66132969,66132969,,-24644413,-24644413,-22102070,123179275,573338865,,79.66,19594582,9365986,1,,18139453,90086408,,47097103,,7957304,166812749,2017-12-31,1812452,506426436,37940792,,22895200,0.011,2017-11-02,809057417,30650,29624443,-32452115,593121611,97635317,144732420,70519998,3006563,90114580,598192028,-48467790
0,0.01242996071359559,0.027048216385731072,0.042302081951995696,-0.026142981043241198,-0.04163073961740196,CBRL,,,,,,,,,,,150.79,,,,,,,,,,,2.23,0.05,2.18,,,,,,,,,,,,,,,,,,,,,,156.12,,,,,,,,,,,,2017-07-31,,,,,,0.023,2017-11-21,,,,,,,,,,,,
1,0.036944195762459,-0.0006327293643945131,0.10725893824485389,0.14664730728616693,-0.07070460882410977,CBRL,,,,,,,,,,,161.88,,,,,,,,,,,1.92,0.08,1.84,,,,,,,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,2017-10-31,,,,,,0.043,2018-02-20,,,,,,,,,,,,
2,,,,,,CBRL,,,,,,,,,,,,,,,,,,,,,,2.73,0.42,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-31,,,,,,0.18200001,,,,,,,,,,,,,
3,,,,,,CBRL,,,,,,,,,,,,,,,,,,,,,,2.03,0.08,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-30,,,,,,0.040999997,,,,,,,,,,,,,
0,0.23672608778991755,0.012872841444269811,0.018147388354110783,-0.0023194680686563496,0.01812367223355682,CBS,233000000,-44000000,43830000000,144000000,-5000000,-268000000,-723000000,0,-91000000,-507000000,65.7,1000000,1862000000,,,55000000,174000000,-73000000,707000000,,,1.11,0.04,1.07,,4891000000,1309000000,590000000,172000000,2617000000,-116000000,1830000000,8000000,9039000000,,1,,,508000000,592000000,592000000,418000000,3598000000,-4514000000,,65.76,707000000,8884000000,87000000,-2000000,540000000,1715000000,,7768000000,-10000000,-726000000,1208000000,2017-09-30,,-18859000000,547000000,9689000000,,0.037,2017-08-08,23894000000,211000000,49000000,-265000000,6294000000,4052000000,20900000000,2464000000,-117000000,3171000000,2994000000,-21978000000
1,-0.012511332728921132,-0.07538200339558565,-0.14397988054071043,-0.16472392638036815,0.01711310650762455,CBS,231000000,-73000000,43797000000,285000000,111000000,-268000000,-723000000,19000000,11000000,389000000,55.4,1000000,2498000000,,,57000000,-81000000,-72000000,749000000,,,1.2,0.06,1.14,,4891000000,1423000000,194000000,154000000,2666000000,-121000000,1828000000,-43000000,9426000000,307000000,1,,,405000000,-41000000,-41000000,40000000,3697000000,-5579000000,,53.96,749000000,5426000000,87000000,-2000000,269000000,2122000000,,5429000000,-10000000,-662000000,1280000000,2017-12-31,,-18900000000,627000000,10162000000,,0.053000003,2017-11-03,20843000000,341000000,-100000000,-130000000,6273000000,3972000000,18865000000,3172000000,-555000000,3921000000,1978000000,-22920000000
2,-0.13028816676885335,-0.054333333333333345,0.005850026591029955,-0.1470234515935056,-0.02408035733569279,CBS,230000000,-30000000,43743000000,147000000,-138000000,,,0,58000000,92000000,55.39,1000000,2400000000,,,56000000,,-71000000,781000000,,,1.34,0.15,1.19,,4891000000,1361000000,646000000,135000000,2661000000,-118000000,1593000000,-40000000,9428000000,,1,,,-466000000,511000000,511000000,511000000,3820000000,-5569000000,,57.0,781000000,5589000000,-6000000,-20000000,467000000,1994000000,,5069000000,,-653000000,1259000000,2018-03-31,,-18650000000,524000000,9706000000,,0.126,2018-02-16,20591000000,-765000000,717000000,-90000000,6191000000,4069000000,18608000000,2980000000,-135000000,3761000000,1983000000,-23111000000
3,-0.2319571383548692,-0.07829046898638425,-0.1729170201934498,-0.13150392017106194,0.08699427931918688,CBS,138000000,,43720000000,252000000,,,,0,,,53.17,1000000,2184000000,,,,,,694000000,,,1.12,0.01,1.11,,4921000000,1282000000,513000000,113000000,2655000000,-116000000,1876000000,,9430000000,,1,,,,400000000,400000000,400000000,3597000000,-5409000000,,50.0,694000000,5524000000,,,206000000,1779000000,,4970000000,,-646000000,1237000000,2018-06-30,,-18250000000,532000000,9850000000,,0.009,2018-05-04,20385000000,,,,6048000000,3784000000,18218000000,2772000000,-181000000,3466000000,2167000000,-23304000000
0,4.426470588235294,0.22061068702290076,0.22905457340507285,0.7899253731343283,-0.017241806434506103,CC,1010000000,-108000000,830000000,1535000000,6000000,60000000,-48000000,-192000000,20000000,,47.15,2000000,1117000000,38000000,115000000,62000000,,-5000000,299000000,,13000000,1.12,0.08,1.04,,,467000000,250000000,43000000,167000000,-55000000,877000000,,4081000000,166000000,1,5000000,5000000,-4000000,207000000,207000000,207000000,921000000,633000000,,49.2,299000000,404000000,-10000000,3000000,21000000,90000000,,664000000,1000000,-420000000,2950000000,2017-09-30,20000000,388000000,148000000,4095000000,,0.077,2017-08-03,7120000000,-15000000,112000000,-104000000,3433000000,1570000000,6315000000,1285000000,-49000000,1584000000,800000000,-420000000
1,2.4356923076923076,0.02572110968216057,0.13222470087203408,0.3537827352085352,-0.06799544170387159,CC,1075000000,-165000000,837000000,1556000000,21000000,22000000,-117000000,68000000,30000000,,52.16,2000000,1088000000,40000000,126000000,69000000,,-6000000,310000000,,1000000,1.19,0.22,0.97,,153000000,487000000,263000000,35000000,13000000,-54000000,935000000,,4097000000,173000000,1,5000000,5000000,-2000000,228000000,228000000,228000000,919000000,694000000,,52.64,310000000,453000000,-2000000,-3000000,,106000000,,683000000,1000000,-442000000,3008000000,2017-12-31,19000000,579000000,158000000,4112000000,,0.22700001,2017-11-03,7293000000,-115000000,303000000,-168000000,3493000000,1648000000,6428000000,1265000000,-47000000,1575000000,860000000,-558000000
2,0.5282195198004365,-0.06183001531393573,-0.05586592178770944,0.04498933901918978,-0.002042484370190313,CC,1121000000,-102000000,846000000,1434000000,-122000000,-150000000,-29000000,-13000000,18000000,,48.91,2000000,1193000000,46000000,110000000,70000000,,-31000000,374000000,,11000000,1.41,0.19,1.22,,,537000000,381000000,84000000,165000000,-52000000,992000000,,4141000000,166000000,1,5000000,5000000,-4000000,297000000,297000000,297000000,1083000000,832000000,,50.88,374000000,464000000,-1000000,5000000,,107000000,,719000000,1000000,-366000000,3105000000,2018-03-31,20000000,876000000,143000000,4155000000,,0.156,2018-02-15,7484000000,-271000000,196000000,-58000000,3584000000,1622000000,6482000000,1356000000,7000000,1730000000,997000000,-727000000
3,0.24289008455034589,-0.031349840255591066,-0.06024796590468806,-0.14308426073131963,0.043564057230693336,CC,1147000000,-126000000,859000000,1217000000,-217000000,-25000000,-67000000,48000000,30000000,,50.67,2000000,1259000000,44000000,131000000,72000000,,-30000000,375000000,,-18000000,1.71,0.12,1.59,,,557000000,323000000,41000000,189000000,-48000000,1013000000,,3960000000,172000000,1,6000000,6000000,-148000000,281000000,281000000,282000000,1095000000,830000000,,50.5,375000000,475000000,-40000000,-11000000,3000000,117000000,,731000000,1000000,-469000000,3105000000,2018-06-30,20000000,1127000000,161000000,3973000000,,0.075,2018-05-04,7338000000,-370000000,343000000,-172000000,3397000000,1622000000,6313000000,1441000000,-52000000,1816000000,1019000000,-969000000
0,-0.010034115994380866,-0.019479228781554392,0.022171570658930717,0.13142201834862388,-0.01418897892424324,CCI,179335000,-288151000,16818738000,6719134000,6519471000,-12732000,,53322000,27740000,1244000,97.27,4063000,387374000,,,296033000,,-385990000,279059000,,161000,0.21,-0.03,0.24,,6905922000,675864000,117577000,2383000,3885311000,-154146000,,,15090217000,,1,,,1367338000,115194000,85259000,115194000,317856000,1881082000,,98.7,279059000,2146364000,-12629000,885000,437565000,387447000,,2200336000,,-4150486000,10599604000,2017-09-30,,,100772000,15204415000,,-0.125,2017-07-20,31011756000,6332778000,483182000,-296650000,7474555000,1048871000,18339424000,784179000,-161482000,1063238000,12672315000,-4150486000
1,0.09954258331518195,-0.008641005498821741,0.03793564305541275,0.051228654727196954,0.022138233927678094,CCI,248817000,-376559000,16843607000,314094000,-6405040000,-17661000,,81915000,86045000,52777000,103.22,4063000,438595000,26402000,,323984000,,-456625000,309818000,,315000,0.17,-0.07,0.24,,10021468000,799495000,112857000,14753000,5961759000,-160280000,,,16044369000,,1,,,950937000,98104000,69745000,98104000,483585000,-3644162000,,102.18,309818000,2179678000,-3708000,660000,336101000,457116000,,2554037000,,-4508605000,12932885000,2017-12-31,,,127466000,16159620000,,-0.292,2017-10-19,32229570000,490897000,626895000,-7523147000,1133780000,1292082000,19890488000,928272000,-196961000,1238090000,12339065000,-4508605000
2,0.2501711156741959,0.009580838323353325,0.054256854256854226,0.10140703517587935,-0.008982645183356147,CCI,248000000,-370000000,17690000000,220000000,-95000000,-5000000,,-62000000,100000000,-71000000,108.61,4000000,433000000,,,374000000,,-471000000,358000000,,-1000000,0.21,-0.05,0.26,,10075000000,866000000,118000000,4000000,5854000000,-160000000,,,15616000000,,1,,,-487000000,114000000,86000000,114000000,502000000,-3097000000,,109.38,358000000,2196000000,-15000000,3000000,352000000,465000000,,2615000000,,-4862000000,13051000000,2018-03-31,,,134000000,15746000000,,-0.192,2018-01-25,32250000000,-163000000,452000000,-384000000,1074000000,1187000000,19418000000,941000000,-240000000,1299000000,12832000000,-4862000000
3,0.10125012914557296,-0.020942408376963373,0.005281524096953705,0.04653902798232701,-0.037761978393664464,CCI,272000000,-393000000,17711000000,206000000,-9000000,-54000000,,118000000,32000000,2000000,102.64,4000000,454000000,,,379000000,,-465000000,359000000,,-1000000,0.36,0.05,0.31,,10075000000,876000000,185000000,5000000,5729000000,-158000000,,,15844000000,,1,,,200000000,180000000,152000000,180000000,576000000,-3238000000,,105.1,359000000,2188000000,-5000000,3000000,382000000,476000000,,2678000000,,-5149000000,13218000000,2018-06-30,,,138000000,15956000000,,0.161,2018-04-19,32374000000,-273000000,659000000,-394000000,1164000000,1286000000,19808000000,971000000,-174000000,1330000000,12566000000,-5149000000
0,0.016885553470919357,-0.12791633145615444,0.2783018867924527,0.14708994708994716,0.02640116927595334,CCJ,,,,,,,,,,,11.13,,,,,,,,,,,-0.06,-0.05,-0.01,,,,,,,,,,,,,,,,,,,,,,10.9,,,,,,,,,,,,2017-03-31,,,,,,-5.0,2017-02-10,,,,,,,,,,,,
1,-0.2193308550185873,-0.06832298136645965,-0.19043947571318431,0.3324873096446701,-0.09065436826813084,CCJ,,,,,,,,,,,9.59,,,,,,,,,,,-0.09,-0.07,-0.02,,,,,,,,,,,,,,,,,,,,,,10.51,,,,,,,,,,,,2017-06-30,,,,,,-3.5,2017-04-28,,,,,,,,,,,,
2,-0.041706161137440856,0.0642105263157895,-0.07162534435261714,-0.21261682242990654,0.021527250099167287,CCJ,209150000,-35346000,222065000,351844000,69151000,-75753000,152959000,4619000,81784000,10866000,10.33,1862652000,329941000,811149000,,101652000,,-39580000,14184000,,-651000,-0.1,-0.14,0.04,,,155653000,-126393000,-2636000,78711000,-18365000,1278975000,-333163000,1494175000,,1,-18000,-18000,,-123712000,-123712000,-123757000,209628000,4869421000,,10.1,14184000,1351875000,-14254000,4937000,26320000,136680000,,922426000,-4312000,105577000,4413192000,2017-09-30,943000,2757838000,40132000,1494175000,,-3.5,2017-07-27,7710545000,-53834000,153791000,-30155000,1866767000,345830000,2762431000,471410000,-140577000,485594000,4948132000,105577000
3,0.11335012594458438,-0.12388503468780976,-0.16287878787878796,-0.07820646506777895,-0.06303136184699971,CCJ,177040000,-25363000,224812000,591620000,239776000,-226361000,173731000,50971000,167441000,7654000,8.3,1862652000,449743000,861171000,,209045000,,-39579000,90471000,,-1318000,0.36,0.08,0.28,,,359229000,-94488000,-33259000,70012000,-18450000,1099638000,-333163000,1494471000,,1,371000,371000,,-61626000,-61626000,-61229000,418373000,4789276000,,8.41,90471000,1381244000,-20549000,5617000,25948000,233954000,,1013603000,20556000,121407000,4191892000,2017-12-31,350000,2650417000,38533000,1494471000,,0.286,2017-10-27,7778727000,-60128000,319987000,-18765000,2135579000,410994000,2919068000,718501000,-184959000,808972000,4859288000,121407000
0,0.2932038834951456,0.005738447598912622,0.021159153633854677,0.013698630136986134,0.022713067239233435,CCL,639000000,-437000000,8690000000,489000000,-108000000,7000000,1000000,-847000000,414000000,72000000,68.13,365000000,2709000000,,,472000000,,-290000000,1793000000,,-3000000,2.29,0.09,2.2,,2957000000,2806000000,1368000000,39000000,1247000000,-49000000,357000000,,7744000000,,1,,,-622000000,1329000000,1329000000,1329000000,324000000,19968000000,,67.46,1793000000,606000000,-4000000,-48000000,11000000,4210000000,,758000000,-7000000,-1845000000,34172000000,2017-08-31,,23066000000,547000000,9202000000,,0.040999997,2017-12-19,40643000000,-1069000000,1449000000,-485000000,1661000000,7969000000,16471000000,3722000000,-425000000,5515000000,24172000000,-7949000000
1,0.16040837515141027,-0.03621730382293753,0.006906906906906984,0.028212204845139643,-0.012907278095119917,CCL,762000000,-648000000,8690000000,395000000,-94000000,7000000,-31000000,28000000,-40000000,36000000,66.2,365000000,2617000000,,,478000000,,-290000000,602000000,,12000000,0.63,0.12,0.51,,2967000000,1642000000,560000000,14000000,1200000000,-48000000,387000000,,7010000000,,1,,,91000000,546000000,546000000,546000000,312000000,20049000000,,68.72,602000000,585000000,-2000000,-22000000,15000000,4067000000,,752000000,-54000000,-1782000000,34430000000,2017-11-30,,23292000000,616000000,9222000000,,0.235,2018-03-22,40778000000,-448000000,1024000000,-670000000,1596000000,8800000000,16562000000,3657000000,-42000000,4259000000,24216000000,-8131000000
2,,,,,,CCL,795000000,-574000000,8708000000,453000000,58000000,-30000000,1000000,290000000,24000000,-100000000,,365000000,2709000000,,,488000000,,-323000000,435000000,,12000000,0.52,0.09,0.43,,3014000000,1523000000,391000000,0,1198000000,-48000000,394000000,,7459000000,,1,,,117000000,391000000,391000000,391000000,345000000,20170000000,,,435000000,535000000,-4000000,-17000000,17000000,4373000000,,749000000,-16000000,-1486000000,35027000000,2018-02-28,,23360000000,616000000,9583000000,,0.20899999,,41441000000,-428000000,1064000000,-591000000,1667000000,8851000000,17059000000,3797000000,-44000000,4232000000,24382000000,-8051000000
3,,,,,,CCL,745000000,-1627000000,8721000000,1053000000,600000000,-5000000,-17000000,1109000000,-46000000,-90000000,,365000000,2681000000,,,512000000,,-323000000,600000000,,-10000000,0.68,0.08,0.6,,2950000000,1676000000,564000000,3000000,1183000000,-49000000,402000000,,8185000000,,1,,,718000000,561000000,561000000,561000000,342000000,19800000000,,,600000000,546000000,-11000000,24000000,6000000,5330000000,,758000000,-41000000,-1855000000,35227000000,2018-05-31,,23564000000,605000000,9879000000,,0.133,,42184000000,89000000,2023000000,-1501000000,2278000000,9308000000,18251000000,3757000000,-36000000,4357000000,23933000000,-8717000000
0,0.34522439585730735,0.023642732049036885,0.04749103942652333,0.36618620958317094,0.0437944756538427,CDNS,196215000,-12188000,,678284000,22286000,-14382000,-253000,-23620000,22676000,-4852000,36.64,1807839000,54482000,,,28301000,,,80330000,,-758000,0.35,0.01,0.34,,574912000,430916000,86547000,5390000,216177000,-6225000,36000000,9340000,644146000,3200000,1,,,88867000,81157000,81157000,81157000,170312000,219651000,,35.5,80330000,335213000,,,,323919000,,130207000,,-10020000,244620000,2017-09-30,206568000,355445000,140565000,644146000,4135000,0.029000001,2017-07-25,2305227000,-62872000,89314000,-3398000,931105000,520134000,1294487000,405068000,6217000,485398000,1010740000,-1152544000
1,0.6739811912225706,0.0953846153846154,0.15428262631721168,0.31163647528400373,0.00839165763624838,CDNS,,,,,,,,,,,43.08,,,,,,,,,,,0.39,0.0,0.39,,,,,,,,,,,,,,,,,,,,,,41.85,,,,,,,,,,,,2017-12-31,,,,,,0.0,2017-10-27,,,,,,,,,,,,
2,0.7233960814444871,0.06682520808561243,0.045687645687645606,0.22167755991285398,-0.06041566014621013,CDNS,206020000,-13128000,,746968000,58881000,-10988000,2105000,12898000,38764000,12302000,42.23,1858692000,63209000,,24500000,29389000,,,83842000,,11418000,0.4,0.03,0.37,,665615000,454104000,78169000,5284000,264927000,-6975000,30090000,,344766000,,1,,,-43867000,72885000,72885000,72885000,231899000,211756000,,44.4,83842000,236378000,,,,315403000,,133360000,,5940000,249810000,2018-03-31,224185000,499817000,142447000,689592000,5466000,0.081,2018-02-01,2486673000,-97056000,157647000,-13128000,1069943000,866249000,1344375000,433471000,-5673000,517313000,1142298000,-1216211000
