,1Year,1month,3month,6month,PostEarningsReturn,Underlying,accountsPayable,capitalExpenditures,capitalSurplus,cash,changeInCash,changeToAccountReceivables,changeToInventory,changeToLiabilities,changeToNetincome,changeToOperatingActivities,close,commonStock,costOfRevenue,deferredLongTermAssetCharges,deferredLongTermLiab,depreciation,discontinuedOperations,dividendsPaid,ebit,effectOfAccountingCharges,effectOfExchangeRate,epsActual,epsDifference,epsEstimate,extraordinaryItems,goodWill,grossProfit,incomeBeforeTax,incomeTaxExpense,intangibleAssets,interestExpense,inventory,investments,longTermDebt,longTermInvestments,maxAge,minorityInterest,minorityInterest_balance,netBorrowings,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,netReceivables,netTangibleAssets,nonRecurring,open,operatingIncome,otherAssets,otherCashflowsFromFinancingActivities,otherCashflowsFromInvestingActivities,otherCurrentAssets,otherCurrentLiab,otherItems,otherLiab,otherOperatingExpenses,otherStockholderEquity,propertyPlantEquipment,quarter,researchDevelopment,retainedEarnings,sellingGeneralAdministrative,shortLongTermDebt,shortTermInvestments,surprisePercent,timestamp,totalAssets,totalCashFromFinancingActivities,totalCashFromOperatingActivities,totalCashflowsFromInvestingActivities,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalOperatingExpenses,totalOtherIncomeExpenseNet,totalRevenue,totalStockholderEquity,treasuryStock
0,0.6395957408410033,-0.13599619591060397,0.041260744985673226,0.20171957671957674,0.027681550392616872,BLUE,12309000,-3899000,1939537000,237962000,-448372000,,,8316000,12270000,-1737000,93.4,458000,62645000,,,3618000,,,-77916000,,,-1.73,-0.02,-1.71,,13128000,-54934000,-78805000,0,17872000,-1155000,,-394884000,,413856000,1,,,-195000,-78805000,-78805000,-78805000,8412000,1110318000,,90.2,-77916000,19835000,548000,628000,7628000,22387000,,33397000,,-2097000,182358000,2017-09-30,,-796580000,22982000,155055000,490812000,-0.012,2017-08-03,1405756000,6120000,-56337000,-398155000,758707000,76801000,264438000,85627000,-889000,7711000,1141318000,-2097000
1,1.913089005235602,0.0905527244217954,0.531095211887727,0.5942693409742119,0.027301819838923526,BLUE,12873000,-18834000,2540951000,758505000,520543000,,,-1087000,14208000,5089000,142.95,494000,92583000,,,3639000,,,-117502000,,,-2.52,-0.82,-1.7,,13128000,-88415000,-117018000,210000,16931000,-9558000,,46426000,,324193000,1,,,37762000,-117228000,-117228000,-117228000,7712000,1593373000,,144.0,-117502000,23940000,-38021000,-1000,3777000,26512000,,26774000,,-4205000,199606000,2017-12-31,,-913808000,29087000,155800000,531604000,-0.482,2017-11-01,1900567000,588331000,-95379000,27591000,1322769000,95612000,277135000,121670000,484000,4168000,1623432000,-4205000
2,1.7200000000000002,0.03596403596403608,0.2708333333333335,1.238532110091743,-0.03034985756984284,BLUE,12028000,-7452000,2633057000,456535000,-301870000,,,-14703000,25932000,-8945000,201.2,501000,97126000,,,4020000,,,-116095000,,,-2.31,-0.24,-2.07,,13128000,-81169000,-115126000,0,15991000,-3900000,,-257273000,,444782000,1,,,-106000,-115126000,-115126000,-115126000,14165000,1541082000,,205.0,-116095000,24569000,3098000,,100000,34599000,,34306000,,-5049000,204230000,2018-03-31,,-1058308000,34926000,155593000,665041000,-0.116000004,2018-02-22,1866808000,71677000,-108822000,-264725000,1164108000,107756000,296607000,132052000,969000,15957000,1570201000,-5049000
3,,,,,,BLUE,17936000,-13237000,2666729000,333949000,-122586000,,,-2789000,28749000,15455000,,502000,115035000,,,4179000,,,-148352000,,,-2.91,-0.56,-2.35,,13128000,-107184000,-145996000,0,15050000,-3900000,,-14250000,,380284000,1,,,-340000,-145996000,-145996000,-145996000,4632000,1429356000,,,-148352000,28079000,,,100000,28384000,,33612000,,-5394000,219226000,2018-06-30,,-1204303000,41168000,155317000,743010000,-0.23799999,,1761511000,5301000,-100400000,-27487000,1105744000,116262000,303977000,156203000,2356000,7851000,1457534000,-5394000
0,0.006692497358224747,0.04996326230712711,0.00918079096045199,0.0021037868162692153,-0.05872387514671516,BLX,3011484000,-276000,119436000,756343000,-14850000,,,0,-6138000,220282000,26.95,279980000,0,,,384000,,-15155000,0,,,0.52,-0.04,0.56,,,30629000,20461000,0,2368000,,5119000,-7673000,1357796000,79738000,1,,,122162000,20461000,20461000,20461000,5456000,1029371000,,28.97,20635000,5234554000,-350546000,,80863000,4902000,,7868000,3768000,-1743000,7849000,2017-09-30,,698733000,6226000,2120542000,,-0.071,2017-07-21,6200120000,-242155000,235176000,-7871000,875611000,3802717000,5168381000,9994000,-174000,30629000,1031739000,-66410000
1,-0.010259917920656503,-0.003100241129865622,0.07384044526901667,0.048930772018847435,0.012362794819683727,BLX,2938151000,-2032000,119941000,618807000,-137536000,,,0,11997000,-189420000,29.3,279980000,1669000,,,407000,,-15156000,0,,,0.52,-0.03,0.55,,,31854000,20599000,0,5425000,,5119000,-4776000,1138844000,68934000,1,,,116642000,20599000,20599000,20599000,6793000,1037387000,,28.07,20884000,5426294000,-74165000,,90482000,6369000,,10071000,2497000,1963000,7420000,2017-12-31,,704176000,8473000,2246510000,,-0.055,2017-10-20,6267747000,28912000,-156132000,-10316000,759674000,4076020000,5224935000,12639000,-285000,33523000,1042812000,-61285000
2,0.021394319439321352,-0.06736274840013468,-0.01107142857142851,0.06173312883435589,-0.0018073382834013082,BLX,2827592000,-21000,120319000,543719000,-75089000,,,0,-22385000,319268000,27.64,279980000,0,,,323000,,-15183000,0,,,0.37,-0.18,0.55,,,29391000,14498000,0,5115000,,5119000,1528000,1123908000,68112000,1,,,-261376000,14498000,14498000,14498000,7008000,1041621000,,28.5,14836000,5143635000,-114629000,,56222000,4940000,,10493000,4138000,3616000,7120000,2018-03-31,,703492000,10417000,1962660000,,-0.32700002,2018-02-09,5875045000,-388611000,312042000,1480000,651063000,3693908000,4828309000,14555000,-338000,29391000,1046736000,-57055000
3,0.06942446043165473,0.027297857636489287,-0.005020080321285092,0.02694300518134729,-0.08088396287583796,BLX,2995468000,-471000,119059000,649204000,105486000,,,0,31565000,-357464000,27.42,279980000,0,,,319000,,-15458000,0,,,0.42,-0.13,0.55,,,25114000,16626000,0,4790000,,3971000,-7039000,1169672000,78129000,1,,,267951000,16626000,16626000,16626000,6394000,1042589000,,28.28,18111000,5467819000,174787000,,86354000,13656000,,4481000,601000,2084000,6958000,2018-06-30,,704891000,6402000,2248206000,,-0.236,2018-04-20,6331074000,428311000,-308617000,-14208000,773378000,4109542000,5283695000,7003000,-1485000,25114000,1047379000,-56551000
0,0.6579122783628848,0.009169845005274624,0.4767842299014371,0.3741436464088397,-0.027142136440040588,BMA,135936523000,-86520000,12704215000,19622410000,-13244084000,,,0,-19856277000,-8913484000,121.03,669663000,0,,819907000,66300000,,,0,,1428448000,2.24,0.03,2.21,,16393000,7507148000,4271388000,1654444000,,,,,12242566000,29469939000,1,143885000,143885000,304492000,2597810000,2597810000,2616944000,7740214000,40102504000,,123.62,4244841000,122070828000,829870000,-270097000,22781634000,,,12467738000,1530031000,4511000,1551293000,2017-09-30,,26740508000,1732276000,16612288000,,0.0139999995,2017-11-09,206345112000,2827909000,-17192167000,-356617000,53236659000,141372026000,166082330000,3262307000,26547000,7507148000,40118897000,4511000
1,0.3340751730959448,-0.0515953238990946,0.06599486267536059,0.13914695945945943,0.007938747500180945,BMA,143450208000,-128129000,12704215000,16201102000,-627030000,,,0,-2877159000,-8913484000,108.76,669663000,0,,883847000,84802000,,,0,,1428448000,2.4,0.21,2.19,,,8353295000,4661806000,1619459000,,,,,12460757000,31210338000,1,174581000,174581000,-1269300000,3011650000,3011650000,3042347000,7998602000,43130547000,,110.0,4669307000,134288550000,1280000,-249335000,25983153000,,,16284718000,85215000,4511000,1622184000,2017-12-31,,29752158000,3598773000,20223364000,,0.096,2018-02-20,224242704000,-1268020000,219293000,-377464000,57121632000,152192101000,180937576000,3683988000,-7501000,8353295000,43130547000,4511000
2,-0.1498982591001582,-0.3122999542752628,-0.2225783107619146,-0.358252261478068,0.05434713729729599,BMA,149488093000,-200713000,12428461000,24349847000,3037962000,,,0,1893577000,-8913484000,79.4,669663000,166271000,33373000,,161432000,,,0,,1428448000,2.64,0.21,2.43,,,10562455000,5189350000,1624813000,947279000,,,,13457359000,23387823000,1,223176000,223176000,-46004000,3542183000,3542183000,3564537000,,49138435000,,80.0,5116932000,154439296000,5358916000,,20001016000,13020434000,,5168102000,2255351000,217580000,7233681000,2018-03-31,,36770010000,3190172000,13680694000,587283000,0.086,2018-05-16,231666213000,5312912000,-3502685000,-200713000,45658134000,162731862000,181357323000,5611794000,72418000,10728726000,50085714000,217580000
3,,,,,,BMA,179473200000,,12428500000,11780100000,,,,0,,,,669700000,207800000,46800000,,,,,0,,,1.8,-0.5,2.3,,,10537400000,4407500000,1270700000,993800000,,,,21600500000,45825800000,1,244200000,244200000,,3115700000,3115700000,3136800000,,49152100000,,,4262400000,165349200000,,,38656100000,1781100000,,16626800000,2497500000,26914200000,7591200000,2018-06-30,,10133500000,3777500000,23463900000,156200000,-0.21700001,,271735100000,,,,51975100000,183117700000,221345000000,6482800000,145100000,10745200000,50145900000,26914200000
0,-0.1153729686080548,-0.04749483751766115,-0.08660760812923396,-0.010723557963652763,0.021224549276403937,BMRN,157024000,-42482000,4435449000,431399000,76535000,-4764000,-20516000,34554000,37805000,-16960000,89.52,176000,213583000,484759000,,20700000,,,-17527000,,-13464000,-0.07,0.07,-0.14,,197039000,120565000,-20621000,-8094000,530957000,-10884000,457393000,-387747000,1166036000,416304000,1,,,481713000,-12527000,-12527000,-12527000,251891000,2085566000,,88.0,-17527000,507744000,-5237000,-193000,83646000,94707000,,183570000,,-35907000,878624000,2017-09-30,,-1586156000,130532000,1166036000,825700000,0.5,2017-08-03,4580697000,481936000,38292000,-430229000,2050029000,417529000,1767135000,351675000,-3094000,334148000,2813562000,-35907000
1,0.009541284403669748,-0.11229428848015488,-0.06576862123613314,-0.1388772954924875,0.0074843420343438695,BMRN,166616000,-39890000,4483220000,598028000,166629000,-3658000,-16005000,47249000,-17730000,986000,83.15,176000,244603000,399095000,,22864000,,,-54193000,,-627000,-0.29,-0.06,-0.23,,197039000,113702000,54598000,105990000,517510000,-11664000,475775000,54629000,813521000,385785000,1,,,,-51392000,-51392000,-51392000,261365000,2094114000,,82.52,-54193000,428947000,31863000,-193000,74036000,83140000,,194423000,,-37185000,896700000,2017-12-31,,-1637548000,160280000,1174470000,797940000,-0.261,2017-10-27,4633125000,13096000,14614000,139546000,2207144000,816518000,1824462000,412498000,108791000,358305000,2808663000,-37185000
2,-0.06448379552288686,-0.07985540584949069,0.012658227848101333,0.031180947704394946,-0.011373962784009808,BMRN,172192000,-30164000,4510451000,473980000,-124048000,-26257000,10843000,-51887000,43891000,1417000,83.05,177000,266281000,407009000,,23633000,,,-38741000,,-40000,-0.25,-0.08,-0.17,,197039000,107166000,-50804000,-6655000,509902000,-11562000,468161000,-41471000,817672000,313599000,1,,,,-44149000,-44149000,-44149000,318394000,2100062000,,85.22,-38741000,439675000,-43108000,-99000,71760000,94189000,,198571000,,-42562000,895392000,2018-03-31,,-1661063000,138336000,1182998000,908815000,-0.471,2018-02-23,4596717000,-9765000,-42509000,-71734000,2241110000,773471000,1789714000,412188000,-12063000,373447000,2807003000,-42562000
3,-0.13440917294829602,0.04472065607380826,-0.10691203855844023,-0.05702058755493866,0.011948447441432444,BMRN,166416000,-22518000,4577300000,427411000,-46569000,-51159000,4650000,18898000,-3192000,-7239000,82.51,178000,254601000,425380000,,20977000,,,-42563000,,-403000,-0.09,0.08,-0.17,,197039000,118244000,-29177000,-12385000,502295000,-12225000,473356000,7982000,821871000,281604000,1,,,,-16792000,-16792000,-16792000,363566000,2185770000,,81.92,-42563000,463194000,-43108000,-742000,80072000,95073000,,112754000,,-14519000,900480000,2018-06-30,,-1677855000,153280000,1191623000,935662000,0.471,2018-04-26,4624679000,-17031000,-33857000,4722000,2280067000,804950000,1739575000,415408000,13386000,372845000,2885104000,-14519000
0,-0.2541966426858514,0.0014311270125222375,0.04110098567974685,0.12976791120080722,-0.03157584045516727,BMY,1699000000,-262000000,1845000000,4644000000,1174000000,-85000000,65000000,59000000,596000000,154000000,54.24,221000000,1571000000,2346000000,,144000000,,-640000000,1367000000,,25000000,0.75,-0.02,0.77,,6865000000,3683000000,1183000000,327000000,1213000000,-48000000,1250000000,620000000,6982000000,2616000000,1,131000000,131000000,148000000,845000000,845000000,856000000,5588000000,6705000000,,53.33,1367000000,3221000000,6000000,,474000000,1655000000,,2643000000,,-2421000000,5014000000,2017-09-30,1169000000,34141000000,1147000000,8443000000,2478000000,-0.025999999,2017-07-27,33977000000,-706000000,1713000000,142000000,15048000000,9438000000,19063000000,3887000000,-184000000,5254000000,14783000000,-21424000000
1,0.292835519677094,0.017633042096902196,0.181047197640118,0.15070953835099687,-0.04976628825373153,BMY,2248000000,-254000000,1898000000,5421000000,777000000,108000000,-36000000,-294000000,1340000000,226000000,60.95,221000000,1655000000,1610000000,,-96000000,,-639000000,1103000000,,-7000000,0.68,0.01,0.67,,6863000000,3794000000,698000000,3027000000,1210000000,-51000000,1166000000,1113000000,6975000000,2765000000,1,106000000,106000000,-471000000,-2328000000,-2328000000,-2329000000,5609000000,3668000000,,62.51,1103000000,2858000000,7000000,,691000000,1161000000,,5166000000,,-2289000000,5001000000,2017-12-31,1393000000,31160000000,1298000000,7962000000,1391000000,0.015,2017-10-26,33551000000,-1352000000,1117000000,1019000000,14854000000,9563000000,21704000000,4346000000,-405000000,5449000000,11741000000,-21538000000
2,0.25702970297029704,0.028016194331983657,0.021235521235521304,0.14378378378378365,-0.04050698427981742,BMY,1725000000,-239000000,1916000000,5342000000,-79000000,219000000,-4000000,-218000000,135000000,-695000000,60.96,221000000,1571000000,1367000000,,138000000,,-653000000,1473000000,,11000000,0.94,0.09,0.85,,6863000000,3622000000,1779000000,284000000,1116000000,-37000000,1231000000,157000000,5775000000,2581000000,1,113000000,113000000,-344000000,1486000000,1486000000,1495000000,5358000000,4814000000,,65.43,1473000000,2814000000,-58000000,,325000000,1215000000,,4778000000,,-2234000000,5060000000,2018-03-31,1170000000,32323000000,979000000,7700000000,1428000000,0.106000006,2018-02-05,33083000000,-1222000000,1175000000,-43000000,14649000000,9624000000,20177000000,3720000000,306000000,5193000000,12793000000,-21667000000
3,-0.04041527623285135,-0.17064572985098536,-0.1882057716436637,-0.1880784313725491,0.005395003451659452,BMY,1873000000,-198000000,1966000000,4999000000,-343000000,-107000000,-118000000,209000000,82000000,374000000,52.04,221000000,1611000000,1517000000,,142000000,,-654000000,1621000000,,-37000000,1.01,0.14,0.87,,6683000000,4093000000,517000000,135000000,1090000000,-45000000,1242000000,476000000,5671000000,2900000000,1,101000000,101000000,-207000000,373000000,373000000,382000000,5636000000,4544000000,,51.53,1621000000,3014000000,-1000000,,170000000,1224000000,,4674000000,,-2334000000,5080000000,2018-06-30,1341000000,32044000000,1131000000,7387000000,1076000000,0.161,2018-04-26,32641000000,-1015000000,1057000000,-348000000,13874000000,9878000000,20223000000,4083000000,-1104000000,5704000000,12317000000,-21914000000
0,0.47447447447447444,0.044680851063829685,-0.041015625,0.1697438951757,-0.0010188487891027657,BOX,11334000,-3003000,1033917000,172857000,7582000,12023000,,9575000,25399000,-5285000,19.62,13000,34471000,,,9913000,,,-42559000,,-88000,-0.13,0.0,-0.13,,16293000,94833000,-42569000,355000,63000,-287000,,,40000000,,1,,,-4781000,-42924000,-42924000,-42924000,95868000,9944000,,18.97,-42559000,36164000,-11284000,,17677000,227341000,,76884000,,-30000,118278000,2017-10-31,34812000,-1006423000,102580000,84738000,,0.0,2017-08-31,466769000,-3423000,14094000,-3001000,295971000,296918000,440469000,171863000,-10000,129304000,26300000,-1207000
1,0.4349247874427733,-0.0004555808656035998,0.11710794297352356,0.0712890625,-0.04236146513247577,BOX,,-4040000,,,9040000,71690000,,0,26592000,-34590000,21.03,,0,,8330000,11395000,,,0,,-124000,-0.06,0.02,-0.08,,,0,-36273000,0,,-198000,,,,,1,,,-7150000,0,-36637000,-36637000,,,,20.89,-35860000,,,,20486000,,,,,,,2018-01-31,38248000,,99051000,,,0.25,2017-11-30,,-5237000,18440000,-4039000,,,,0,18000,0,,
2,0.36549375709421095,0.08134831460674152,0.04563233376792697,0.22629969418960227,-0.2654863400599966,BOX,14485000,-4040000,1083538000,217116000,9040000,71690000,,-23685000,26592000,-34590000,18.45,13000,39068000,,41275000,11395000,,,-35860000,,-124000,-0.07,0.01,-0.08,,16293000,101439000,-36273000,364000,10000,-300000,,,40000000,,1,,,-7150000,-36637000,-36637000,-36637000,91025000,30312000,,20.6,-35860000,46851000,,,19278000,267016000,,71172000,,164000,124518000,2018-04-30,38248000,-1035923000,99051000,90362000,,0.125,2018-03-01,528479000,-5237000,18440000,-4039000,340807000,340751000,481864000,176367000,-413000,140507000,46615000,-1013000
3,0.4959612277867529,0.19329896907216493,0.15461346633416473,0.20730117340286824,-0.07860385850443728,BOX,12960000,-3326000,1110296000,203726000,-13502000,-23754000,,12888000,30709000,1086000,25.68,14000,42605000,,44059000,11849000,,,-37219000,,-158000,-0.05,0.01,-0.06,,18740000,105617000,-37889000,196000,,-91000,,,40000000,,1,,,-5752000,-38085000,-38085000,-38085000,114779000,16387000,,26.09,-37219000,49508000,,,16855000,284712000,,69183000,,2000,125357000,2018-07-31,41830000,-1074008000,101006000,93118000,,0.16700001,2018-05-31,545424000,-8293000,-1267000,-3784000,351819000,369337000,510297000,185441000,-670000,148222000,35127000,-1175000
0,0.021511627906976694,0.014141414141414232,0.02389277389277389,-0.02280311457174644,0.03165087053586002,BP,39965000000,-4136000000,,25780000000,2510000000,,305000000,0,-171000000,-2504000000,36.27,98521000000,49982000000,4819000000,,4121000000,,-1676000000,2868000000,,146000000,0.57,0.07,0.5,,11514000000,9758000000,2955000000,1198000000,18586000000,-389000000,18078000000,-181000000,56893000000,23675000000,1,1617000000,1617000000,1962000000,1769000000,1769000000,1757000000,22846000000,68421000000,,36.16,2868000000,14694000000,-32000000,,4140000000,5913000000,,54892000000,160000000,,130651000000,2017-09-30,,,2689000000,65784000000,84000000,0.14,2017-08-01,271489000000,254000000,6024000000,-3914000000,72369000000,59566000000,171351000000,56872000000,87000000,59740000000,98521000000,
1,0.11042600896860977,0.03203959364417819,0.09236283429831804,0.14014388489208618,0.026156678648728476,BP,28840000000,-4422000000,39353000000,25586000000,-194000000,,2444000000,0,1030000000,-2504000000,40.67,5322000000,56792000000,4469000000,,4906000000,,-1829000000,2137000000,,29000000,0.66,0.09,0.57,,11551000000,10391000000,1182000000,1119000000,18355000000,-478000000,19011000000,-383000000,55179000000,26230000000,1,1913000000,1913000000,-2753000000,27000000,27000000,63000000,25800000000,68564000000,,40.79,2137000000,15940000000,-677000000,,3032000000,22918000000,,55588000000,160000000,-4473000000,129471000000,2017-12-31,,75226000000,3039000000,63536000000,125000000,0.158,2017-10-31,276515000000,-3773000000,5903000000,-2353000000,74968000000,64726000000,176111000000,65046000000,-955000000,67183000000,98470000000,-21431000000
2,0.1074610244988865,-0.0770301624129931,-0.021883452176051144,0.09496284062758065,0.019664603792529656,BP,42995000000,-3586000000,40985000000,22242000000,-3333000000,,-3398000000,0,276000000,-58000000,40.57,5355000000,56864000000,4176000000,,4357000000,,-1829000000,3670000000,,145000000,0.78,0.1,0.68,,11710000000,10940000000,3911000000,1380000000,18003000000,-433000000,20802000000,-377000000,53161000000,27228000000,1,1978000000,1978000000,-1384000000,2469000000,2469000000,2531000000,24645000000,70474000000,,39.54,3670000000,17148000000,-14000000,,3191000000,7985000000,,56154000000,,-5583000000,129002000000,2018-03-31,,75394000000,2825000000,62189000000,114000000,0.147,2018-02-06,275287000000,-3337000000,3646000000,-3787000000,72196000000,63807000000,173122000000,64134000000,241000000,67804000000,100187000000,-21547000000
3,0.2992424242424243,0.11726384364820874,0.028604382929642513,0.15368693402328604,0.004698520781554114,BP,46635000000,-3484000000,40979000000,22185000000,-57000000,,-570000000,0,185000000,,44.8,5361000000,63506000000,3908000000,,3892000000,,-1727000000,4467000000,,-314000000,0.85,0.02,0.83,,11319000000,11402000000,4990000000,2117000000,17808000000,-417000000,21004000000,-340000000,49733000000,27412000000,1,1949000000,1949000000,-524000000,2799000000,2798000000,2873000000,26211000000,70694000000,,44.97,4467000000,18006000000,-57000000,,5908000000,8530000000,,54592000000,,-8247000000,124390000000,2018-06-30,,77618000000,2960000000,60358000000,106000000,0.024,2018-05-01,275626000000,-2398000000,6306000000,-3651000000,76691000000,69531000000,173856000000,70441000000,523000000,74908000000,99821000000,-24137000000
0,-0.12408759124087587,-0.02591320636902905,-0.0539721043056397,-0.11413969335604768,-0.016318319935976947,BPL,82412000,-100728000,,7922000,5547000,-7862000,53061000,14511000,18297000,-10059000,61.39,4619262000,506780000,,,65661000,,-178909000,167953000,,,0.83,-0.09,0.92,,1004545000,415839000,120672000,448000,373608000,-56561000,233413000,-228295000,4593635000,1495952000,1,282493000,282493000,-29250000,116187000,116187000,120224000,234561000,3252379000,,62.52,167953000,46835000,-5876000,895000,13837000,3568000,,96566000,501000,11270000,6633230000,2017-09-30,,,181724000,4779045000,,-0.098000005,2017-08-04,10112500000,83480000,251089000,-329022000,558330000,509274000,5199475000,754666000,-47281000,922619000,4630532000,11270000
1,-0.16428797970187126,-0.10829103214890012,-0.1415539990226421,-0.20548771295039947,-0.012794980245104481,BPL,,-116916000,,,4427000,14678000,143246000,0,-8201000,-22843000,52.03,,521774000,,,64138000,,-186069000,173280000,,,0.86,-0.04,0.9,,,424278000,129916000,-837000,,-56713000,,19238000,,,1,279440000,,-208738000,126317000,126317000,130753000,,3252379000,,53.88,173280000,,-3359000,895000,,,,,-801000,,,2017-12-31,,,178543000,4779045000,,-0.044,2017-11-03,,-142696000,236191000,-89068000,,,,772772000,-43364000,946052000,4630532000,
2,-0.296275553066368,-0.04230182926829262,-0.05384036144578308,-0.16939348867955706,-0.006187027020883517,BPL,92884000,-116916000,,6607000,4427000,14678000,143246000,-71100000,-8201000,-22843000,49.95,4750661000,785327000,,,64138000,,-186069000,169513000,,,0.74,-0.06,0.8,,1007341000,397778000,117582000,490000,342849000,-59105000,158193000,19238000,4587949000,1496552000,1,279440000,279440000,-208738000,112373000,111120000,117092000,287284000,3459558000,,50.31,169513000,42543000,-3359000,895000,12626000,5232000,,92186000,-14030000,59087000,6806230000,2018-03-31,,,178157000,4703149000,,-0.075,2018-02-09,10215511000,-142696000,236191000,-89068000,519996000,446188000,5126323000,1013592000,-51931000,1183105000,4809748000,59087000
3,-0.38597271648873077,0.09405548216644632,-0.23300611224300805,-0.22029749576350977,-0.06690790403081501,BPL,86326000,-133119000,,1657000,-4950000,34249000,2270000,-8025000,17284000,-13229000,38.73,4719760000,552399000,,,66569000,,-186088000,145697000,,,0.59,-0.15,0.74,,1007355000,388440000,94099000,782000,326457000,-59566000,155923000,-14671000,4877890000,1482081000,1,11249000,11249000,344316000,91904000,90665000,93317000,256133000,3434528000,,37.36,145697000,38635000,-211843000,-12000,17983000,2854000,,90526000,-2123000,48580000,6889435000,2018-06-30,,,178297000,5048896000,,-0.203,2018-05-04,10250946000,-53771000,194950000,-146129000,506983000,502941000,5471357000,795142000,-51598000,940839000,4768340000,48580000
0,0.14345287739783164,-0.014023732470334282,0.05583365421640374,0.16284987277353702,-0.01358566884167786,BSX,371000000,-60000000,17125000000,210000000,15000000,-30000000,-107000000,0,-236000000,8000000,27.05,16000000,642000000,,,208000000,,,390000000,,1000000,0.31,0.0,0.31,,6882000000,1580000000,309000000,26000000,5783000000,-57000000,1077000000,-42000000,4415000000,349000000,1,,,-160000000,283000000,283000000,283000000,1470000000,-5077000000,,27.24,390000000,466000000,-14000000,-1000000,649000000,2023000000,,1804000000,,-51000000,1678000000,2017-09-30,254000000,-7785000000,797000000,5682000000,,0.0,2017-07-27,18636000000,-139000000,255000000,-102000000,3478000000,4828000000,11048000000,1832000000,-81000000,2222000000,7588000000,-1768000000
1,0.31951871657753994,0.02598752598752596,0.09463955637707944,0.13101604278074874,-0.027042551542123885,BSX,530000000,-79000000,17161000000,188000000,516000000,-30000000,-107000000,195000000,1201000000,8000000,28.82,16000000,672000000,88000000,,220000000,,,450000000,,1000000,0.34,0.0,0.34,,6998000000,1736000000,226000000,841000000,5837000000,-57000000,1078000000,-42000000,3814000000,352000000,1,,,-70000000,-615000000,-615000000,-615000000,1548000000,-5823000000,,28.44,450000000,336000000,-4000000,-1000000,1008000000,2079000000,,2561000000,,-58000000,1697000000,2017-12-31,263000000,-8390000000,882000000,5616000000,,0.0,2017-10-26,19042000000,-68000000,872000000,-289000000,3822000000,5654000000,12030000000,1958000000,-224000000,2408000000,7012000000,-1775000000
2,0.16209476309226933,0.106012658227848,-0.007102272727272707,0.0558912386706949,-0.011872778430284413,BSX,404000000,-60000000,17184000000,287000000,151000000,,,0,-314000000,,27.63,16000000,683000000,,,209000000,,,442000000,,1000000,0.33,0.01,0.32,,6984000000,1696000000,324000000,26000000,5713000000,-61000000,1113000000,-103000000,4802000000,443000000,1,,,142000000,298000000,298000000,298000000,1580000000,-5667000000,,27.43,442000000,282000000,-50000000,-1000000,1100000000,2492000000,,2381000000,,-127000000,1700000000,2018-03-31,261000000,-8326000000,852000000,5765000000,,0.031,2018-02-01,19202000000,130000000,193000000,-173000000,4080000000,4988000000,12172000000,1937000000,-118000000,2379000000,7030000000,-1844000000
3,0.11502347417840375,0.04587155963302747,0.024442846872753332,-0.04008083529808015,0.03177062789868667,BSX,403000000,-74000000,17231000000,208000000,-174000000,,,0,-1174000000,,29.42,16000000,740000000,,,216000000,,,437000000,,-6000000,0.35,0.01,0.34,,7242000000,1750000000,346000000,-209000000,5934000000,-57000000,1087000000,-9000000,4800000000,382000000,1,,,717000000,555000000,555000000,555000000,1587000000,-5432000000,,28.35,437000000,413000000,-6000000,1000000,1047000000,1494000000,,2310000000,,-16000000,1715000000,2018-06-30,275000000,-7770000000,891000000,6493000000,,0.029000001,2018-04-25,19615000000,726000000,-403000000,-491000000,3929000000,4753000000,11871000000,2053000000,-91000000,2490000000,7744000000,-1733000000
0,-0.09090909090909094,-0.024390243902438935,-0.11504424778761058,-0.14163090128755362,-0.059219359659971216,BTE,,,,,,,,,,,3.77,,,,,,,,,,,-1.31,-1.21,-0.1,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,2016-12-31,,,,,,-12.1,2016-11-02,,,,,,,,,,,,
1,0.03581267217630857,-0.06234413965087282,-0.1607142857142858,-0.17543859649122806,-0.002663117419483662,BTE,,,,,,,,,,,3.75,,,,,,,,,,,0.04,0.16,-0.12,,,,,,,,,,,,,,,,,,,,,,3.87,,,,,,,,,,,,2017-03-31,,,,,,1.3330001,2017-03-07,,,,,,,,,,,,
2,-0.3512931034482759,-0.12244897959183687,-0.24937655860349128,-0.21818181818181825,-0.07232066157962613,BTE,,,,,,,,,,,2.8,,,,,,,,,,,0.03,0.15,-0.12,,,,,,,,,,,,,,,,,,,,,,2.95,,,,,,,,,,,,2017-06-30,,,,,,1.25,2017-05-04,,,,,,,,,,,,
3,-0.40384615384615385,0.14814814814814814,-0.04778156996587035,-0.2936708860759494,0.03866914115915412,BTE,140112000,-61544000,13102000,548000,-1821000,,,0,-35317000,2326000,2.9,4443575000,85582000,,,120131000,,,-38352000,,,-0.03,0.07,-0.1,,,113672000,-27762000,-18534000,,-24526000,,,1697268000,,1,,,-41733000,-9228000,-9228000,-9228000,105458000,1836899000,,2.81,-38352000,129000,,16000000,2170000,6540000,,672818000,20314000,464054000,4245332000,2017-09-30,,-3083832000,11074000,1697268000,,0.7,2017-08-01,4353637000,-41733000,77912000,-38000000,108176000,146652000,2516738000,237606000,10590000,199254000,1836899000,464054000
